epoch,learning_rate,step,training_auroc,training_loss,validation_auroc,validation_loss
0,,6,,,0.46451613306999207,0.7504258751869202
0,4.0030536183621734e-06,6,0.4519420564174652,0.7036042213439941,,
1,,13,,,0.5362902879714966,0.7290667295455933
1,4.063194410264259e-06,13,0.44559717178344727,0.6997228264808655,,
2,,20,,,0.6286290287971497,0.7213301658630371
2,4.2312722143833525e-06,20,0.5626012086868286,0.6887066960334778,,
3,,27,,,0.6879032850265503,0.7202824354171753
3,4.506909135670867e-06,27,0.6179908514022827,0.6837244629859924,,
4,,34,,,0.7173386812210083,0.7167209386825562
4,4.889483989245491e-06,34,0.6539473533630371,0.6787475347518921,,
5,,41,,,0.7290322780609131,0.71675044298172
5,5.3781350288772956e-06,41,0.6923836469650269,0.6714680194854736,,
6,,48,,,0.7237902879714966,0.7136140465736389
6,5.971763130219188e-06,48,0.6968876123428345,0.6659076809883118,,
7,,55,,,0.7213709354400635,0.6996246576309204
7,6.66903088131221e-06,55,0.7344382405281067,0.6559614539146423,,
8,,62,,,0.7181451320648193,0.6942744255065918
8,7.468368494301103e-06,62,0.717029333114624,0.6520873308181763,,
9,,69,,,0.7125000357627869,0.6914593577384949
9,8.367976079171058e-06,69,0.7480262517929077,0.6388000249862671,,
10,,76,,,0.7124999761581421,0.6841102242469788
10,9.365828191221226e-06,76,0.7393471598625183,0.6353233456611633,,
11,,83,,,0.7088710069656372,0.6960486769676208
11,1.0459676559548825e-05,83,0.7418268918991089,0.6261655688285828,,
12,,90,,,0.7068548202514648,0.6827847957611084
12,1.1647061910480261e-05,90,0.7424595355987549,0.6176725029945374,,
13,,97,,,0.7112903594970703,0.6403533220291138
13,1.2925307601108216e-05,97,0.7586032152175903,0.6033247113227844,,
14,,104,,,0.7133064270019531,0.6593284606933594
14,1.4291535080701578e-05,104,0.7592864036560059,0.5964288115501404,,
15,,111,,,0.7137097120285034,0.7421401739120483
15,1.5742669347673655e-05,111,0.7665739059448242,0.583288311958313,,
16,,118,,,0.7177419662475586,0.7018279433250427
16,1.7275442587560974e-05,118,0.7637652158737183,0.5788025259971619,,
17,,125,,,0.7241935729980469,0.6471487879753113
17,1.8886405086959712e-05,125,0.7601720690727234,0.5735521912574768,,
18,,132,,,0.7209677696228027,0.706964910030365
18,2.0571924324030988e-05,132,0.7689777612686157,0.5624011754989624,,
19,,139,,,0.7237902879714966,0.6989921927452087
19,2.2328211343847215e-05,139,0.7703946828842163,0.5563939213752747,,
20,,146,,,0.7302418947219849,0.707350492477417
20,2.4151308025466278e-05,146,0.775581955909729,0.551066517829895,,
21,,153,,,0.7298387289047241,0.7872969508171082
21,2.603711254778318e-05,153,0.7852985858917236,0.5417940020561218,,
22,,160,,,0.7350806593894958,0.6944093704223633
22,2.7981373932561837e-05,160,0.7959767580032349,0.5326496958732605,,
23,,167,,,0.7346774339675903,0.8123599886894226
23,2.9979719329276122e-05,167,0.7958501577377319,0.5291557312011719,,
24,,174,,,0.7411290407180786,0.6778180599212646
24,3.2027644920162857e-05,174,0.8082489967346191,0.5190051198005676,,
25,,181,,,0.737500011920929,0.8232393264770508
25,3.412054866203107e-05,181,0.8121457099914551,0.5159443616867065,,
26,,188,,,0.7419354915618896,0.768074631690979
26,3.625369936344214e-05,188,0.8090081214904785,0.5109928250312805,,
27,,195,,,0.7411290407180786,0.7523805499076843
27,3.842230944428593e-05,195,0.8216599225997925,0.5011720657348633,,
28,,202,,,0.7475806474685669,0.8029122948646545
28,4.0621500374982134e-05,202,0.8354504108428955,0.4878746271133423,,
29,,209,,,0.7427419424057007,1.0285563468933105
29,4.2846299038501456e-05,209,0.8478491902351379,0.47556036710739136,,
