epoch,learning_rate,step,training_auroc,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,0.5302419066429138,0.8600226640701294
0,4.0030536183621734e-06,6,0.5288968086242676,0.7728478312492371,0.7728478312492371,0.7728478312492371,,
1,,13,,,,,0.5592741966247559,0.8449204564094543
1,4.063194410264259e-06,13,0.559412956237793,0.7599096894264221,0.7599096894264221,0.7599096894264221,,
2,,20,,,,,0.5874999761581421,0.8294339179992676
2,4.2312722143833525e-06,20,0.5862600803375244,0.7476649284362793,0.7476649284362793,0.7476649284362793,,
3,,27,,,,,0.6070564985275269,0.813881516456604
3,4.506909135670867e-06,27,0.617155909538269,0.7368382811546326,0.7368382811546326,0.7368382811546326,,
4,,34,,,,,0.625806450843811,0.7976642847061157
4,4.889483989245491e-06,34,0.6478492021560669,0.7238736748695374,0.7238736748695374,0.7238736748695374,,
5,,41,,,,,0.6262096762657166,0.7805533409118652
5,5.3781350288772956e-06,41,0.6806427240371704,0.7095670700073242,0.7095670700073242,0.7095670700073242,,
6,,48,,,,,0.6342741847038269,0.7631864547729492
6,5.971763130219188e-06,48,0.7137398719787598,0.6963036060333252,0.6963036060333252,0.6963036060333252,,
7,,55,,,,,0.6225806474685669,0.7452036738395691
7,6.66903088131221e-06,55,0.7422823905944824,0.6825999617576599,0.6825999617576599,0.6825999617576599,,
8,,62,,,,,0.6201612949371338,0.7266388535499573
8,7.468368494301103e-06,62,0.7662448883056641,0.6694022417068481,0.6694022417068481,0.6694022417068481,,
9,,69,,,,,0.6469757556915283,0.7085887789726257
9,8.367976079171058e-06,69,0.7929909229278564,0.6531040072441101,0.6531040072441101,0.6531040072441101,,
10,,76,,,,,0.6927419304847717,0.6898537278175354
10,9.365828191221226e-06,76,0.8082489967346191,0.6370365023612976,0.6370365023612976,0.6370365023612976,,
11,,83,,,,,0.7320564389228821,0.6702551245689392
11,1.0459676559548825e-05,83,0.8220900297164917,0.620913565158844,0.620913565158844,0.620913565158844,,
12,,90,,,,,0.7481855154037476,0.650792121887207
12,1.1647061910480261e-05,90,0.8326922655105591,0.6046383380889893,0.6046383380889893,0.6046383380889893,,
13,,97,,,,,0.7667338252067566,0.631497859954834
13,1.2925307601108216e-05,97,0.8423329591751099,0.5887860059738159,0.5887860059738159,0.5887860059738159,,
14,,104,,,,,0.7887096405029297,0.6135271191596985
14,1.4291535080701578e-05,104,0.8514928817749023,0.5725183486938477,0.5725183486938477,0.5725183486938477,,
15,,111,,,,,0.8034273982048035,0.5972172617912292
15,1.5742669347673655e-05,111,0.8597419261932373,0.5570022463798523,0.5570022463798523,0.5570022463798523,,
16,,118,,,,,0.8149193525314331,0.5819406509399414
16,1.7275442587560974e-05,118,0.867332935333252,0.5418910384178162,0.5418910384178162,0.5418910384178162,,
17,,125,,,,,0.8256048560142517,0.5692296028137207
17,1.8886405086959712e-05,125,0.8722418546676636,0.5282337665557861,0.5282337665557861,0.5282337665557861,,
18,,132,,,,,0.8354839086532593,0.5571424961090088
18,2.0571924324030988e-05,132,0.8788714408874512,0.514046311378479,0.514046311378479,0.514046311378479,,
19,,139,,,,,0.8491935729980469,0.5467635989189148
19,2.2328211343847215e-05,139,0.8830971717834473,0.5014387965202332,0.5014387965202332,0.5014387965202332,,
20,,146,,,,,0.8622983694076538,0.537792444229126
20,2.4151308025466278e-05,146,0.887702465057373,0.4883407950401306,0.4883407950401306,0.4883407950401306,,
21,,153,,,,,0.8733870983123779,0.5286020636558533
21,2.603711254778318e-05,153,0.892459511756897,0.4766029119491577,0.4766029119491577,0.4766029119491577,,
22,,160,,,,,0.8852822780609131,0.5194195508956909
22,2.7981373932561837e-05,160,0.899721622467041,0.4644937813282013,0.4644937813282013,0.4644937813282013,,
23,,167,,,,,0.8963710069656372,0.509498655796051
23,2.9979719329276122e-05,167,0.907565712928772,0.4519624710083008,0.4519624710083008,0.4519624710083008,,
24,,174,,,,,0.907056450843811,0.49827033281326294
24,3.2027644920162857e-05,174,0.9121963977813721,0.4418538510799408,0.4418538510799408,0.4418538510799408,,
25,,181,,,,,0.9209677577018738,0.48611631989479065
25,3.412054866203107e-05,181,0.9196356534957886,0.4294099807739258,0.4294099807739258,0.4294099807739258,,
26,,188,,,,,0.9213709831237793,0.47130686044692993
26,3.625369936344214e-05,188,0.9253542423248291,0.4170081615447998,0.4170081615447998,0.4170081615447998,,
27,,195,,,,,0.9290322661399841,0.4580385684967041
27,3.842230944428593e-05,195,0.9322115182876587,0.4056174159049988,0.4056174159049988,0.4056174159049988,,
28,,202,,,,,0.9270161390304565,0.44548118114471436
28,4.0621500374982134e-05,202,0.9385374784469604,0.3932727873325348,0.3932727873325348,0.3932727873325348,,
29,,209,,,,,0.9302419424057007,0.4337441921234131
29,4.2846299038501456e-05,209,0.9432692527770996,0.38117361068725586,0.38117361068725586,0.38117361068725586,,
30,,216,,,,,0.936693549156189,0.42079171538352966
30,4.509171412792057e-05,216,0.9494180083274841,0.36637750267982483,0.36637750267982483,0.36637750267982483,,
31,,223,,,,,0.9326612949371338,0.41100913286209106
31,4.735268157674e-05,223,0.955668032169342,0.35351771116256714,0.35351771116256714,0.35351771116256714,,
