epoch,learning_rate,step,training_loss,validation_auroc,validation_loss
0,,6,,0.4254032373428345,0.3841795325279236
0,4.0030536183621734e-06,6,0.3959728479385376,,
1,,13,,0.48991936445236206,0.3545798361301422
1,4.063194410264259e-06,13,0.3694552779197693,,
2,,20,,0.5544354915618896,0.3366098701953888
2,4.2312722143833525e-06,20,0.34795767068862915,,
3,,27,,0.60161292552948,0.3280341327190399
3,4.506909135670867e-06,27,0.33434218168258667,,
4,,34,,0.625,0.3275414705276489
4,4.889483989245491e-06,34,0.3264443278312683,,
5,,41,,0.6419354677200317,0.3314240276813507
5,5.3781350288772956e-06,41,0.3219483494758606,,
6,,48,,0.6675403118133545,0.3336924612522125
6,5.971763130219188e-06,48,0.3185849189758301,,
7,,55,,0.6693547964096069,0.33063721656799316
7,6.66903088131221e-06,55,0.3181178569793701,,
8,,62,,0.6786290407180786,0.3220895528793335
8,7.468368494301103e-06,62,0.3114970922470093,,
9,,69,,0.6887096762657166,0.31199994683265686
9,8.367976079171058e-06,69,0.30463358759880066,,
10,,76,,0.6967741847038269,0.30365318059921265
10,9.365828191221226e-06,76,0.2981170415878296,,
11,,83,,0.7088710069656372,0.2978043258190155
11,1.0459676559548825e-05,83,0.29584091901779175,,
12,,90,,0.7149193286895752,0.2937554717063904
12,1.1647061910480261e-05,90,0.29062148928642273,,
13,,97,,0.7189515829086304,0.2918764054775238
13,1.2925307601108216e-05,97,0.28433114290237427,,
14,,104,,0.7233871221542358,0.29342949390411377
14,1.4291535080701578e-05,104,0.27989616990089417,,
15,,111,,0.7233871221542358,0.289402037858963
15,1.5742669347673655e-05,111,0.27720898389816284,,
16,,118,,0.7225806713104248,0.2861950695514679
16,1.7275442587560974e-05,118,0.27054446935653687,,
17,,125,,0.7225806713104248,0.2822711169719696
17,1.8886405086959712e-05,125,0.266326367855072,,
18,,132,,0.7221773862838745,0.28396981954574585
18,2.0571924324030988e-05,132,0.2586115896701813,,
19,,139,,0.7229838371276855,0.2869628071784973
19,2.2328211343847215e-05,139,0.255624383687973,,
20,,146,,0.7213709354400635,0.28638115525245667
20,2.4151308025466278e-05,146,0.25397589802742004,,
21,,153,,0.7193548679351807,0.288177490234375
21,2.603711254778318e-05,153,0.24780744314193726,,
22,,160,,0.7189516425132751,0.2899393141269684
22,2.7981373932561837e-05,160,0.2454790323972702,,
23,,167,,0.7189515829086304,0.2880149483680725
23,2.9979719329276122e-05,167,0.24294981360435486,,
24,,174,,0.7161290645599365,0.29422199726104736
24,3.2027644920162857e-05,174,0.24073079228401184,,
25,,181,,0.7189515829086304,0.29089727997779846
25,3.412054866203107e-05,181,0.23790305852890015,,
26,,188,,0.7185484170913696,0.29714253544807434
26,3.625369936344214e-05,188,0.2329372763633728,,
27,,195,,0.7290322780609131,0.29117345809936523
27,3.842230944428593e-05,195,0.2350231260061264,,
28,,202,,0.7310483455657959,0.29675397276878357
28,4.0621500374982134e-05,202,0.22729654610157013,,
29,,209,,0.73427414894104,0.2940016984939575
29,4.2846299038501456e-05,209,0.22126419842243195,,
30,,216,,0.7441532015800476,0.2985613942146301
30,4.509171412792057e-05,216,0.213276669383049,,
31,,223,,0.74616938829422,0.3064087927341461
31,4.735268157674e-05,223,0.21030253171920776,,
