epoch,learning_rate,step,training_auroc,training_loss,training_pseudolabel_loss,training_pseudolabel_weight,training_source_loss,training_total_loss,validation_auroc,validation_loss
16,1.2596541637321934e-05,118,0.706047534942627,0.7664487361907959,0.2072831392288208,0.5,0.6628072261810303,0.7664487361907959,,
17,,125,,,,,,,0.7201612591743469,0.6316229104995728
17,1.366191736451583e-05,125,0.7069331407546997,0.7492786645889282,0.18131008744239807,0.5,0.6586235761642456,0.7492786645889282,,
18,,132,,,,,,,0.7441532015800476,0.6277743577957153
18,1.4782214748265687e-05,132,0.7068066596984863,0.7357785701751709,0.16309334337711334,0.5,0.6542319655418396,0.7357785701751709,,
19,,139,,,,,,,0.7471774220466614,0.6245414614677429
19,1.5955825801938772e-05,139,0.7052631378173828,0.7231155037879944,0.14402717351913452,0.5,0.65110182762146,0.7231155037879944,,
20,,146,,,,,,,0.7477822303771973,0.6239375472068787
20,1.7181064322357997e-05,146,0.7083249092102051,0.7098757028579712,0.1251635104417801,0.5,0.6472938656806946,0.7098757028579712,,
21,,153,,,,,,,0.7596773505210876,0.6191340684890747
21,1.845618498919066e-05,153,0.7070850133895874,0.6976519227027893,0.10743705928325653,0.5,0.6439334154129028,0.6976519227027893,,
22,,160,,,,,,,0.7588710188865662,0.6180217862129211
22,1.9779357899096794e-05,160,0.7075911164283752,0.6857248544692993,0.09168098866939545,0.5,0.639884352684021,0.6857248544692993,,
23,,167,,,,,,,0.7540322542190552,0.6149147748947144
23,2.1148687665117905e-05,167,0.709994912147522,0.6757376194000244,0.0787038579583168,0.5,0.6363856792449951,0.6757376194000244,,
24,,174,,,,,,,0.7495967745780945,0.6081681251525879
24,2.256220977869816e-05,174,0.708906888961792,0.6664609313011169,0.06740190833806992,0.5,0.6327599883079529,0.6664609313011169,,
25,,181,,,,,,,0.7588709592819214,0.6009137630462646
25,2.401790152362082e-05,181,0.7138158082962036,0.6557307243347168,0.0549311488866806,0.5,0.6282651424407959,0.6557307243347168,,
26,,188,,,,,,,0.7584676742553711,0.5944103002548218
26,2.551367288106121e-05,188,0.7144167423248291,0.6479881405830383,0.04333305358886719,0.5,0.6263216137886047,0.6479881405830383,,
27,,195,,,,,,,0.7600806951522827,0.5927038788795471
27,2.7047391995438375e-05,195,0.716953456401825,0.6423421502113342,0.03778691589832306,0.5,0.6234486699104309,0.6423421502113342,,
28,,202,,,,,,,0.760887086391449,0.5941914319992065
28,2.8616854251595214e-05,202,0.7191548347473145,0.6352185606956482,0.032169029116630554,0.5,0.6191340088844299,0.6352185606956482,,
29,,209,,,,,,,0.7604838609695435,0.5933846831321716
29,3.0219811378628947e-05,209,0.7238107323646545,0.6275410056114197,0.026872213929891586,0.5,0.6141048669815063,0.6275410056114197,,
30,,216,,,,,,,0.7657257914543152,0.5902819037437439
30,3.1853971449891105e-05,216,0.7230516076087952,0.622615396976471,0.022578077390789986,0.5,0.6113263368606567,0.622615396976471,,
31,,223,,,,,,,0.7661290168762207,0.5788685083389282
31,3.351698615006171e-05,223,0.7259361743927002,0.6172106266021729,0.01973338983952999,0.5,0.6073439717292786,0.6172106266021729,,
32,,230,,,,,,,0.7604838609695435,0.5755950212478638
32,3.5206474422011524e-05,230,0.7287195920944214,0.6127989292144775,0.015957199037075043,0.5,0.6048203706741333,0.6127989292144775,,
33,,237,,,,,,,0.76169353723526,0.5746414065361023
33,3.692002792377025e-05,237,0.732312798500061,0.6075509786605835,0.013323687948286533,0.5,0.6008891463279724,0.6075509786605835,,
34,,244,,,,,,,0.7673386931419373,0.5730288028717041
34,3.865517646772787e-05,244,0.7347671985626221,0.6020192503929138,0.012155846692621708,0.5,0.5959413647651672,0.6020192503929138,,
35,,251,,,,,,,0.7653225660324097,0.5837438106536865
35,4.0409446228295565e-05,251,0.7345141172409058,0.6004864573478699,0.01042214222252369,0.5,0.595275342464447,0.6004864573478699,,
36,,258,,,,,,,0.767338752746582,0.5687766075134277
36,4.2180319724138826e-05,258,0.7386386394500732,0.5950039029121399,0.009559160098433495,0.5,0.5902243852615356,0.5950039029121399,,
37,,265,,,,,,,0.7701612710952759,0.5661734938621521
37,4.396525037009269e-05,265,0.7431174516677856,0.5899997353553772,0.00778617337346077,0.5,0.5861066579818726,0.5899997353553772,,
38,,272,,,,,,,0.7693548202514648,0.562805712223053
38,4.5761698856949806e-05,272,0.7456225156784058,0.5857710242271423,0.007226658519357443,0.5,0.5821577310562134,0.5857710242271423,,
39,,279,,,,,,,0.7620967626571655,0.5638626217842102
39,4.756708221975714e-05,279,0.7483299970626831,0.5832219123840332,0.006102408282458782,0.5,0.5801706910133362,0.5832219123840332,,
