,roc_auc_score,roc_auc_score,roc_auc_score,average_precision_score,average_precision_score,average_precision_score,f1_score,f1_score,f1_score,count
,mean,95%_low,95%_high,mean,95%_low,95%_high,mean,95%_low,95%_high,sum
0,0.6061459066385174,,,0.4676693225897991,,,0.022727272727272728,,,87.0
1,0.6061459066385174,,,0.7241992407736308,,,0.7736842105263158,,,147.0
