,,count,roc_auc_score,average_precision_score,f1_score,p_value
exp01_abmil_clinstack_tcga,0,87,0.5510204081632653,0.4412166262585977,0.0,0.18508205659665278
exp01_abmil_clinstack_tcga,1,147,0.5510204081632653,0.6444223511372651,0.7716535433070866,0.18508205659665358
