epoch,learning_rate,step,training_auroc,training_domain_balanced_blend,training_domain_balanced_loss,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,9,,,,,,,0.4436339735984802,0.702151894569397
0,4.000507033197209e-06,9,0.4859364628791809,0.5,0.6938951015472412,0.6942435503005981,0.6942435503005981,0.6942435503005981,,
1,,19,,,,,,,0.4503600001335144,0.7014923095703125
1,4.0182458178605884e-06,19,0.4676078259944916,0.5,0.6952602863311768,0.6957278251647949,0.6957278251647949,0.6957278251647949,,
2,,29,,,,,,,0.4615384340286255,0.7002691030502319
2,4.069424903718755e-06,29,0.48697733879089355,0.5,0.6954310536384583,0.6953389048576355,0.6953389048576355,0.6953389048576355,,
3,,39,,,,,,,0.46513831615448,0.6992685794830322
3,4.154007001488935e-06,39,0.5270771980285645,0.5,0.6920908689498901,0.6920872926712036,0.6920872926712036,0.6920872926712036,,
4,,49,,,,,,,0.4635278582572937,0.6988714933395386
4,4.271933448762866e-06,49,0.5141113996505737,0.5,0.6929417848587036,0.6931182146072388,0.6931182146072388,0.6931182146072388,,
5,,59,,,,,,,0.470822274684906,0.6979268193244934
5,4.4231233005120885e-06,59,0.5204043388366699,0.5,0.6951872706413269,0.6943606734275818,0.6943606734275818,0.6943606734275818,,
6,,69,,,,,,,0.48162180185317993,0.6971017122268677
6,4.607469236361794e-06,69,0.5535203218460083,0.5,0.6900259256362915,0.6901149749755859,0.6901149749755859,0.6901149749755859,,
7,,79,,,,,,,0.49460023641586304,0.6961120963096619
7,4.8248443818010855e-06,79,0.5702099800109863,0.5,0.690335750579834,0.6897505521774292,0.6897505521774292,0.6897505521774292,,
8,,89,,,,,,,0.49602124094963074,0.6951159238815308
8,5.075095941720065e-06,89,0.5832146406173706,0.5,0.6902019381523132,0.6893643140792847,0.6893643140792847,0.6893643140792847,,
9,,99,,,,,,,0.5002841949462891,0.6944124102592468
9,5.358051566872746e-06,99,0.5803792476654053,0.5,0.68956458568573,0.6890364289283752,0.6890364289283752,0.6890364289283752,,
10,,109,,,,,,,0.5079575777053833,0.6939176321029663
10,5.673512532666791e-06,109,0.6059819459915161,0.5,0.6882482171058655,0.6874473690986633,0.6874473690986633,0.6874473690986633,,
11,,119,,,,,,,0.5145888328552246,0.6938169002532959
11,6.0212573771423195e-06,119,0.6120595932006836,0.5,0.6874609589576721,0.6863502860069275,0.6863502860069275,0.6863502860069275,,
12,,129,,,,,,,0.5180939435958862,0.6926590204238892
12,6.401047357940115e-06,129,0.6099778413772583,0.5,0.6873905062675476,0.6859992146492004,0.6859992146492004,0.6859992146492004,,
13,,139,,,,,,,0.529177725315094,0.6917080283164978
13,6.8126159931125585e-06,139,0.6349464654922485,0.5,0.6839388608932495,0.6832513809204102,0.6832513809204102,0.6832513809204102,,
14,,149,,,,,,,0.5270935893058777,0.690700888633728
14,7.255674518091837e-06,149,0.6383681297302246,0.5,0.6831430196762085,0.6823040246963501,0.6823040246963501,0.6823040246963501,,
15,,159,,,,,,,0.5281356573104858,0.6892175078392029
15,7.729918252152856e-06,159,0.6275767087936401,0.5,0.6833522915840149,0.6828092932701111,0.6828092932701111,0.6828092932701111,,
16,,169,,,,,,,0.5307881832122803,0.6886529922485352
16,8.235014320234768e-06,169,0.6540886163711548,0.5,0.6812521815299988,0.6801548004150391,0.6801548004150391,0.6801548004150391,,
17,,179,,,,,,,0.5362826585769653,0.6874900460243225
17,8.770610293140635e-06,179,0.6458814144134521,0.5,0.680386483669281,0.6795381903648376,0.6795381903648376,0.6795381903648376,,
18,,189,,,,,,,0.5367563366889954,0.6863284111022949
18,9.336334187537432e-06,189,0.6629060506820679,0.5,0.678321123123169,0.6766902208328247,0.6766902208328247,0.6766902208328247,,
19,,199,,,,,,,0.545661211013794,0.6848385334014893
19,9.931789463735186e-06,199,0.6559311151504517,0.5,0.6786147356033325,0.6773244738578796,0.6773244738578796,0.6773244738578796,,
20,,209,,,,,,,0.5589238405227661,0.6843873858451843
20,1.0556563211139292e-05,209,0.6702996492385864,0.5,0.6775915026664734,0.6753080487251282,0.6753080487251282,0.6753080487251282,,
21,,219,,,,,,,0.5611974000930786,0.6827830076217651
21,1.1210221600777004e-05,219,0.6627265214920044,0.5,0.6764057874679565,0.6749709844589233,0.6749709844589233,0.6749709844589233,,
22,,229,,,,,,,0.5671656131744385,0.6818900108337402
22,1.1892304428329226e-05,229,0.6799067258834839,0.5,0.6726728081703186,0.6712159514427185,0.6712159514427185,0.6712159514427185,,
23,,239,,,,,,,0.5745548009872437,0.6795953512191772
23,1.2602339666045737e-05,239,0.6842794418334961,0.5,0.671387255191803,0.6691646575927734,0.6691646575927734,0.6691646575927734,,
24,,249,,,,,,,0.5731337666511536,0.6782256364822388
24,1.333983163931407e-05,249,0.6905066967010498,0.5,0.670303463935852,0.6681252121925354,0.6681252121925354,0.6681252121925354,,
25,,259,,,,,,,0.5915119647979736,0.6772139668464661
25,1.4104270121606532e-05,259,0.704492449760437,0.5,0.6676918864250183,0.6651151776313782,0.6651151776313782,0.6651151776313782,,
26,,269,,,,,,,0.5975748300552368,0.6764252185821533
26,1.4895115782564972e-05,269,0.7014656066894531,0.5,0.667148232460022,0.6643801927566528,0.6643801927566528,0.6643801927566528,,
27,,279,,,,,,,0.5965328216552734,0.6743609309196472
27,1.5711817468400113e-05,279,0.7048752903938293,0.5,0.6653329133987427,0.6625107526779175,0.6625107526779175,0.6625107526779175,,
28,,289,,,,,,,0.6020272374153137,0.6732601523399353
28,1.6553813111386262e-05,289,0.7106418609619141,0.5,0.6638259887695312,0.6605927348136902,0.6605927348136902,0.6605927348136902,,
29,,299,,,,,,,0.6186055541038513,0.6713092923164368
29,1.7420510630472563e-05,299,0.7337919473648071,0.5,0.6579629182815552,0.6550719141960144,0.6550719141960144,0.6550719141960144,,
30,,309,,,,,,,0.6242895126342773,0.672561526298523
30,1.831130612117704e-05,309,0.7277143001556396,0.5,0.6595401763916016,0.6555647850036621,0.6555647850036621,0.6555647850036621,,
31,,319,,,,,,,0.6269420385360718,0.6705932021141052
31,1.9225581127102487e-05,319,0.736507773399353,0.5,0.6550495624542236,0.6508017778396606,0.6508017778396606,0.6508017778396606,,
32,,329,,,,,,,0.6288367509841919,0.6682767271995544
32,2.0162699001957662e-05,329,0.7430759072303772,0.5,0.6498715281486511,0.6464436054229736,0.6464436054229736,0.6464436054229736,,
33,,339,,,,,,,0.6204054355621338,0.662578284740448
33,2.112200490955729e-05,339,0.730681300163269,0.5,0.6509526968002319,0.6461631059646606,0.6461631059646606,0.6461631059646606,,
34,,349,,,,,,,0.6308260560035706,0.6614872813224792
34,2.2102824004832655e-05,349,0.736376166343689,0.5,0.6509084105491638,0.6454399824142456,0.6454399824142456,0.6454399824142456,,
35,,359,,,,,,,0.6407729983329773,0.6585589051246643
35,2.310448144271504e-05,359,0.7531495094299316,0.5,0.6454582214355469,0.6398073434829712,0.6398073434829712,0.6398073434829712,,
36,,369,,,,,,,0.6350890398025513,0.6611929535865784
36,2.4126278731273487e-05,369,0.7447627782821655,0.5,0.6443588733673096,0.638536274433136,0.638536274433136,0.638536274433136,,
37,,379,,,,,,,0.6411519646644592,0.660406231880188
37,2.516750646464061e-05,379,0.7417240142822266,0.5,0.6379720568656921,0.632946252822876,0.632946252822876,0.632946252822876,,
38,,389,,,,,,,0.63849937915802,0.6580969095230103
38,2.6227422495139763e-05,389,0.7501106262207031,0.5,0.6371821165084839,0.630520224571228,0.630520224571228,0.630520224571228,,
39,,399,,,,,,,0.6376467943191528,0.6574579477310181
39,2.7305308321956545e-05,399,0.7557575702667236,0.5,0.6324731707572937,0.6261865496635437,0.6261865496635437,0.6261865496635437,,
