epoch,learning_rate,step,training_auroc,training_coral_loss,training_coral_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,,,0.47782260179519653,0.6881034970283508
0,4.001942670583958e-06,6,0.4809969663619995,6.358094833558425e-05,0.02500000037252903,0.6947442889213562,0.6947426199913025,0.6947442889213562,,
1,,13,,,,,,,0.5227822661399841,0.6886599063873291
1,4.040205567434896e-06,13,0.49493926763534546,6.6410269937478e-05,0.05000000074505806,0.6931411623954773,0.6931378841400146,0.6931411623954773,,
2,,20,,,,,,,0.5455645322799683,0.689643919467926
2,4.147169875068357e-06,20,0.5190536975860596,5.831313319504261e-05,0.07499999552965164,0.6916797161102295,0.6916753053665161,0.6916797161102295,,
3,,27,,,,,,,0.5802419185638428,0.688679575920105
3,4.322683253121795e-06,27,0.547621488571167,5.9258694818709046e-05,0.10000000149011612,0.6898232102394104,0.6898172497749329,0.6898232102394104,,
4,,34,,,,,,,0.5955645442008972,0.6871992945671082
4,4.566494226310169e-06,34,0.5638157725334167,5.890962347621098e-05,0.125,0.6885588765144348,0.6885515451431274,0.6885588765144348,,
5,,41,,,,,,,0.6298387050628662,0.6865913271903992
5,4.878252639173297e-06,41,0.5842611789703369,5.851646346854977e-05,0.14999999105930328,0.6873754262924194,0.6873666048049927,0.6873754262924194,,
6,,48,,,,,,,0.6504032611846924,0.6856683492660522
6,5.25751283930731e-06,48,0.6161626577377319,6.106169166741893e-05,0.17499999701976776,0.6852585077285767,0.6852478384971619,0.6852585077285767,,
7,,55,,,,,,,0.6699596643447876,0.6832466125488281
7,5.7037318583752494e-06,55,0.6395748853683472,5.991764192003757e-05,0.20000000298023224,0.6837329268455505,0.6837209463119507,0.6837329268455505,,
8,,62,,,,,,,0.6858870983123779,0.681085467338562
8,6.2162680478650145e-06,62,0.6554403305053711,5.846307976753451e-05,0.20000000298023224,0.6821498870849609,0.682138204574585,0.6821498870849609,,
9,,69,,,,,,,0.6991935968399048,0.6789324283599854
9,6.794390628783731e-06,69,0.6756325960159302,6.428769847843796e-05,0.20000000298023224,0.6800803542137146,0.6800674796104431,0.6800803542137146,,
10,,76,,,,,,,0.7227822542190552,0.6755606532096863
10,7.437268777721329e-06,76,0.6850202083587646,5.895535650779493e-05,0.20000000298023224,0.6785475611686707,0.6785357594490051,0.6785475611686707,,
11,,83,,,,,,,0.7131048440933228,0.6726271510124207
11,8.143982995534316e-06,83,0.6987094879150391,5.988920383970253e-05,0.20000000298023224,0.6766766309738159,0.6766645908355713,0.6766766309738159,,
12,,90,,,,,,,0.7118951082229614,0.6693893074989319
12,8.913521014619619e-06,90,0.7092105150222778,5.874739872524515e-05,0.20000000298023224,0.6745120286941528,0.6745003461837769,0.6745120286941528,,
13,,97,,,,,,,0.7296371459960938,0.6660614609718323
