epoch,learning_rate,step,training_auroc,training_coral_loss,training_coral_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
13,9.744779163156636e-06,97,0.7224949598312378,6.325155118247494e-05,0.20000000298023224,0.6719637513160706,0.671951174736023,0.6719637513160706,,
14,,104,,,,,,,0.7461693286895752,0.6605591177940369
14,1.0636567822075449e-05,104,0.732489824295044,6.552907143486664e-05,0.20000000298023224,0.6693299412727356,0.6693169474601746,0.6693299412727356,,
15,,111,,,,,,,0.7445564270019531,0.6574205160140991
15,1.1587609151320066e-05,111,0.7337550520896912,6.0756010498153046e-05,0.20000000298023224,0.6673569679260254,0.6673449277877808,0.6673569679260254,,
16,,118,,,,,,,0.7518144845962524,0.6529295444488525
16,1.2596541637321934e-05,118,0.7366902828216553,6.365054287016392e-05,0.20000000298023224,0.6648719310760498,0.6648593544960022,0.6648719310760498,,
17,,125,,,,,,,0.7487903237342834,0.6495617628097534
17,1.366191736451583e-05,125,0.7383602857589722,6.683008541585878e-05,0.20000000298023224,0.6619693636894226,0.6619560122489929,0.6619693636894226,,
18,,132,,,,,,,0.7552419304847717,0.646019458770752
18,1.4782214748265687e-05,132,0.736437201499939,6.17500627413392e-05,0.20000000298023224,0.6592689156532288,0.6592565178871155,0.6592689156532288,,
19,,139,,,,,,,0.7633064985275269,0.6429596543312073
19,1.5955825801938772e-05,139,0.741295576095581,6.936496356502175e-05,0.20000000298023224,0.6558229327201843,0.6558091044425964,0.6558229327201843,,
20,,146,,,,,,,0.7518145442008972,0.6408084630966187
20,1.7181064322357997e-05,146,0.7421305775642395,6.659471546299756e-05,0.20000000298023224,0.6521380543708801,0.65212482213974,0.6521380543708801,,
21,,153,,,,,,,0.7641128897666931,0.6404469013214111
21,1.845618498919066e-05,153,0.7387651801109314,7.023487705737352e-05,0.20000000298023224,0.6486815810203552,0.6486675143241882,0.6486815810203552,,
22,,160,,,,,,,0.7697580456733704,0.6350107192993164
22,1.9779357899096794e-05,160,0.7414979934692383,7.531996379839256e-05,0.20000000298023224,0.6447279453277588,0.6447128653526306,0.6447279453277588,,
23,,167,,,,,,,0.7669354677200317,0.6303712725639343
23,2.1148687665117905e-05,167,0.7410424947738647,7.395556167466566e-05,0.20000000298023224,0.6410602927207947,0.6410455107688904,0.6410602927207947,,
24,,174,,,,,,,0.7620967626571655,0.62717604637146
24,2.256220977869816e-05,174,0.7400556802749634,8.010387682588771e-05,0.20000000298023224,0.6371554732322693,0.6371394991874695,0.6371554732322693,,
25,,181,,,,,,,0.7661290168762207,0.6188035011291504
25,2.401790152362082e-05,181,0.7410931587219238,8.778514893492684e-05,0.20000000298023224,0.631985068321228,0.6319675445556641,0.631985068321228,,
26,,188,,,,,,,0.7637096643447876,0.6117705702781677
26,2.551367288106121e-05,188,0.7388917207717896,8.342800720129162e-05,0.20000000298023224,0.6285849809646606,0.6285682916641235,0.6285849809646606,,
27,,195,,,,,,,0.7608871459960938,0.6038687229156494
27,2.7047391995438375e-05,195,0.7411943674087524,9.357589442515746e-05,0.20000000298023224,0.6236023306846619,0.6235836148262024,0.6236023306846619,,
28,,202,,,,,,,0.7645161151885986,0.5981091856956482
28,2.8616854251595214e-05,202,0.7431743144989014,9.725285053718835e-05,0.20000000298023224,0.6197777390480042,0.6197582483291626,0.6197777390480042,,
29,,209,,,,,,,0.7661290168762207,0.593756377696991
29,3.0219811378628947e-05,209,0.7434463500976562,0.00011653712135739625,0.20000000298023224,0.6153499484062195,0.6153265833854675,0.6153499484062195,,
30,,216,,,,,,,0.766532301902771,0.593275249004364
30,3.1853971449891105e-05,216,0.7448633909225464,0.00012315562344156206,0.20000000298023224,0.6097132563591003,0.6096886396408081,0.6097132563591003,,
31,,223,,,,,,,0.7608871459960938,0.5960521697998047
31,3.351698615006171e-05,223,0.7420547008514404,0.00013024883810430765,0.20000000298023224,0.6064887046813965,0.6064626574516296,0.6064887046813965,,
32,,230,,,,,,,0.7616935968399048,0.5861347317695618
32,3.5206474422011524e-05,230,0.7443066835403442,0.00014276251022238284,0.20000000298023224,0.6016072034835815,0.6015786528587341,0.6016072034835815,,
33,,237,,,,,,,0.7528225779533386,0.5834159851074219
33,3.692002792377025e-05,237,0.747773289680481,0.00016630979371257126,0.20000000298023224,0.5952175259590149,0.5951842069625854,0.5952175259590149,,
34,,244,,,,,,,0.7604838609695435,0.5689474940299988
34,3.865517646772787e-05,244,0.7501771450042725,0.00016577979840803891,0.20000000298023224,0.5922743678092957,0.5922411680221558,0.5922743678092957,,
35,,251,,,,,,,0.7524193525314331,0.5780373811721802
35,4.0409446228295565e-05,251,0.751290500164032,0.00018273547175340354,0.20000000298023224,0.5864014029502869,0.5863648056983948,0.5864014029502869,,
36,,258,,,,,,,0.7588709592819214,0.5732071995735168
36,4.2180319724138826e-05,258,0.756325900554657,0.00020132296776864678,0.20000000298023224,0.5833624601364136,0.5833222270011902,0.5833624601364136,,
37,,265,,,,,,,0.7560484409332275,0.5659146904945374
37,4.396525037009269e-05,265,0.7616902589797974,0.0002452183107379824,0.20000000298023224,0.5758789777755737,0.5758299231529236,0.5758789777755737,,
38,,272,,,,,,,0.7548387050628662,0.5642407536506653
38,4.5761698856949806e-05,272,0.764220654964447,0.00024684707750566304,0.20000000298023224,0.572893500328064,0.5728441476821899,0.572893500328064,,
39,,279,,,,,,,0.7560483813285828,0.5717673897743225
39,4.756708221975714e-05,279,0.7620950937271118,0.00027054979000240564,0.20000000298023224,0.5705034136772156,0.5704493522644043,0.5705034136772156,,
