epoch,learning_rate,step,training_auroc,training_loss,validation_auroc,validation_loss
0,,6,,,0.5114918947219849,0.6840755343437195
0,4.0030536183621734e-06,6,0.5270496010780334,0.7034712433815002,,
1,,13,,,0.51955646276474,0.6848687529563904
1,4.063194410264259e-06,13,0.5619432926177979,0.6936212182044983,,
2,,20,,,0.5227822661399841,0.6847187280654907
2,4.2312722143833525e-06,20,0.57039475440979,0.6876921653747559,,
3,,27,,,0.5302419662475586,0.6835631728172302
3,4.506909135670867e-06,27,0.5890688300132751,0.6805461645126343,,
4,,34,,,0.5370967388153076,0.6850257515907288
4,4.889483989245491e-06,34,0.5515434741973877,0.6928490400314331,,
5,,41,,,0.5330645442008972,0.6878692507743835
5,5.3781350288772956e-06,41,0.5421052575111389,0.6948844790458679,,
6,,48,,,0.5372984409332275,0.6869174838066101
6,5.971763130219188e-06,48,0.5393977165222168,0.6984063982963562,,
7,,55,,,0.5475807189941406,0.6853863000869751
7,6.66903088131221e-06,55,0.5847165584564209,0.6834372878074646,,
8,,62,,,0.5570564270019531,0.6810413599014282
8,7.468368494301103e-06,62,0.5753289461135864,0.6869403123855591,,
9,,69,,,0.5618951320648193,0.6785934567451477
9,8.367976079171058e-06,69,0.5518472194671631,0.6966146230697632,,
10,,76,,,0.5697580575942993,0.6752512454986572
10,9.365828191221226e-06,76,0.6353365182876587,0.6655325889587402,,
11,,83,,,0.5774193406105042,0.673264741897583
11,1.0459676559548825e-05,83,0.5645496249198914,0.6894158124923706,,
12,,90,,,0.59375,0.6706152558326721
12,1.1647061910480261e-05,90,0.633704423904419,0.6689428091049194,,
13,,97,,,0.6008064150810242,0.6697469353675842
13,1.2925307601108216e-05,97,0.5811994075775146,0.6825461983680725,,
14,,104,,,0.6098790168762207,0.6663944721221924
14,1.4291535080701578e-05,104,0.6751012802124023,0.6528183221817017,,
15,,111,,,0.62116938829422,0.6588494777679443
15,1.5742669347673655e-05,111,0.6488866806030273,0.6614418625831604,,
16,,118,,,0.6219757795333862,0.6564984321594238
16,1.7275442587560974e-05,118,0.5906376838684082,0.6804805994033813,,
17,,125,,,0.6366935968399048,0.651401162147522
17,1.8886405086959712e-05,125,0.6386640071868896,0.6644887924194336,,
18,,132,,,0.6469758749008179,0.6535331010818481
18,2.0571924324030988e-05,132,0.6981781721115112,0.6398945450782776,,
19,,139,,,0.6572580337524414,0.6534541845321655
19,2.2328211343847215e-05,139,0.6425101161003113,0.6610772609710693,,
20,,146,,,0.6574596166610718,0.6497700214385986
20,2.4151308025466278e-05,146,0.6540992259979248,0.6549239754676819,,
21,,153,,,0.6522177457809448,0.6426482200622559
21,2.603711254778318e-05,153,0.7210526466369629,0.6231992244720459,,
22,,160,,,0.6532257795333862,0.6302081346511841
22,2.7981373932561837e-05,160,0.7010374665260315,0.6301915049552917,,
23,,167,,,0.6665322780609131,0.6311877965927124
23,2.9979719329276122e-05,167,0.7139170169830322,0.623753011226654,,
24,,174,,,0.7044354677200317,0.6338661313056946
24,3.2027644920162857e-05,174,0.6815283298492432,0.6395807266235352,,
25,,181,,,0.7127015590667725,0.6327844262123108
25,3.412054866203107e-05,181,0.6983805894851685,0.6286824941635132,,
26,,188,,,0.7199597358703613,0.6185774207115173
26,3.625369936344214e-05,188,0.7283400893211365,0.609153151512146,,
27,,195,,,0.678830623626709,0.6127845048904419
27,3.842230944428593e-05,195,0.7212297916412354,0.6115330457687378,,
28,,202,,,0.6764112710952759,0.6126996278762817
28,4.0621500374982134e-05,202,0.7297823429107666,0.607576847076416,,
29,,209,,,0.6701613068580627,0.6263195276260376
29,4.2846299038501456e-05,209,0.7126771211624146,0.6131517291069031,,
30,,216,,,0.6614919304847717,0.622064471244812
30,4.509171412792057e-05,216,0.7703946828842163,0.5836501121520996,,
31,,223,,,0.6580644845962524,0.6105459928512573
31,4.735268157674e-05,223,0.7491649389266968,0.5929949879646301,,
