epoch,learning_rate,step,training_auroc,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,9,,,,,0.48235976696014404,0.6941078305244446
0,4.000838089268655e-06,9,0.4916617274284363,0.6962804198265076,0.6962804198265076,0.6962804198265076,,
1,,19,,,,,0.4995180368423462,0.6930047273635864
1,4.028756848128978e-06,19,0.511459231376648,0.6935569047927856,0.6935569047927856,0.6935569047927856,,
2,,29,,,,,0.5139772891998291,0.6917853951454163
2,4.109131168661406e-06,29,0.5089219808578491,0.6935661435127258,0.6935661435127258,0.6935661435127258,,
3,,39,,,,,0.5280508995056152,0.6906252503395081
3,4.241873739374569e-06,39,0.539535403251648,0.691207766532898,0.691207766532898,0.691207766532898,,
4,,49,,,,,0.5436668395996094,0.6893215179443359
4,4.4268399506108835e-06,49,0.5399850606918335,0.6910471320152283,0.6910471320152283,0.6910471320152283,,
5,,59,,,,,0.5552341938018799,0.6885871291160583
5,4.663825166062452e-06,59,0.5559053421020508,0.6899872422218323,0.6899872422218323,0.6899872422218323,,
6,,69,,,,,0.5671871900558472,0.6875923275947571
6,4.952572908223374e-06,69,0.5922095775604248,0.6870485544204712,0.6870485544204712,0.6870485544204712,,
7,,79,,,,,0.5934065580368042,0.6868688464164734
7,5.2927657634427305e-06,79,0.6008576154708862,0.6867263913154602,0.6867263913154602,0.6867263913154602,,
8,,89,,,,,0.6107577085494995,0.6859566569328308
8,5.684032657882199e-06,89,0.5965455770492554,0.6864690184593201,0.6864690184593201,0.6864690184593201,,
9,,99,,,,,0.6273375749588013,0.6848233938217163
9,6.125945674284594e-06,99,0.6066944599151611,0.6858689188957214,0.6858689188957214,0.6858689188957214,,
10,,109,,,,,0.6356275081634521,0.6845270991325378
10,6.618019597226521e-06,109,0.6313400864601135,0.683448314666748,0.683448314666748,0.683448314666748,,
11,,119,,,,,0.6437246799468994,0.6831196546554565
11,7.159720098570688e-06,119,0.64476478099823,0.6823537945747375,0.6823537945747375,0.6823537945747375,,
12,,129,,,,,0.6417968273162842,0.6823664307594299
12,7.750452823529486e-06,129,0.6429898738861084,0.6820428371429443,0.6820428371429443,0.6820428371429443,,
13,,139,,,,,0.6491228342056274,0.6799741983413696
13,8.38956930238055e-06,139,0.6408933401107788,0.6808034181594849,0.6808034181594849,0.6808034181594849,,
14,,149,,,,,0.6543281078338623,0.6777216792106628
14,9.076376045413781e-06,149,0.6636450290679932,0.6774359941482544,0.6774359941482544,0.6774359941482544,,
15,,159,,,,,0.6531714200973511,0.6758180856704712
15,9.810117262532003e-06,159,0.6370100975036621,0.678945004940033,0.678945004940033,0.678945004940033,,
16,,169,,,,,0.6566416025161743,0.6739749908447266
16,1.0589992598397657e-05,169,0.6593567132949829,0.6745176315307617,0.6745176315307617,0.6745176315307617,,
17,,179,,,,,0.6595335006713867,0.6712137460708618
17,1.1415149856475182e-05,179,0.6571173667907715,0.6740803718566895,0.6740803718566895,0.6740803718566895,,
18,,189,,,,,0.664546012878418,0.6688846945762634
18,1.228468772751512e-05,189,0.661608099937439,0.6720828413963318,0.6720828413963318,0.6720828413963318,,
19,,199,,,,,0.6685945987701416,0.6681600213050842
19,1.3197650332585908e-05,199,0.6626682281494141,0.6701411604881287,0.6701411604881287,0.6701411604881287,,
20,,209,,,,,0.669173002243042,0.666720986366272
20,1.4153044503473211e-05,209,0.6590351462364197,0.6706720590591431,0.6706720590591431,0.6706720590591431,,
21,,219,,,,,0.6701369285583496,0.6640846133232117
21,1.5149822502280585e-05,219,0.6690173149108887,0.6671911478042603,0.6671911478042603,0.6671911478042603,,
22,,229,,,,,0.6747637987136841,0.6637516617774963
22,1.6186897482839413e-05,229,0.6719356775283813,0.665337860584259,0.665337860584259,0.665337860584259,,
23,,239,,,,,0.6805475354194641,0.6617926955223083
23,1.726313348626718e-05,239,0.6769028902053833,0.6627048254013062,0.6627048254013062,0.6627048254013062,,
24,,249,,,,,0.6836321353912354,0.6584417819976807
24,1.837735362641979e-05,249,0.6822632551193237,0.6603645086288452,0.6603645086288452,0.6603645086288452,,
25,,259,,,,,0.6855601072311401,0.657068133354187
25,1.9528337361407466e-05,259,0.6845264434814453,0.6584289073944092,0.6584289073944092,0.6584289073944092,,
26,,269,,,,,0.6886446475982666,0.6536433100700378
26,2.071482958854176e-05,269,0.6904823780059814,0.6563634276390076,0.6563634276390076,0.6563634276390076,,
27,,279,,,,,0.691536545753479,0.6517561674118042
27,2.193553518736735e-05,279,0.7003334760665894,0.6531579494476318,0.6531579494476318,0.6531579494476318,,
28,,289,,,,,0.6950067281723022,0.6486166715621948
28,2.3189111743704416e-05,289,0.7105658054351807,0.6489554643630981,0.6489554643630981,0.6489554643630981,,
29,,299,,,,,0.7017544507980347,0.6408690810203552
29,2.44741950155003e-05,299,0.7045860290527344,0.6489664316177368,0.6489664316177368,0.6489664316177368,,
30,,309,,,,,0.7046462297439575,0.6360222697257996
30,2.5789371647988446e-05,309,0.7150565385818481,0.6461149454116821,0.6461149454116821,0.6461149454116821,,
31,,319,,,,,0.7046462297439575,0.6418635249137878
31,2.713321737246588e-05,319,0.7275164127349854,0.6396857500076294,0.6396857500076294,0.6396857500076294,,
