epoch,learning_rate,step,training_auroc,training_loss,validation_auroc,validation_loss
0,,6,,,0.5233606696128845,0.7066324949264526
0,4.003178673883667e-06,6,0.5016129016876221,0.7061460614204407,,
1,,13,,,0.5625,0.6893635392189026
1,4.06356912208139e-06,13,0.5350806713104248,0.6925435066223145,,
2,,20,,,0.5438524484634399,0.6699134111404419
2,4.231895673001418e-06,20,0.6097403764724731,0.6786213517189026,,
3,,27,,,0.5946721434593201,0.6601895689964294
3,4.507779976847814e-06,27,0.6103830337524414,0.679558277130127,,
4,,34,,,0.6233606338500977,0.6483897566795349
4,4.890600393991917e-06,34,0.6651461124420166,0.6669164299964905,,
5,,41,,,0.6356557607650757,0.6457552909851074
5,5.379494268709095e-06,41,0.6796875,0.658079206943512,,
6,,48,,,0.6610655784606934,0.6418319344520569
6,5.973362021904904e-06,48,0.7019153833389282,0.6488377451896667,,
7,,55,,,0.666803240776062,0.6402679085731506
7,6.670866696367739e-06,55,0.7156753540039062,0.6364519000053406,,
8,,62,,,0.6690573692321777,0.6274479031562805
8,7.470435775758233e-06,62,0.7153730392456055,0.6284546852111816,,
9,,69,,,0.6920081377029419,0.6115956902503967
9,8.370270734303631e-06,69,0.7392388582229614,0.6115503907203674,,
10,,76,,,0.6901639699935913,0.5951526165008545
10,9.368345672555733e-06,76,0.7497479915618896,0.6016769409179688,,
11,,83,,,0.7301229238510132,0.5818120837211609
11,1.0462411410117056e-05,83,0.7554939985275269,0.5887637138366699,,
12,,90,,,0.7186474800109863,0.578942060470581
12,1.1650006854324602e-05,90,0.7471522092819214,0.5831448435783386,,
13,,97,,,0.7182376980781555,0.5732602477073669
13,1.2928455362271052e-05,97,0.7526462078094482,0.5740267038345337,,
14,,104,,,0.7202869057655334,0.5676292181015015
14,1.42948802022147e-05,104,0.7651714086532593,0.5643936395645142,,
15,,111,,,0.7204917669296265,0.5603629350662231
15,1.5746203644084744e-05,111,0.7732106447219849,0.5558736324310303,,
16,,118,,,0.7184426784515381,0.563303530216217
16,1.7279158782912418e-05,118,0.7691532373428345,0.5530623197555542,,
17,,125,,,0.7352458834648132,0.5484707355499268
17,1.889029226731509e-05,125,0.7652974128723145,0.5490486025810242,,
18,,132,,,0.7397540807723999,0.5459830164909363
18,2.0575977032422088e-05,132,0.7836693525314331,0.5409808158874512,,
19,,139,,,0.7350410223007202,0.5553564429283142
19,2.2332418666337617e-05,139,0.76953125,0.5460084080696106,,
20,,146,,,0.7424180507659912,0.5420008897781372
20,2.4155660867108963e-05,146,0.786113977432251,0.5311790704727173,,
21,,153,,,0.7301229238510132,0.5456433296203613
21,2.604159999464173e-05,153,0.7961945533752441,0.5247215628623962,,
22,,160,,,0.7418032884597778,0.5414119958877563
22,2.7985990527668037e-05,160,0.8014364838600159,0.5226418375968933,,
23,,167,,,0.7372950911521912,0.5309036374092102
23,2.9984450520714745e-05,167,0.8081400990486145,0.5216175317764282,,
24,,174,,,0.7680327892303467,0.5519990921020508
24,3.203247979399748e-05,174,0.818649172782898,0.5082801580429077,,
25,,181,,,0.7340164184570312,0.5325026512145996
25,3.412547448533587e-05,181,0.8149949312210083,0.5068321824073792,,
26,,188,,,0.7553278803825378,0.5551332831382751
26,3.62587088602595e-05,188,0.84375,0.48597919940948486,,
27,,195,,,0.7532787322998047,0.5332356691360474
27,3.8427391700679436e-05,195,0.8377519845962524,0.4870571196079254,,
28,,202,,,0.7286885380744934,0.5476936101913452
28,4.062663720105775e-05,202,0.8444304466247559,0.4876756966114044,,
29,,209,,,0.7477458715438843,0.5254990458488464
29,4.285148315830156e-05,209,0.8596774339675903,0.4667327404022217,,
30,,216,,,0.7528688311576843,0.6083531379699707
30,4.509693826548755e-05,216,0.8449344635009766,0.4748774468898773,,
31,,223,,,0.751024603843689,0.5328454971313477
31,4.735793481813744e-05,223,0.8543598651885986,0.46063682436943054,,
