epoch,learning_rate,step,training_loss,validation_auroc,validation_loss
0,,6,,0.5141128897666931,0.34479138255119324
0,4.0030536183621734e-06,6,0.3774830102920532,,
1,,13,,0.5120967626571655,0.33020126819610596
1,4.063194410264259e-06,13,0.3465096950531006,,
2,,20,,0.5487903356552124,0.3404337465763092
2,4.2312722143833525e-06,20,0.3315906226634979,,
3,,27,,0.58588707447052,0.3486534059047699
3,4.506909135670867e-06,27,0.33785584568977356,,
4,,34,,0.6189516186714172,0.344534307718277
4,4.889483989245491e-06,34,0.32849329710006714,,
5,,41,,0.6459677219390869,0.3316803276538849
5,5.3781350288772956e-06,41,0.3354453146457672,,
6,,48,,0.6568548679351807,0.31996163725852966
6,5.971763130219188e-06,48,0.31854352355003357,,
7,,55,,0.6645160913467407,0.31424498558044434
7,6.66903088131221e-06,55,0.3210985064506531,,
8,,62,,0.6705645322799683,0.3115687966346741
8,7.468368494301103e-06,62,0.31446781754493713,,
9,,69,,0.6741935014724731,0.30991682410240173
9,8.367976079171058e-06,69,0.3150859773159027,,
10,,76,,0.6814515590667725,0.31206583976745605
10,9.365828191221226e-06,76,0.31226250529289246,,
11,,83,,0.686693549156189,0.3104267120361328
11,1.0459676559548825e-05,83,0.3014739453792572,,
12,,90,,0.6895161867141724,0.30250757932662964
12,1.1647061910480261e-05,90,0.3019576966762543,,
13,,97,,0.6947580575942993,0.2965063452720642
13,1.2925307601108216e-05,97,0.30109938979148865,,
14,,104,,0.7036290168762207,0.29967498779296875
14,1.4291535080701578e-05,104,0.29562273621559143,,
15,,111,,0.709274172782898,0.3070273697376251
15,1.5742669347673655e-05,111,0.2875376045703888,,
16,,118,,0.71088707447052,0.2891113758087158
16,1.7275442587560974e-05,118,0.28565290570259094,,
17,,125,,0.7137097120285034,0.2870413064956665
17,1.8886405086959712e-05,125,0.2858286201953888,,
18,,132,,0.7217742204666138,0.28839004039764404
18,2.0571924324030988e-05,132,0.27067652344703674,,
19,,139,,0.7270160913467407,0.2821432054042816
19,2.2328211343847215e-05,139,0.27564436197280884,,
20,,146,,0.7294354438781738,0.2834881544113159
20,2.4151308025466278e-05,146,0.27390313148498535,,
21,,153,,0.727419376373291,0.2891353964805603
21,2.603711254778318e-05,153,0.26068925857543945,,
22,,160,,0.728225827217102,0.2895392179489136
22,2.7981373932561837e-05,160,0.266835480928421,,
23,,167,,0.7354838848114014,0.29268237948417664
23,2.9979719329276122e-05,167,0.2594809830188751,,
24,,174,,0.7370967864990234,0.2980366051197052
24,3.2027644920162857e-05,174,0.25017938017845154,,
25,,181,,0.7366935014724731,0.2980371117591858
25,3.412054866203107e-05,181,0.2659863233566284,,
26,,188,,0.732661247253418,0.3043175935745239
26,3.625369936344214e-05,188,0.24663613736629486,,
27,,195,,0.7326613068580627,0.3024377226829529
27,3.842230944428593e-05,195,0.2508583068847656,,
28,,202,,0.7403225898742676,0.3078136146068573
28,4.0621500374982134e-05,202,0.24062798917293549,,
29,,209,,0.7415323257446289,0.31242629885673523
29,4.2846299038501456e-05,209,0.24574100971221924,,
30,,216,,0.7467741966247559,0.30252304673194885
30,4.509171412792057e-05,216,0.23991413414478302,,
31,,223,,0.7528225183486938,0.30701881647109985
31,4.735268157674e-05,223,0.22993658483028412,,
