epoch,learning_rate,step,training_auroc,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,9,,,,,0.5181887149810791,0.7106720209121704
0,4.000795797765022e-06,9,0.5291858911514282,0.6960285305976868,0.6960285305976868,0.6960285305976868,,
1,,19,,,,,0.5223569869995117,0.7049039602279663
1,4.028628154628677e-06,19,0.546964168548584,0.6923941373825073,0.6923941373825073,0.6923941373825073,,
2,,29,,,,,0.5323986411094666,0.6988709568977356
2,4.10891743740649e-06,29,0.5587844848632812,0.6898056268692017,0.6898056268692017,0.6898056268692017,,
3,,39,,,,,0.5363774299621582,0.6953825354576111
3,4.241574970365036e-06,39,0.5709158182144165,0.6874216198921204,0.6874216198921204,0.6874216198921204,,
4,,49,,,,,0.5452823638916016,0.6917308568954468
4,4.426456598594086e-06,49,0.5807620882987976,0.6862139701843262,0.6862139701843262,0.6862139701843262,,
5,,59,,,,,0.5477453470230103,0.6897746324539185
5,4.663357685785741e-06,59,0.5922354459762573,0.6839583516120911,0.6839583516120911,0.6839583516120911,,
6,,69,,,,,0.5496400594711304,0.6875601410865784
6,4.9520212996867485e-06,69,0.6024525761604309,0.6822773218154907,0.6822773218154907,0.6822773218154907,,
7,,79,,,,,0.5538082122802734,0.6869415640830994
7,5.292130481393542e-06,79,0.6016271114349365,0.6820184588432312,0.6820184588432312,0.6820184588432312,,
8,,89,,,,,0.5551345348358154,0.6858219504356384
8,5.6833150665625e-06,89,0.6136387586593628,0.6797679662704468,0.6797679662704468,0.6797679662704468,,
9,,99,,,,,0.5566502809524536,0.6854531168937683
9,6.125146228441736e-06,99,0.6173236966133118,0.6787019371986389,0.6787019371986389,0.6787019371986389,,
10,,109,,,,,0.5557029247283936,0.6851107478141785
10,6.617139206355205e-06,109,0.6276605129241943,0.6760858297348022,0.6760858297348022,0.6760858297348022,,
11,,119,,,,,0.5636605024337769,0.6837292313575745
11,7.158759217418265e-06,119,0.631596565246582,0.6750403046607971,0.6750403046607971,0.6750403046607971,,
12,,129,,,,,0.5610079765319824,0.6824935674667358
12,7.74941327108536e-06,129,0.6385356187820435,0.6727713346481323,0.6727713346481323,0.6727713346481323,,
13,,139,,,,,0.564418375492096,0.6797476410865784
13,8.388453352381475e-06,139,0.6429144144058228,0.6712520718574524,0.6712520718574524,0.6712520718574524,,
14,,149,,,,,0.5710496306419373,0.6791703701019287
14,9.075182788365055e-06,149,0.6487528085708618,0.6687265634536743,0.6687265634536743,0.6687265634536743,,
15,,159,,,,,0.5680181980133057,0.6804760098457336
15,9.80884851742303e-06,159,0.654304027557373,0.6665061712265015,0.6665061712265015,0.6665061712265015,,
16,,169,,,,,0.5807123780250549,0.6788563132286072
16,1.058865018421784e-05,169,0.6600706577301025,0.6642770171165466,0.6642770171165466,0.6642770171165466,,
17,,179,,,,,0.5845017433166504,0.6791974902153015
17,1.1413735592213925e-05,179,0.6627863645553589,0.6624266505241394,0.6624266505241394,0.6624266505241394,,
18,,189,,,,,0.5896172523498535,0.6788530945777893
18,1.2283202522667125e-05,189,0.6698091626167297,0.659574568271637,0.659574568271637,0.659574568271637,,
19,,199,,,,,0.5947328805923462,0.6767165064811707
19,1.3196094187151175e-05,199,0.6754800081253052,0.6568828821182251,0.6568828821182251,0.6568828821182251,,
20,,209,,,,,0.5960590839385986,0.6736708283424377
20,1.415142287441995e-05,209,0.6792964935302734,0.6549025774002075,0.6549025774002075,0.6549025774002075,,
21,,219,,,,,0.5994695425033569,0.673385739326477
21,1.5148134480114095e-05,219,0.685816764831543,0.6519598364830017,0.6519598364830017,0.6519598364830017,,
22,,229,,,,,0.5991853475570679,0.6713911890983582
22,1.61851457960438e-05,229,0.6929712295532227,0.6487070322036743,0.6487070322036743,0.6487070322036743,,
23,,239,,,,,0.6077113151550293,0.6667097210884094
23,1.7261319953831844e-05,239,0.7014416456222534,0.6457316875457764,0.6457316875457764,0.6457316875457764,,
24,,249,,,,,0.6055324077606201,0.6649690270423889
24,1.8375478248344734e-05,249,0.7087515592575073,0.6425273418426514,0.6425273418426514,0.6425273418426514,,
25,,259,,,,,0.6100795269012451,0.6662864685058594
25,1.95264055946609e-05,259,0.7154632806777954,0.6391754150390625,0.6391754150390625,0.6391754150390625,,
26,,269,,,,,0.6109322309494019,0.6690055131912231
26,2.071284325211309e-05,269,0.7170066833496094,0.6361894011497498,0.6361894011497498,0.6361894011497498,,
27,,279,,,,,0.6122584342956543,0.667195737361908
27,2.193349428125657e-05,279,0.7188012599945068,0.6339064240455627,0.6339064240455627,0.6339064240455627,,
28,,289,,,,,0.6146267652511597,0.6631560325622559
28,2.3187018086900935e-05,289,0.7209546566009521,0.6296030282974243,0.6296030282974243,0.6296030282974243,,
29,,299,,,,,0.6164266467094421,0.6588623523712158
29,2.447205042699352e-05,299,0.7254531383514404,0.6275532841682434,0.6275532841682434,0.6275532841682434,,
30,,309,,,,,0.6142477989196777,0.6625791788101196
30,2.578718340373598e-05,309,0.7299635410308838,0.6239051818847656,0.6239051818847656,0.6239051818847656,,
31,,319,,,,,0.6205002069473267,0.6572175621986389
31,2.7130985472467728e-05,319,0.7335526943206787,0.6207533478736877,0.6207533478736877,0.6207533478736877,,
