epoch,learning_rate,step,training_auroc,training_domain_balanced_blend,training_domain_balanced_loss,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
13,,139,,,,,,,0.530125081539154,0.6947146654129028
13,6.8126159931125585e-06,139,0.6014117002487183,1.0,0.686041533946991,0.686041533946991,0.686041533946991,0.686041533946991,,
14,,149,,,,,,,0.5315460562705994,0.6943700909614563
14,7.255674518091837e-06,149,0.6140456199645996,1.0,0.6869838833808899,0.6869838833808899,0.6869838833808899,0.6869838833808899,,
15,,159,,,,,,,0.5309776067733765,0.6944223642349243
15,7.729918252152856e-06,159,0.6365854740142822,1.0,0.683082103729248,0.683082103729248,0.683082103729248,0.683082103729248,,
16,,169,,,,,,,0.534198522567749,0.6931412816047668
16,8.235014320234768e-06,169,0.6533588171005249,1.0,0.6811413168907166,0.6811413168907166,0.6811413168907166,0.6811413168907166,,
17,,179,,,,,,,0.5383667945861816,0.6918091773986816
17,8.770610293140635e-06,179,0.6585751175880432,1.0,0.6775932312011719,0.6775932312011719,0.6775932312011719,0.6775932312011719,,
18,,189,,,,,,,0.5481243133544922,0.6898009777069092
18,9.336334187537432e-06,189,0.6487288475036621,1.0,0.6812089681625366,0.6812089681625366,0.6812089681625366,0.6812089681625366,,
19,,199,,,,,,,0.5511557459831238,0.6883459687232971
19,9.931789463735186e-06,199,0.6608482599258423,1.0,0.6775763034820557,0.6775763034820557,0.6775763034820557,0.6775763034820557,,
20,,209,,,,,,,0.5564607381820679,0.6858960390090942
20,1.0556563211139292e-05,209,0.6691511869430542,1.0,0.6774320006370544,0.6774320006370544,0.6774320006370544,0.6774320006370544,,
21,,219,,,,,,,0.5696286559104919,0.683647871017456
21,1.1210221600777004e-05,219,0.6833522915840149,1.0,0.6758238673210144,0.6758238673210144,0.6758238673210144,0.6758238673210144,,
22,,229,,,,,,,0.5824176073074341,0.6836360692977905
22,1.1892304428329226e-05,229,0.6812466382980347,1.0,0.6763054132461548,0.6763054132461548,0.6763054132461548,0.6763054132461548,,
23,,239,,,,,,,0.5813754796981812,0.6817790269851685
23,1.2602339666045737e-05,239,0.691487729549408,1.0,0.673354983329773,0.673354983329773,0.673354983329773,0.673354983329773,,
24,,249,,,,,,,0.5893330574035645,0.6805285811424255
24,1.333983163931407e-05,249,0.7171741127967834,1.0,0.6706184148788452,0.6706184148788452,0.6706184148788452,0.6706184148788452,,
25,,259,,,,,,,0.6005115509033203,0.6802217364311218
25,1.4104270121606532e-05,259,0.7184901237487793,1.0,0.668648898601532,0.668648898601532,0.668648898601532,0.668648898601532,,
26,,269,,,,,,,0.6077112555503845,0.6790350079536438
26,1.4895115782564972e-05,269,0.7160614728927612,1.0,0.6679014563560486,0.6679014563560486,0.6679014563560486,0.6679014563560486,,
27,,279,,,,,,,0.6141530871391296,0.6745270490646362
27,1.5711817468400113e-05,279,0.7357420921325684,1.0,0.6630488634109497,0.6630488634109497,0.6630488634109497,0.6630488634109497,,
28,,289,,,,,,,0.610837459564209,0.6711569428443909
28,1.6553813111386262e-05,289,0.7264820337295532,1.0,0.6642234325408936,0.6642234325408936,0.6642234325408936,0.6642234325408936,,
29,,299,,,,,,,0.6178476810455322,0.6704554557800293
29,1.7420510630472563e-05,299,0.7288269996643066,1.0,0.6631978154182434,0.6631978154182434,0.6631978154182434,0.6631978154182434,,
30,,309,,,,,,,0.617658257484436,0.6716630458831787
30,1.831130612117704e-05,309,0.7391726970672607,1.0,0.6589009165763855,0.6589009165763855,0.6589009165763855,0.6589009165763855,,
31,,319,,,,,,,0.6234368681907654,0.6708194613456726
31,1.9225581127102487e-05,319,0.7285099029541016,1.0,0.6586156487464905,0.6586156487464905,0.6586156487464905,0.6586156487464905,,
32,,329,,,,,,,0.6370784044265747,0.6697108745574951
32,2.0162699001957662e-05,329,0.7405276298522949,1.0,0.6551501154899597,0.6551501154899597,0.6551501154899597,0.6551501154899597,,
33,,339,,,,,,,0.6250473260879517,0.6683722138404846
33,2.112200490955729e-05,339,0.7483519911766052,1.0,0.6502852439880371,0.6502852439880371,0.6502852439880371,0.6502852439880371,,
34,,349,,,,,,,0.6291208863258362,0.6618728041648865
34,2.2102824004832655e-05,349,0.7463181018829346,1.0,0.6497546434402466,0.6497546434402466,0.6497546434402466,0.6497546434402466,,
35,,359,,,,,,,0.638688862323761,0.6573383808135986
35,2.310448144271504e-05,359,0.7438894510269165,1.0,0.6487213969230652,0.6487213969230652,0.6487213969230652,0.6487213969230652,,
36,,369,,,,,,,0.6442781686782837,0.6561430096626282
36,2.4126278731273487e-05,369,0.7450739145278931,1.0,0.6462756395339966,0.6462756395339966,0.6462756395339966,0.6462756395339966,,
37,,379,,,,,,,0.6438992023468018,0.6600956320762634
37,2.516750646464061e-05,379,0.7545014023780823,1.0,0.6406763792037964,0.6406763792037964,0.6406763792037964,0.6406763792037964,,
38,,389,,,,,,,0.6384047269821167,0.6610685586929321
38,2.6227422495139763e-05,389,0.7539151906967163,1.0,0.6394007205963135,0.6394007205963135,0.6394007205963135,0.6394007205963135,,
39,,399,,,,,,,0.6450360417366028,0.6592298150062561
39,2.7305308321956545e-05,399,0.7591195106506348,1.0,0.636475682258606,0.636475682258606,0.636475682258606,0.636475682258606,,
