epoch,learning_rate,step,training_auroc,training_domain_balanced_blend,training_domain_balanced_loss,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,9,,,,,,,0.43406593799591064,0.7028839588165283
0,4.000507033197209e-06,9,0.4621283710002899,1.0,0.6958898305892944,0.6958898305892944,0.6958898305892944,0.6958898305892944,,
1,,19,,,,,,,0.4395604133605957,0.7029069662094116
1,4.0182458178605884e-06,19,0.5025542974472046,1.0,0.6929342746734619,0.6929342746734619,0.6929342746734619,0.6929342746734619,,
2,,29,,,,,,,0.4562334418296814,0.7012864351272583
2,4.069424903718755e-06,29,0.4999222159385681,1.0,0.695068359375,0.695068359375,0.695068359375,0.695068359375,,
3,,39,,,,,,,0.4584122896194458,0.7008150815963745
3,4.154007001488935e-06,39,0.4949333071708679,1.0,0.694514274597168,0.694514274597168,0.694514274597168,0.694514274597168,,
4,,49,,,,,,,0.4601174592971802,0.7002047300338745
4,4.271933448762866e-06,49,0.5433750152587891,1.0,0.6906706690788269,0.6906706690788269,0.6906706690788269,0.6906706690788269,,
5,,59,,,,,,,0.46741190552711487,0.6994532346725464
5,4.4231233005120885e-06,59,0.5379074811935425,1.0,0.6910611987113953,0.6910611987113953,0.6910611987113953,0.6910611987113953,,
6,,69,,,,,,,0.47338005900382996,0.6992685198783875
6,4.607469236361794e-06,69,0.5586528778076172,1.0,0.6918066143989563,0.6918066143989563,0.6918066143989563,0.6918066143989563,,
7,,79,,,,,,,0.4859795570373535,0.6980211138725281
7,4.8248443818010855e-06,79,0.5583059191703796,1.0,0.69005286693573,0.69005286693573,0.69005286693573,0.69005286693573,,
8,,89,,,,,,,0.48938989639282227,0.6974501609802246
8,5.075095941720065e-06,89,0.5759885311126709,1.0,0.6895503401756287,0.6895503401756287,0.6895503401756287,0.6895503401756287,,
9,,99,,,,,,,0.4991474151611328,0.6969575881958008
9,5.358051566872746e-06,99,0.5871508121490479,1.0,0.6884178519248962,0.6884178519248962,0.6884178519248962,0.6884178519248962,,
10,,109,,,,,,,0.5070102214813232,0.6956734657287598
10,5.673512532666791e-06,109,0.6039001941680908,1.0,0.6872743368148804,0.6872743368148804,0.6872743368148804,0.6872743368148804,,
11,,119,,,,,,,0.5202728509902954,0.6958228349685669
11,6.0212573771423195e-06,119,0.5962672829627991,1.0,0.6865335702896118,0.6865335702896118,0.6865335702896118,0.6865335702896118,,
12,,129,,,,,,,0.5258620977401733,0.6948177218437195
12,6.401047357940115e-06,129,0.6175270676612854,1.0,0.6862819194793701,0.6862819194793701,0.6862819194793701,0.6862819194793701,,
