epoch,learning_rate,step,training_auroc,training_distillation_loss,training_distillation_weight,training_domain_acc,training_domain_loss,training_domain_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
21,,153,,,,,,,,,,0.686475396156311,0.6394972801208496
21,1.8459239072399214e-05,153,0.724319577217102,0.02014198526740074,0.20000001788139343,0.02090442180633545,0.8286851048469543,0.5,1.4741904735565186,0.6414768695831299,1.4741904735565186,,
22,,160,,,,,,,,,,0.6920081973075867,0.6395187377929688
22,1.9782519302680157e-05,160,0.7311744093894958,0.014824147336184978,0.20000001788139343,0.02108161337673664,0.8341807126998901,0.5,1.47515070438385,0.638005256652832,1.47515070438385,,
23,,167,,,,,,,,,,0.6963114142417908,0.6357791423797607
23,2.1151950932107866e-05,167,0.7278729677200317,0.010695750825107098,0.20000001788139343,0.014974323101341724,0.837565541267395,0.5,1.4748001098632812,0.6350952386856079,1.4748001098632812,,
24,,174,,,,,,,,,,0.6877049207687378,0.6338841915130615
24,2.256556945212651e-05,174,0.7305443286895752,0.007683360017836094,0.20000001788139343,0.008558271452784538,0.8408483862876892,0.5,1.4747092723846436,0.6323242783546448,1.4747092723846436,,
25,,181,,,,,,,,,,0.6909836530685425,0.6306756734848022
25,2.402135396550875e-05,181,0.7305443286895752,0.0054309978149831295,0.20000001788139343,0.014128681272268295,0.8361073732376099,0.5,1.4669921398162842,0.6297982931137085,1.4669921398162842,,
26,,188,,,,,,,,,,0.6911885142326355,0.6300358772277832
26,2.551721627241932e-05,188,0.7340221405029297,0.00438869372010231,0.20000001788139343,0.023598378524184227,0.8323205709457397,0.5,1.4592478275299072,0.6260495781898499,1.4592478275299072,,
27,,195,,,,,,,,,,0.6893442869186401,0.6263529658317566
27,2.705101724131964e-05,195,0.7359879016876221,0.0037258886732161045,0.20000001788139343,0.028743315488100052,0.8236297965049744,0.5,1.447392225265503,0.6230172514915466,1.447392225265503,,
28,,202,,,,,,,,,,0.6793032884597778,0.6234784126281738
28,2.862055589503143e-05,202,0.7375755906105042,0.0033537307754158974,0.20000001788139343,0.06872400641441345,0.8054212927818298,0.5,1.426737904548645,0.6206458210945129,1.426737904548645,,
29,,209,,,,,,,,,,0.6665983200073242,0.6201953887939453
29,3.0223585781641304e-05,209,0.739188551902771,0.0028820952866226435,0.20000001788139343,0.11850330978631973,0.7890498638153076,0.5,1.4075063467025757,0.61788010597229,1.4075063467025757,,
30,,216,,,,,,,,,,0.6690573692321777,0.6237642168998718
30,3.1857813155511394e-05,216,0.7418346405029297,0.003230042988434434,0.20000001788139343,0.2735283374786377,0.7625875473022461,0.5,1.3782308101654053,0.6149973273277283,1.3782308101654053,,
31,,223,,,,,,,,,,0.6858606338500977,0.6265824437141418
31,3.352088970132172e-05,223,0.7428175210952759,0.0044725812040269375,0.20000001788139343,0.40600863099098206,0.7365215420722961,0.5,1.3493070602416992,0.6118911504745483,1.3493070602416992,,
32,,230,,,,,,,,,,0.6739754676818848,0.6212379932403564
32,3.521043618093245e-05,230,0.7436239719390869,0.004860370885580778,0.20000001788139343,0.5023162364959717,0.7079694271087646,0.5,1.318899154663086,0.6099576950073242,1.318899154663086,,
33,,237,,,,,,,,,,0.6569672226905823,0.6157839894294739
33,3.6924036976415664e-05,237,0.7460685968399048,0.004284602124243975,0.20000001788139343,0.553108811378479,0.6807754635810852,0.5,1.2887301445007324,0.6070976853370667,1.2887301445007324,,
34,,244,,,,,,,,,,0.6151639223098755,0.6103591322898865
34,3.865923281409778e-05,244,0.7463457584381104,0.003496119286864996,0.20000001788139343,0.6818214058876038,0.6517484188079834,0.5,1.2610762119293213,0.6086285710334778,1.2610762119293213,,
35,,251,,,,,,,,,,0.6428278684616089,0.612970769405365
35,4.041353895445354e-05,251,0.7533518075942993,0.00398387061432004,0.20000001788139343,0.8061030507087708,0.6251579523086548,0.5,1.2291271686553955,0.6031724214553833,1.2291271686553955,,
36,,258,,,,,,,,,,0.6649590134620667,0.6226170063018799
36,4.218444155412726e-05,258,0.75005042552948,0.0063697900623083115,0.20000001788139343,0.9277511835098267,0.5982378721237183,0.5,1.2006256580352783,0.6011139154434204,1.2006256580352783,,
37,,265,,,,,,,,,,0.6391393542289734,0.6175212860107422
37,4.396940494189039e-05,265,0.7494204044342041,0.00719063775613904,0.20000001788139343,0.9802807569503784,0.5734570026397705,0.5,1.1744357347488403,0.599540650844574,1.1744357347488403,,
38,,272,,,,,,,,,,0.6188524961471558,0.6066268086433411
38,4.576587161864154e-05,272,0.7505292296409607,0.004806931130588055,0.20000001788139343,0.9820378422737122,0.5590015649795532,0.5,1.157773733139038,0.597810685634613,1.157773733139038,,
39,,279,,,,,,,,,,0.6524590253829956,0.6123061180114746
39,4.757127317134291e-05,279,0.745236873626709,0.004670812748372555,0.20000001788139343,0.9914215803146362,0.5432910919189453,0.5,1.143113136291504,0.5988878607749939,1.143113136291504,,
