epoch,train_loss,val_loss,val_tile_auc,val_tile_f1,val_patient_auc,val_patient_f1,val_patient_acc,lr_head,lr_backbone
1,0.5114655297843194,0.6228779672360121,0.7392448093580163,0.7058823529411765,0.7724637681159421,0.7,0.6842105263157895,0.0003,2e-05
2,0.40404284516603234,0.8163860971869541,0.728645214136096,0.7188189377227219,0.7659420289855072,0.7608695652173914,0.7105263157894737,0.0003,2e-05
3,0.32794719375239784,0.8820217918235681,0.7325966655344204,0.7148803329864725,0.7833333333333333,0.7777777777777778,0.7368421052631579,0.0003,2e-05
4,0.25849028736112023,1.0363573808076552,0.7234663368999095,0.7094630050725905,0.7760869565217392,0.7555555555555555,0.7105263157894737,0.0003,2e-05
5,0.20526320080318022,1.2179805614729562,0.7292795374773551,0.7098732369219782,0.7782608695652175,0.7380952380952381,0.7105263157894737,0.00015,1e-05
6,0.1325483623887767,1.5449619584618643,0.7298073588937953,0.7182320441988951,0.7876811594202898,0.7555555555555555,0.7105263157894737,0.00015,1e-05
