epoch,learning_rate,step,training_auroc,training_domain_balanced_blend,training_domain_balanced_loss,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,9,,,,,,,0.5990939140319824,0.7122883200645447
0,4.0005338632909115e-06,9,0.519928514957428,0.5,0.6979758143424988,0.6979826092720032,0.6979826092720032,0.6979826092720032,,
1,,19,,,,,,,0.5819356441497803,0.7090082168579102
1,4.018327217636397e-06,19,0.5440619587898254,0.5,0.6956362128257751,0.6954672336578369,0.6954672336578369,0.6954672336578369,,
2,,29,,,,,,,0.5843454599380493,0.7064923048019409
2,4.069561327924021e-06,29,0.5238951444625854,0.5,0.6968072056770325,0.6967635750770569,0.6967635750770569,0.6967635750770569,,
3,,39,,,,,,,0.5911895632743835,0.7041746377944946
3,4.154197540628957e-06,39,0.519094705581665,0.5,0.6959502696990967,0.6957922577857971,0.6957922577857971,0.6957922577857971,,
4,,49,,,,,,,0.5921534299850464,0.7018589973449707
4,4.272178102837643e-06,49,0.5584157109260559,0.5,0.6926987171173096,0.6926707029342651,0.6926707029342651,0.6926707029342651,,
5,,59,,,,,,,0.600443422794342,0.6998281478881836
5,4.423422069521621e-06,59,0.533841609954834,0.5,0.6937630772590637,0.6936640739440918,0.6936640739440918,0.6936640739440918,,
6,,69,,,,,,,0.6140351295471191,0.6974956393241882
6,4.607821665558731e-06,69,0.560238242149353,0.5,0.6921215057373047,0.6915979981422424,0.6915979981422424,0.6915979981422424,,
7,,79,,,,,,,0.618083655834198,0.6951164603233337
7,4.825250925932778e-06,79,0.5517093539237976,0.5,0.6905662417411804,0.6907255053520203,0.6907255053520203,0.6907255053520203,,
8,,89,,,,,,,0.6078658103942871,0.6932538747787476
8,5.075555691291811e-06,89,0.5694044232368469,0.5,0.6894569396972656,0.6894465684890747,0.6894465684890747,0.6894465684890747,,
9,,99,,,,,,,0.6156737804412842,0.6910837292671204
9,5.358564067137195e-06,99,0.5835556983947754,0.5,0.6889224648475647,0.6886311769485474,0.6886311769485474,0.6886311769485474,,
10,,109,,,,,,,0.61846923828125,0.6887426376342773
10,5.674077783623943e-06,109,0.5949732065200806,0.5,0.6881253123283386,0.6873251795768738,0.6873251795768738,0.6873251795768738,,
11,,119,,,,,,,0.6254096627235413,0.6871381998062134
11,6.021874924044823e-06,119,0.6095414161682129,0.5,0.6864153146743774,0.6857821941375732,0.6857821941375732,0.6857821941375732,,
12,,129,,,,,,,0.6287835240364075,0.6851876378059387
12,6.401716291293269e-06,129,0.6158666014671326,0.5,0.6858209371566772,0.6848555207252502,0.6848555207252502,0.6848555207252502,,
13,,139,,,,,,,0.6394833326339722,0.6831309795379639
13,6.813335858169012e-06,139,0.6078022718429565,0.5,0.6856904029846191,0.6851266026496887,0.6851266026496887,0.6851266026496887,,
14,,149,,,,,,,0.6371698379516602,0.6819468140602112
14,7.256446224346291e-06,149,0.6185944080352783,0.5,0.684902548789978,0.6841447949409485,0.6841447949409485,0.6841447949409485,,
15,,159,,,,,,,0.6382302045822144,0.6801336407661438
15,7.730739525868557e-06,159,0.6284455060958862,0.5,0.6844533085823059,0.6832211017608643,0.6832211017608643,0.6832211017608643,,
16,,169,,,,,,,0.6480624675750732,0.6786328554153442
16,8.235885616159067e-06,169,0.6411793231964111,0.5,0.6828917860984802,0.6818621754646301,0.6818621754646301,0.6818621754646301,,
17,,179,,,,,,,0.6598226428031921,0.676757276058197
17,8.771530701778829e-06,179,0.6745443344116211,0.5,0.6773142218589783,0.6766658425331116,0.6766658425331116,0.6766658425331116,,
18,,189,,,,,,,0.6667630672454834,0.6753934621810913
18,9.33730279939482e-06,189,0.6640738248825073,0.5,0.6797526478767395,0.6783425807952881,0.6783425807952881,0.6783425807952881,,
19,,199,,,,,,,0.6685945987701416,0.6751044988632202
19,9.932806278811768e-06,199,0.6593805551528931,0.5,0.6800775527954102,0.6787481307983398,0.6787481307983398,0.6787481307983398,,
20,,209,,,,,,,0.6780412793159485,0.6740662455558777
20,1.0557627319940366e-05,209,0.6978112459182739,0.5,0.6755303144454956,0.6740625500679016,0.6740625500679016,0.6740625500679016,,
21,,219,,,,,,,0.6817042827606201,0.6727145314216614
21,1.1211331184313167e-05,219,0.7025015354156494,0.5,0.6754255890846252,0.6733830571174622,0.6733830571174622,0.6733830571174622,,
22,,229,,,,,,,0.6944283246994019,0.6698136329650879
22,1.1893459486600477e-05,229,0.6875640153884888,0.5,0.6752426624298096,0.673505425453186,0.673505425453186,0.673505425453186,,
23,,239,,,,,,,0.7025254964828491,0.6669524312019348
23,1.2603540199052077e-05,239,0.6966766119003296,0.5,0.6744862198829651,0.6726348996162415,0.6726348996162415,0.6726348996162415,,
24,,249,,,,,,,0.6975129842758179,0.6637360453605652
24,1.3341076737560797e-05,249,0.7150982618331909,0.5,0.6728789806365967,0.6699439883232117,0.6699439883232117,0.6699439883232117,,
25,,259,,,,,,,0.7002120614051819,0.6619414687156677
25,1.4105557966104243e-05,259,0.7224299907684326,0.5,0.6703875660896301,0.667988657951355,0.667988657951355,0.667988657951355,,
26,,269,,,,,,,0.6981877684593201,0.6613410115242004
26,1.4896445463818964e-05,269,0.7308040857315063,0.5,0.668084979057312,0.665710985660553,0.665710985660553,0.665710985660553,,
