epoch,learning_rate,step,training_auroc,training_loss,validation_auroc,validation_loss
0,,6,,,0.44999998807907104,0.6855537295341492
0,4.0030536183621734e-06,6,0.5176366567611694,0.7629134058952332,,
1,,13,,,0.5127016305923462,0.6789979934692383
1,4.063194410264259e-06,13,0.5510627031326294,0.7084657549858093,,
2,,20,,,0.5167338848114014,0.7048013806343079
2,4.2312722143833525e-06,20,0.579099178314209,0.6842093467712402,,
3,,27,,,0.5370967984199524,0.7347382307052612
3,4.506909135670867e-06,27,0.5899038314819336,0.6847736835479736,,
4,,34,,,0.5693548321723938,0.733080267906189
4,4.889483989245491e-06,34,0.6153340339660645,0.6841156482696533,,
5,,41,,,0.5947580337524414,0.702883243560791
5,5.3781350288772956e-06,41,0.6128542423248291,0.6826829314231873,,
6,,48,,,0.5804435014724731,0.6718928217887878
6,5.971763130219188e-06,48,0.6191548109054565,0.6739591360092163,,
7,,55,,,0.5973790287971497,0.6440039277076721
7,6.66903088131221e-06,55,0.6673582792282104,0.6653658151626587,,
8,,62,,,0.6181451082229614,0.6303261518478394
8,7.468368494301103e-06,62,0.6699139475822449,0.6619734168052673,,
9,,69,,,0.6272177696228027,0.6274162530899048
9,8.367976079171058e-06,69,0.6705971956253052,0.6585713624954224,,
10,,76,,,0.6522177457809448,0.62715744972229
10,9.365828191221226e-06,76,0.6820597052574158,0.6512745022773743,,
11,,83,,,0.6627016067504883,0.6263745427131653
11,1.0459676559548825e-05,83,0.7024544477462769,0.6413961052894592,,
12,,90,,,0.6693548560142517,0.6231877207756042
12,1.1647061910480261e-05,90,0.7087550163269043,0.6331639289855957,,
13,,97,,,0.6808468103408813,0.6070039868354797
13,1.2925307601108216e-05,97,0.7172824144363403,0.623811662197113,,
14,,104,,,0.701411247253418,0.586966872215271
14,1.4291535080701578e-05,104,0.7263916730880737,0.6139759421348572,,
15,,111,,,0.7098790407180786,0.5921631455421448
15,1.5742669347673655e-05,111,0.7256072759628296,0.6067041158676147,,
16,,118,,,0.7207660675048828,0.5847623944282532
16,1.7275442587560974e-05,118,0.7442814111709595,0.5914908051490784,,
17,,125,,,0.7145161628723145,0.5702968239784241
17,1.8886405086959712e-05,125,0.7309463620185852,0.5920328497886658,,
18,,132,,,0.7393145561218262,0.6087400317192078
18,2.0571924324030988e-05,132,0.7552631497383118,0.5736063122749329,,
19,,139,,,0.7272177934646606,0.5970185399055481
19,2.2328211343847215e-05,139,0.7565536499023438,0.5688890814781189,,
20,,146,,,0.7177419662475586,0.593539834022522
20,2.4151308025466278e-05,146,0.7621204853057861,0.5615413784980774,,
21,,153,,,0.7141128778457642,0.6563925743103027
21,2.603711254778318e-05,153,0.7782894372940063,0.5490121841430664,,
22,,160,,,0.7050403356552124,0.6030102372169495
22,2.7981373932561837e-05,160,0.7915738821029663,0.5330643653869629,,
23,,167,,,0.7122983932495117,0.670681357383728
23,2.9979719329276122e-05,167,0.7918522357940674,0.5389162302017212,,
24,,174,,,0.7064515948295593,0.6488401293754578
24,3.2027644920162857e-05,174,0.7861336469650269,0.5333818197250366,,
25,,181,,,0.6971774101257324,0.6415091156959534
25,3.412054866203107e-05,181,0.8040485978126526,0.5215418338775635,,
26,,188,,,0.7145161628723145,0.7373645901679993
26,3.625369936344214e-05,188,0.8113613128662109,0.5170186161994934,,
27,,195,,,0.6848790049552917,0.6693529486656189
27,3.842230944428593e-05,195,0.823203444480896,0.5046892166137695,,
28,,202,,,0.7133064270019531,0.9134251475334167
28,4.0621500374982134e-05,202,0.8297064304351807,0.4951074421405792,,
29,,209,,,0.6929435133934021,0.7000218629837036
29,4.2846299038501456e-05,209,0.7810728549957275,0.5454779863357544,,
30,,216,,,0.6907258033752441,0.6568925380706787
30,4.509171412792057e-05,216,0.8338816165924072,0.49782413244247437,,
31,,223,,,0.6826612949371338,0.677354633808136
31,4.735268157674e-05,223,0.8467105627059937,0.4775919020175934,,
