epoch,learning_rate,step,training_auroc,training_loss,validation_auroc,validation_loss
0,,6,,,0.4989919364452362,0.6970975995063782
0,4.0030536183621734e-06,6,0.5260374546051025,0.6897753477096558,,
1,,13,,,0.5191532373428345,0.6900233626365662
1,4.063194410264259e-06,13,0.48841094970703125,0.6962087750434875,,
2,,20,,,0.5893145203590393,0.6782381534576416
2,4.2312722143833525e-06,20,0.5189523696899414,0.6930710673332214,,
3,,27,,,0.5272177457809448,0.6840010285377502
3,4.506909135670867e-06,27,0.5364625453948975,0.6883527040481567,,
4,,34,,,0.5465725660324097,0.6830490231513977
4,4.889483989245491e-06,34,0.5444837808609009,0.6859458684921265,,
5,,41,,,0.5766128897666931,0.6845579743385315
5,5.3781350288772956e-06,41,0.5381832122802734,0.6877782344818115,,
6,,48,,,0.5840725898742676,0.6844041347503662
6,5.971763130219188e-06,48,0.5447494983673096,0.6842449903488159,,
7,,55,,,0.5758064389228821,0.6906545758247375
7,6.66903088131221e-06,55,0.5557692050933838,0.682188093662262,,
8,,62,,,0.6169354915618896,0.6833880543708801
8,7.468368494301103e-06,62,0.5480009913444519,0.6818281412124634,,
9,,69,,,0.616330623626709,0.676091194152832
9,8.367976079171058e-06,69,0.6023911833763123,0.6764419674873352,,
10,,76,,,0.5979838371276855,0.6811139583587646
10,9.365828191221226e-06,76,0.6086791753768921,0.6792948842048645,,
11,,83,,,0.5953629016876221,0.6890438199043274
11,1.0459676559548825e-05,83,0.613006055355072,0.6755591034889221,,
12,,90,,,0.6278225779533386,0.685009241104126
12,1.1647061910480261e-05,90,0.6432439088821411,0.6719761490821838,,
13,,97,,,0.5975806713104248,0.6738706827163696
13,1.2925307601108216e-05,97,0.6651632189750671,0.6656495928764343,,
14,,104,,,0.6040322780609131,0.6657629609107971
14,1.4291535080701578e-05,104,0.6465840339660645,0.6662934422492981,,
15,,111,,,0.6074596643447876,0.6769214868545532
15,1.5742669347673655e-05,111,0.633476734161377,0.6688739061355591,,
16,,118,,,0.5909274220466614,0.6734399795532227
16,1.7275442587560974e-05,118,0.6718117594718933,0.6580226421356201,,
17,,125,,,0.6270161271095276,0.6611494421958923
17,1.8886405086959712e-05,125,0.7058704495429993,0.646748960018158,,
18,,132,,,0.5957661867141724,0.6680440902709961
18,2.0571924324030988e-05,132,0.6609817743301392,0.6589859127998352,,
19,,139,,,0.5395160913467407,0.684880793094635
19,2.2328211343847215e-05,139,0.6876012086868286,0.648310124874115,,
20,,146,,,0.6227822303771973,0.6540005207061768
20,2.4151308025466278e-05,146,0.7111842036247253,0.6344735622406006,,
21,,153,,,0.5911290645599365,0.6572800278663635
21,2.603711254778318e-05,153,0.7287702560424805,0.6235791444778442,,
22,,160,,,0.5977822542190552,0.6687942743301392
22,2.7981373932561837e-05,160,0.7262651920318604,0.6215081214904785,,
23,,167,,,0.5635080933570862,0.6627634167671204
23,2.9979719329276122e-05,167,0.7439271211624146,0.6106967926025391,,
24,,174,,,0.5756047964096069,0.7006186842918396
24,3.2027644920162857e-05,174,0.7561488151550293,0.5947050452232361,,
25,,181,,,0.5778225660324097,0.7127673029899597
25,3.412054866203107e-05,181,0.7559463381767273,0.5888354182243347,,
26,,188,,,0.5921370983123779,0.6852030754089355
26,3.625369936344214e-05,188,0.7484817504882812,0.5908064842224121,,
27,,195,,,0.6340726017951965,0.6665501594543457
27,3.842230944428593e-05,195,0.7896507978439331,0.5590835809707642,,
28,,202,,,0.5395161509513855,0.7784808278083801
28,4.0621500374982134e-05,202,0.8013664484024048,0.5467371940612793,,
29,,209,,,0.5729838609695435,0.7174555659294128
29,4.2846299038501456e-05,209,0.7993800640106201,0.5412841439247131,,
30,,216,,,0.6098790168762207,0.8969123959541321
30,4.509171412792057e-05,216,0.8162955045700073,0.524720311164856,,
31,,223,,,0.5925403237342834,0.7976138591766357
31,4.735268157674e-05,223,0.7865637540817261,0.5544753670692444,,
