epoch,learning_rate,step,training_auroc,training_distillation_loss,training_distillation_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,,,0.4995967745780945,0.6889405846595764
0,4.001942670583958e-06,6,0.46219635009765625,0.5450200438499451,0.04374999925494194,0.719601571559906,0.6957569122314453,0.719601571559906,,
1,,13,,,,,,,0.500806450843811,0.6877605319023132
1,4.040205567434896e-06,13,0.47530364990234375,0.5296704173088074,0.08749999850988388,0.7408738136291504,0.6945275664329529,0.7408738136291504,,
2,,20,,,,,,,0.5135080814361572,0.6851221919059753
2,4.147169875068357e-06,20,0.5088815689086914,0.5081925988197327,0.13125000894069672,0.7594732642173767,0.6927729249000549,0.7594732642173767,,
3,,27,,,,,,,0.5256048440933228,0.6824630498886108
3,4.322683253121795e-06,27,0.5211285352706909,0.4833908677101135,0.17499999701976776,0.7770823836326599,0.692488968372345,0.7770823836326599,,
4,,34,,,,,,,0.5397177338600159,0.6801382899284363
4,4.566494226310169e-06,34,0.5597672462463379,0.4588586688041687,0.21875,0.7908458709716797,0.6904705762863159,0.7908458709716797,,
5,,41,,,,,,,0.5526210069656372,0.677343487739563
5,4.878252639173297e-06,41,0.5868611335754395,0.4293888211250305,0.26250001788139343,0.8016625642776489,0.6889480352401733,0.8016625642776489,,
6,,48,,,,,,,0.5600806474685669,0.674496591091156
6,5.25751283930731e-06,48,0.6112347841262817,0.39877626299858093,0.3062499761581421,0.809418261051178,0.6872930526733398,0.809418261051178,,
7,,55,,,,,,,0.5606855154037476,0.6713706851005554
7,5.7037318583752494e-06,55,0.6297823786735535,0.3659690022468567,0.3499999940395355,0.8145661354064941,0.6864771246910095,0.8145661354064941,,
8,,62,,,,,,,0.5675402879714966,0.6679697036743164
8,6.2162680478650145e-06,62,0.6495444774627686,0.327129602432251,0.3499999940395355,0.7992175221443176,0.6847222447395325,0.7992175221443176,,
9,,69,,,,,,,0.5768145322799683,0.6644864678382874
9,6.794390628783731e-06,69,0.6662449836730957,0.2914297580718994,0.3499999940395355,0.7848056554794312,0.6828051805496216,0.7848056554794312,,
10,,76,,,,,,,0.5796371102333069,0.6603840589523315
10,7.437268777721329e-06,76,0.6745951175689697,0.25343745946884155,0.3499999940395355,0.7700175642967224,0.6813144683837891,0.7700175642967224,,
11,,83,,,,,,,0.5917338728904724,0.6570881605148315
11,8.143982995534316e-06,83,0.6801366806030273,0.21543337404727936,0.3499999940395355,0.7549540400505066,0.6795523762702942,0.7549540400505066,,
12,,90,,,,,,,0.5983871221542358,0.6535467505455017
12,8.913521014619619e-06,90,0.6873987913131714,0.17956531047821045,0.3499999940395355,0.7397226095199585,0.6768746972084045,0.7397226095199585,,
13,,97,,,,,,,0.6157258152961731,0.6493145823478699
13,9.744779163156636e-06,97,0.6915991306304932,0.1465989351272583,0.3499999940395355,0.7264906764030457,0.6751810908317566,0.7264906764030457,,
14,,104,,,,,,,0.6203629374504089,0.645441472530365
