epoch,learning_rate,step,training_auroc,training_distillation_loss,training_distillation_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
14,1.0636567822075449e-05,104,0.6886892914772034,0.11663820594549179,0.3499999940395355,0.7136797904968262,0.6728565096855164,0.7136797904968262,,
15,,111,,,,,,,0.6199597120285034,0.6429304480552673
15,1.1587609151320066e-05,111,0.6949139833450317,0.09026101231575012,0.3499999940395355,0.7012630701065063,0.6696718335151672,0.7012630701065063,,
16,,118,,,,,,,0.6225806474685669,0.6410901546478271
16,1.2596541637321934e-05,118,0.6947115659713745,0.06715800613164902,0.3499999940395355,0.6894640922546387,0.6659587621688843,0.6894640922546387,,
17,,125,,,,,,,0.6274193525314331,0.6388731002807617
17,1.366191736451583e-05,125,0.6925101280212402,0.0487542450428009,0.3499999940395355,0.6797833442687988,0.6627193689346313,0.6797833442687988,,
18,,132,,,,,,,0.6546370983123779,0.6372094750404358
18,1.4782214748265687e-05,132,0.6976974010467529,0.03230105713009834,0.3499999940395355,0.6696214079856873,0.6583159565925598,0.6696214079856873,,
19,,139,,,,,,,0.6558467149734497,0.6328879594802856
19,1.5955825801938772e-05,139,0.6993167996406555,0.01940295845270157,0.3499999940395355,0.6621376276016235,0.6553465723991394,0.6621376276016235,,
20,,146,,,,,,,0.6723790168762207,0.6309874057769775
20,1.7181064322357997e-05,146,0.702150821685791,0.010991263203322887,0.3499999940395355,0.6557578444480896,0.6519109010696411,0.6557578444480896,,
21,,153,,,,,,,0.6776210069656372,0.630989670753479
21,1.845618498919066e-05,153,0.700581967830658,0.0064054736867547035,0.3499999940395355,0.6510115265846252,0.6487696766853333,0.6510115265846252,,
22,,160,,,,,,,0.6893145442008972,0.6305103898048401
22,1.9779357899096794e-05,160,0.7039220333099365,0.004354951903223991,0.3499999940395355,0.6465800404548645,0.6450558304786682,0.6465800404548645,,
23,,167,,,,,,,0.6885080933570862,0.6308475732803345
23,2.1148687665117905e-05,167,0.7029604911804199,0.0037662808317691088,0.3499999940395355,0.643994927406311,0.6426767110824585,0.643994927406311,,
24,,174,,,,,,,0.6834677457809448,0.6278416514396667
24,2.256220977869816e-05,174,0.7096660137176514,0.004339801147580147,0.3499999940395355,0.640282392501831,0.6387634873390198,0.640282392501831,,
25,,181,,,,,,,0.6967741847038269,0.6246187686920166
25,2.401790152362082e-05,181,0.7112095355987549,0.004937626887112856,0.3499999940395355,0.6382107138633728,0.6364825367927551,0.6382107138633728,,
26,,188,,,,,,,0.7177419662475586,0.6157172918319702
26,2.551367288106121e-05,188,0.7178391218185425,0.005800911691039801,0.3499999940395355,0.6346466541290283,0.6326162815093994,0.6346466541290283,,
27,,195,,,,,,,0.7020161151885986,0.6098435521125793
27,2.7047391995438375e-05,195,0.720749020576477,0.0063812024891376495,0.3499999940395355,0.6331607103347778,0.630927324295044,0.6331607103347778,,
28,,202,,,,,,,0.7052419185638428,0.6035642623901367
28,2.8616854251595214e-05,202,0.7260627746582031,0.006459742318838835,0.3499999940395355,0.6295046210289001,0.6272436380386353,0.6295046210289001,,
29,,209,,,,,,,0.716532289981842,0.6046361923217773
29,3.0219811378628947e-05,209,0.7284412980079651,0.005578710697591305,0.3499999940395355,0.6270164251327515,0.6250638961791992,0.6270164251327515,,
30,,216,,,,,,,0.7235887050628662,0.6117611527442932
30,3.1853971449891105e-05,216,0.732768177986145,0.003982239402830601,0.3499999940395355,0.6227132678031921,0.6213194727897644,0.6227132678031921,,
31,,223,,,,,,,0.7358871102333069,0.6094804406166077
31,3.351698615006171e-05,223,0.7366902828216553,0.0031910077668726444,0.3499999940395355,0.6196733117103577,0.6185564994812012,0.6196733117103577,,
32,,230,,,,,,,0.7387096881866455,0.6065052151679993
32,3.5206474422011524e-05,230,0.7388664484024048,0.0030833433847874403,0.3499999940395355,0.6164243221282959,0.6153451800346375,0.6164243221282959,,
33,,237,,,,,,,0.736088752746582,0.6011694073677063
33,3.692002792377025e-05,237,0.7404352426528931,0.0029062917456030846,0.3499999940395355,0.6138473153114319,0.6128299832344055,0.6138473153114319,,
34,,244,,,,,,,0.7362903356552124,0.5930725336074829
34,3.865517646772787e-05,244,0.7476468086242676,0.0033523680176585913,0.3499999940395355,0.608674943447113,0.6075016260147095,0.608674943447113,,
35,,251,,,,,,,0.7247983813285828,0.5916603803634644
35,4.0409446228295565e-05,251,0.7479504346847534,0.004090947099030018,0.3499999940395355,0.6056427955627441,0.6042109727859497,0.6056427955627441,,
36,,258,,,,,,,0.7377016544342041,0.592588484287262
36,4.2180319724138826e-05,258,0.74676114320755,0.0035388933029025793,0.3499999940395355,0.6034651398658752,0.6022265553474426,0.6034651398658752,,
37,,265,,,,,,,0.7417339086532593,0.58127760887146
37,4.396525037009269e-05,265,0.7515941262245178,0.003365532262250781,0.3499999940395355,0.5998688340187073,0.5986909866333008,0.5998688340187073,,
38,,272,,,,,,,0.7463709712028503,0.5821235775947571
38,4.5761698856949806e-05,272,0.7586791515350342,0.0035127843730151653,0.3499999940395355,0.594006359577179,0.5927769541740417,0.594006359577179,,
39,,279,,,,,,,0.7447580695152283,0.5861868858337402
39,4.756708221975714e-05,279,0.7648025751113892,0.0030487249605357647,0.3499999940395355,0.5883293151855469,0.5872622728347778,0.5883293151855469,,
