epoch,learning_rate,step,training_auroc,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,9,,,,,0.511083722114563,0.6868123412132263
0,4.000507033197209e-06,9,0.4698091745376587,0.6959267854690552,0.6959267854690552,0.6959267854690552,,
1,,19,,,,,0.5098522901535034,0.687149703502655
1,4.0182458178605884e-06,19,0.4694502353668213,0.6959639191627502,0.6959639191627502,0.6959639191627502,,
2,,29,,,,,0.5202728509902954,0.6876546144485474
2,4.069424903718755e-06,29,0.49589043855667114,0.6941392421722412,0.6941392421722412,0.6941392421722412,,
3,,39,,,,,0.5230200886726379,0.6875807642936707
3,4.154007001488935e-06,39,0.49096131324768066,0.6947770714759827,0.6947770714759827,0.6947770714759827,,
4,,49,,,,,0.5310723781585693,0.6873944401741028
4,4.271933448762866e-06,49,0.5199856758117676,0.6928974986076355,0.6928974986076355,0.6928974986076355,,
5,,59,,,,,0.5327775478363037,0.6870207190513611
5,4.4231233005120885e-06,59,0.5216246843338013,0.6926301717758179,0.6926301717758179,0.6926301717758179,,
6,,69,,,,,0.5351458787918091,0.6873365044593811
6,4.607469236361794e-06,69,0.5317102670669556,0.691673755645752,0.691673755645752,0.691673755645752,,
7,,79,,,,,0.5303145051002502,0.686697781085968
7,4.8248443818010855e-06,79,0.5254172086715698,0.6925723552703857,0.6925723552703857,0.6925723552703857,,
8,,89,,,,,0.5492610931396484,0.6852782368659973
8,5.075095941720065e-06,89,0.5401208400726318,0.6916018128395081,0.6916018128395081,0.6916018128395081,,
9,,99,,,,,0.5523872375488281,0.6848111748695374
9,5.358051566872746e-06,99,0.5448824763298035,0.6908652782440186,0.6908652782440186,0.6908652782440186,,
10,,109,,,,,0.5558923482894897,0.6838706731796265
10,5.673512532666791e-06,109,0.5481605529785156,0.6899638175964355,0.6899638175964355,0.6899638175964355,,
11,,119,,,,,0.5655550956726074,0.6829972863197327
11,6.0212573771423195e-06,119,0.5602799654006958,0.6894579529762268,0.6894579529762268,0.6894579529762268,,
12,,129,,,,,0.5647025108337402,0.6814666390419006
