,roc_auc_score,roc_auc_score,roc_auc_score,average_precision_score,average_precision_score,average_precision_score,f1_score,f1_score,f1_score,count
,mean,95%_low,95%_high,mean,95%_low,95%_high,mean,95%_low,95%_high,sum
0,0.6077097505668935,,,0.4750313616675197,,,0.0,,,87.0
1,0.6077097505668934,,,0.7385257804147685,,,0.7716535433070866,,,147.0
