epoch,learning_rate,step,training_auroc,training_distillation_loss,training_distillation_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,,,0.43044352531433105,0.6899771094322205
0,4.001942670583958e-06,6,0.44420546293258667,0.47820955514907837,0.04374999925494194,0.7232428193092346,0.7023211121559143,0.7232428193092346,,
1,,13,,,,,,,0.44697579741477966,0.6900895833969116
1,4.040205567434896e-06,13,0.47011637687683105,0.4586658775806427,0.08749999850988388,0.7390076518058777,0.6988744139671326,0.7390076518058777,,
2,,20,,,,,,,0.48669353127479553,0.6886942386627197
2,4.147169875068357e-06,20,0.4960020184516907,0.4436604976654053,0.13125000894069672,0.7541333436965942,0.6959028840065002,0.7541333436965942,,
3,,27,,,,,,,0.4933467507362366,0.688390851020813
3,4.322683253121795e-06,27,0.5112348198890686,0.421141654253006,0.17499999701976776,0.7678318619728088,0.6941320896148682,0.7678318619728088,,
4,,34,,,,,,,0.5054435729980469,0.6866933107376099
4,4.566494226310169e-06,34,0.5379807949066162,0.39255040884017944,0.21875,0.777406632900238,0.6915362477302551,0.777406632900238,,
5,,41,,,,,,,0.4989919066429138,0.6862162351608276
5,4.878252639173297e-06,41,0.574063777923584,0.36204835772514343,0.26250001788139343,0.7840163707733154,0.6889786124229431,0.7840163707733154,,
6,,48,,,,,,,0.5368951559066772,0.6836255192756653
6,5.25751283930731e-06,48,0.5954453349113464,0.3320903480052948,0.3062499761581421,0.7885102033615112,0.6868074536323547,0.7885102033615112,,
7,,55,,,,,,,0.5167338848114014,0.6816868782043457
7,5.7037318583752494e-06,55,0.6298329830169678,0.29615136981010437,0.3499999940395355,0.788241982460022,0.6845889687538147,0.788241982460022,,
8,,62,,,,,,,0.5249999761581421,0.6797182559967041
8,6.2162680478650145e-06,62,0.6606022119522095,0.25799596309661865,0.3499999940395355,0.7716895937919617,0.6813910007476807,0.7716895937919617,,
9,,69,,,,,,,0.5491935610771179,0.6774980425834656
9,6.794390628783731e-06,69,0.6847925186157227,0.2222675234079361,0.3499999940395355,0.7567400932312012,0.6789464354515076,0.7567400932312012,,
10,,76,,,,,,,0.5602822303771973,0.6744362115859985
10,7.437268777721329e-06,76,0.7044281959533691,0.1850096434354782,0.3499999940395355,0.7406234741210938,0.6758701205253601,0.7406234741210938,,
11,,83,,,,,,,0.5544354915618896,0.671712338924408
11,8.143982995534316e-06,83,0.7143218517303467,0.14923425018787384,0.3499999940395355,0.7260603308677673,0.6738283634185791,0.7260603308677673,,
12,,90,,,,,,,0.5737903118133545,0.6694797277450562
12,8.913521014619619e-06,90,0.7283400893211365,0.11567310988903046,0.3499999940395355,0.7106372714042664,0.6701517105102539,0.7106372714042664,,
13,,97,,,,,,,0.5770161151885986,0.6661517024040222
13,9.744779163156636e-06,97,0.7296305894851685,0.08659082651138306,0.3499999940395355,0.6982989311218262,0.667992115020752,0.6982989311218262,,
14,,104,,,,,,,0.5808467864990234,0.6637475490570068
14,1.0636567822075449e-05,104,0.7351720333099365,0.061545487493276596,0.3499999940395355,0.6860504746437073,0.6645095348358154,0.6860504746437073,,
15,,111,,,,,,,0.5627015829086304,0.6636853218078613
