epoch,learning_rate,step,training_auroc,training_loss,validation_auroc,validation_loss
0,,6,,,0.43647539615631104,0.6938411593437195
0,4.003178673883667e-06,6,0.512525200843811,0.6972554326057434,,
1,,13,,,0.5127049088478088,0.6861817836761475
1,4.06356912208139e-06,13,0.5519593954086304,0.6894088387489319,,
2,,20,,,0.5926229953765869,0.6884186863899231
2,4.231895673001418e-06,20,0.553931474685669,0.6877312064170837,,
3,,27,,,0.6368852853775024,0.6835324764251709
3,4.507779976847814e-06,27,0.6074092388153076,0.6843142509460449,,
4,,34,,,0.6139343976974487,0.6912250518798828
4,4.890600393991917e-06,34,0.6434727907180786,0.6776196360588074,,
5,,41,,,0.6393442153930664,0.6826981902122498
5,5.379494268709095e-06,41,0.6827117204666138,0.6693940162658691,,
6,,48,,,0.6942622661590576,0.6739453673362732
6,5.973362021904904e-06,48,0.6817792654037476,0.6677733659744263,,
7,,55,,,0.6647540926933289,0.6687317490577698
7,6.670866696367739e-06,55,0.6971774101257324,0.6633657813072205,,
8,,62,,,0.6827869415283203,0.6641219258308411
8,7.470435775758233e-06,62,0.6825857162475586,0.6621851325035095,,
9,,69,,,0.7200819849967957,0.6504099369049072
9,8.370270734303631e-06,69,0.693069577217102,0.6576237678527832,,
10,,76,,,0.6946721076965332,0.6540252566337585
10,9.368345672555733e-06,76,0.7477318048477173,0.6406715512275696,,
11,,83,,,0.713524580001831,0.6481136679649353
11,1.0462411410117056e-05,83,0.743019163608551,0.6349873542785645,,
12,,90,,,0.7774590253829956,0.628331184387207
12,1.1650006854324602e-05,90,0.7500503659248352,0.6263225674629211,,
13,,97,,,0.7606557607650757,0.6164708137512207
13,1.2928455362271052e-05,97,0.7721270322799683,0.6111184358596802,,
14,,104,,,0.7487704753875732,0.5968195199966431
14,1.42948802022147e-05,104,0.7757560014724731,0.5978970527648926,,
15,,111,,,0.7524590492248535,0.5817210078239441
15,1.5746203644084744e-05,111,0.7868951559066772,0.5809530019760132,,
16,,118,,,0.7364754676818848,0.5832118391990662
16,1.7279158782912418e-05,118,0.7879031896591187,0.567308783531189,,
17,,125,,,0.7401639223098755,0.5817224383354187
17,1.889029226731509e-05,125,0.7974042296409607,0.5487845540046692,,
18,,132,,,0.7586065530776978,0.5597572922706604
18,2.0575977032422088e-05,132,0.8033770322799683,0.5345549583435059,,
19,,139,,,0.7245901823043823,0.5642789602279663
19,2.2332418666337617e-05,139,0.8189768195152283,0.5168161988258362,,
20,,146,,,0.7344262003898621,0.5697738528251648
20,2.4155660867108963e-05,146,0.8318800330162048,0.4983636736869812,,
21,,153,,,0.7237704992294312,0.573809802532196
21,2.604159999464173e-05,153,0.8436744213104248,0.48332932591438293,,
22,,160,,,0.75,0.5516341328620911
22,2.7985990527668037e-05,160,0.8517137169837952,0.47280988097190857,,
23,,167,,,0.7442622780799866,0.5940138101577759
23,2.9984450520714745e-05,167,0.8705645203590393,0.45698004961013794,,
24,,174,,,0.7688524723052979,0.5418930053710938
24,3.203247979399748e-05,174,0.8773185014724731,0.4444465637207031,,
25,,181,,,0.7663934230804443,0.5465415716171265
25,3.412547448533587e-05,181,0.8875000476837158,0.42414769530296326,,
26,,188,,,0.7709016799926758,0.5416718125343323
26,3.62587088602595e-05,188,0.9101814031600952,0.3976864814758301,,
27,,195,,,0.7516393661499023,0.596261203289032
27,3.8427391700679436e-05,195,0.9173638820648193,0.37868088483810425,,
28,,202,,,0.7799180150032043,0.64007169008255
28,4.062663720105775e-05,202,0.9345513582229614,0.349678635597229,,
29,,209,,,0.7692623138427734,0.5873699188232422
29,4.285148315830156e-05,209,0.9235131144523621,0.3491082191467285,,
30,,216,,,0.770901620388031,0.6052834391593933
30,4.509693826548755e-05,216,0.9246219992637634,0.34601065516471863,,
31,,223,,,0.7540983557701111,0.7094252705574036
31,4.735793481813744e-05,223,0.9565020799636841,0.2869921922683716,,
