epoch,learning_rate,step,training_auroc,training_coral_loss,training_coral_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,,,0.5774589776992798,0.668048620223999
0,4.000580247520702e-06,6,0.49697577953338623,0.0002940893464256078,0.02500000409781933,0.7352628707885742,0.7352553606033325,0.7352628707885742,,
1,,13,,,,,,,0.604098379611969,0.6671550273895264
1,4.011598775832681e-06,13,0.5425907373428345,0.00036560973967425525,0.05000000819563866,0.7024259567260742,0.7024075984954834,0.7024259567260742,,
2,,20,,,,,,,0.617622971534729,0.6861057877540588
2,4.042331056552939e-06,20,0.5691784620285034,0.00030554475961253047,0.07499998807907104,0.6873812675476074,0.6873583197593689,0.6873812675476074,,
3,,27,,,,,,,0.6155737638473511,0.6971630454063416
3,4.092762537766248e-06,27,0.5955140590667725,0.00030822481494396925,0.10000001639127731,0.6834486126899719,0.6834177374839783,0.6834486126899719,,
4,,34,,,,,,,0.6319671869277954,0.6968995928764343
4,4.162875939073274e-06,34,0.6225302219390869,0.00031221783137880266,0.125,0.6814513802528381,0.6814123392105103,0.6814513802528381,,
5,,41,,,,,,,0.6348360776901245,0.6923017501831055
5,4.252638518664753e-06,41,0.6228578090667725,0.00029300342430360615,0.1499999761581421,0.6803643703460693,0.6803204417228699,0.6803643703460693,,
6,,48,,,,,,,0.6438524723052979,0.6803674697875977
6,4.362017079984071e-06,48,0.6469001770019531,0.0002980612625833601,0.17499996721744537,0.6719537377357483,0.6719017028808594,0.6719537377357483,,
7,,55,,,,,,,0.6778688430786133,0.6631289720535278
7,4.490963874559384e-06,55,0.6854586601257324,0.00030948847415857017,0.20000003278255463,0.662422239780426,0.6623603701591492,0.662422239780426,,
8,,62,,,,,,,0.6967213153839111,0.6501547694206238
8,4.6394261516979896e-06,62,0.6730594635009766,0.000285764632280916,0.20000003278255463,0.6643545627593994,0.664297342300415,0.6643545627593994,,
9,,69,,,,,,,0.728278636932373,0.6403635740280151
9,4.807345703738974e-06,69,0.6739667654037476,0.0003043052274733782,0.20000003278255463,0.662438690662384,0.6623778939247131,0.662438690662384,,
10,,76,,,,,,,0.6971311569213867,0.6474518179893494
10,4.9946497711061966e-06,76,0.66786789894104,0.00029144599102437496,0.20000003278255463,0.6604881882667542,0.660429835319519,0.6604881882667542,,
11,,83,,,,,,,0.6991803646087646,0.6448575258255005
11,5.2012642299814615e-06,83,0.6768397092819214,0.00030868829344399273,0.20000003278255463,0.6594052910804749,0.6593434810638428,0.6594052910804749,,
12,,90,,,,,,,0.6934425830841064,0.6481882929801941
12,5.427103133115452e-06,90,0.7214717864990234,0.0003032573440577835,0.20000003278255463,0.6417679786682129,0.6417073011398315,0.6417679786682129,,
13,,97,,,,,,,0.7026639580726624,0.6543602347373962
13,5.6720732573012356e-06,97,0.7282509803771973,0.0003039985604118556,0.20000003278255463,0.6385423541069031,0.6384814977645874,0.6385423541069031,,
14,,104,,,,,,,0.7176229953765869,0.6424410939216614
14,5.93607546761632e-06,104,0.7280998229980469,0.000306551723042503,0.20000003278255463,0.6348152756690979,0.634753942489624,0.6348152756690979,,
15,,111,,,,,,,0.7139344215393066,0.6427628397941589
15,6.21900016994914e-06,111,0.7142388820648193,0.0003174606245011091,0.20000003278255463,0.6360040307044983,0.6359405517578125,0.6360040307044983,,
16,,118,,,,,,,0.71454918384552,0.6322091221809387
16,6.520731403725222e-06,118,0.7230846881866455,0.0003162836073897779,0.20000003278255463,0.6294010877609253,0.6293378472328186,0.6294010877609253,,
17,,125,,,,,,,0.7118852138519287,0.62486732006073
17,6.84114411342307e-06,125,0.7370212078094482,0.0003461300802882761,0.20000003278255463,0.6210966110229492,0.6210274696350098,0.6210966110229492,,
18,,132,,,,,,,0.7297131419181824,0.6187030076980591
18,7.1801082413003314e-06,132,0.7404990196228027,0.0003380039124749601,0.20000003278255463,0.6145771145820618,0.6145095229148865,0.6145771145820618,,
19,,139,,,,,,,0.7331967353820801,0.6133273839950562
19,7.537484634667635e-06,139,0.7365927696228027,0.000400153745431453,0.20000003278255463,0.6119906902313232,0.6119107007980347,0.6119906902313232,,
20,,146,,,,,,,0.7081966996192932,0.6209597587585449
20,7.913125045888592e-06,146,0.7470766305923462,0.00036515106330625713,0.20000003278255463,0.6050939559936523,0.6050208806991577,0.6050939559936523,,
21,,153,,,,,,,0.7311475276947021,0.6115413308143616
21,8.30687531561125e-06,153,0.739037275314331,0.00038847504765726626,0.20000003278255463,0.6024143099784851,0.6023366451263428,0.6024143099784851,,
22,,160,,,,,,,0.6975409984588623,0.6184294819831848
22,8.7185753727681e-06,160,0.7490927577018738,0.00038048409624025226,0.20000003278255463,0.5948554873466492,0.5947794318199158,0.5948554873466492,,
23,,167,,,,,,,0.7268442511558533,0.5966371297836304
23,9.14805605134461e-06,167,0.760004997253418,0.00040286092553287745,0.20000003278255463,0.5830460786819458,0.582965612411499,0.5830460786819458,,
24,,174,,,,,,,0.7254098057746887,0.5935351848602295
24,9.595139090379234e-06,174,0.741280198097229,0.0004572994075715542,0.20000003278255463,0.59128737449646,0.5911960005760193,0.59128737449646,,
25,,181,,,,,,,0.7270491719245911,0.6007509231567383
25,1.0059640771942213e-05,181,0.7444556355476379,0.0005028308951295912,0.20000003278255463,0.5847463011741638,0.5846457481384277,0.5847463011741638,,
26,,188,,,,,,,0.7299180030822754,0.5966588854789734
26,1.0541371921135578e-05,188,0.7488911151885986,0.00047068088315427303,0.20000003278255463,0.5762560367584229,0.5761619210243225,0.5762560367584229,,
27,,195,,,,,,,0.7307376861572266,0.5921242833137512
27,1.1040134268114343e-05,195,0.7563004493713379,0.0004991614259779453,0.20000003278255463,0.5691671967506409,0.5690673589706421,0.5691671967506409,,
28,,202,,,,,,,0.7307376861572266,0.584924578666687
