epoch,learning_rate,step,training_auroc,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,9,,,,,0.4772641062736511,0.6864709258079529
0,4.000507033197209e-06,9,0.4917210042476654,0.6946675181388855,0.6946675181388855,0.6946675181388855,,
1,,19,,,,,0.4877794682979584,0.6871849298477173
1,4.0182458178605884e-06,19,0.46918708086013794,0.6963856816291809,0.6963856816291809,0.6963856816291809,,
2,,29,,,,,0.51790452003479,0.687605082988739
2,4.069424903718755e-06,29,0.537279486656189,0.6922937035560608,0.6922937035560608,0.6922937035560608,,
3,,39,,,,,0.523777961730957,0.6877957582473755
3,4.154007001488935e-06,39,0.5432463884353638,0.6921194791793823,0.6921194791793823,0.6921194791793823,,
4,,49,,,,,0.5282303690910339,0.6881805658340454
4,4.271933448762866e-06,49,0.5421068668365479,0.6918057799339294,0.6918057799339294,0.6918057799339294,,
5,,59,,,,,0.5233989953994751,0.6886739730834961
5,4.4231233005120885e-06,59,0.5853203535079956,0.6888263821601868,0.6888263821601868,0.6888263821601868,,
6,,69,,,,,0.5275672674179077,0.6892684102058411
6,4.607469236361794e-06,69,0.5684033632278442,0.6895865201950073,0.6895865201950073,0.6895865201950073,,
7,,79,,,,,0.5260515809059143,0.6895599961280823
7,4.8248443818010855e-06,79,0.5775916576385498,0.6886476278305054,0.6886476278305054,0.6886476278305054,,
8,,89,,,,,0.5280409455299377,0.6896775960922241
8,5.075095941720065e-06,89,0.5804989337921143,0.6878464818000793,0.6878464818000793,0.6878464818000793,,
9,,99,,,,,0.5335354804992676,0.6895177364349365
9,5.358051566872746e-06,99,0.5962313413619995,0.6865708827972412,0.6865708827972412,0.6865708827972412,,
10,,109,,,,,0.5341038107872009,0.6901598572731018
10,5.673512532666791e-06,109,0.603852391242981,0.6851630806922913,0.6851630806922913,0.6851630806922913,,
11,,119,,,,,0.5378931760787964,0.6901252865791321
11,6.0212573771423195e-06,119,0.5988694429397583,0.6850894689559937,0.6850894689559937,0.6850894689559937,,
12,,129,,,,,0.5430086851119995,0.6895968914031982
12,6.401047357940115e-06,129,0.6099419593811035,0.6837711930274963,0.6837711930274963,0.6837711930274963,,
13,,139,,,,,0.5460401773452759,0.6895861625671387
13,6.8126159931125585e-06,139,0.6160435676574707,0.6829527616500854,0.6829527616500854,0.6829527616500854,,
14,,149,,,,,0.5536187887191772,0.689150333404541
14,7.255674518091837e-06,149,0.6189268231391907,0.6825931072235107,0.6825931072235107,0.6825931072235107,,
15,,159,,,,,0.5547555685043335,0.6884114742279053
15,7.729918252152856e-06,159,0.6261529922485352,0.6812036633491516,0.6812036633491516,0.6812036633491516,,
16,,169,,,,,0.5582607388496399,0.6879981756210327
16,8.235014320234768e-06,169,0.6329843997955322,0.6798519492149353,0.6798519492149353,0.6798519492149353,,
17,,179,,,,,0.559018611907959,0.6874633431434631
17,8.770610293140635e-06,179,0.6336662769317627,0.6789563894271851,0.6789563894271851,0.6789563894271851,,
18,,189,,,,,0.5666918754577637,0.6867353320121765
18,9.336334187537432e-06,189,0.640461802482605,0.6778371334075928,0.6778371334075928,0.6778371334075928,,
19,,199,,,,,0.5678287148475647,0.6857020258903503
19,9.931789463735186e-06,199,0.6433809995651245,0.6769523024559021,0.6769523024559021,0.6769523024559021,,
20,,209,,,,,0.575312614440918,0.684881329536438
20,1.0556563211139292e-05,209,0.6523778438568115,0.6747371554374695,0.6747371554374695,0.6747371554374695,,
21,,219,,,,,0.5776809453964233,0.6840702891349792
21,1.1210221600777004e-05,219,0.6611353754997253,0.6731658577919006,0.6731658577919006,0.6731658577919006,,
22,,229,,,,,0.5830807685852051,0.6830665469169617
22,1.1892304428329226e-05,229,0.6634204387664795,0.6714768409729004,0.6714768409729004,0.6714768409729004,,
23,,239,,,,,0.5839333534240723,0.6816768646240234
23,1.2602339666045737e-05,239,0.6737213730812073,0.6689640283584595,0.6689640283584595,0.6689640283584595,,
24,,249,,,,,0.5928381681442261,0.6788680553436279
24,1.333983163931407e-05,249,0.6721062660217285,0.6688121557235718,0.6688121557235718,0.6688121557235718,,
25,,259,,,,,0.5939749479293823,0.6792449951171875
25,1.4104270121606532e-05,259,0.6883770823478699,0.6657797694206238,0.6657797694206238,0.6657797694206238,,
26,,269,,,,,0.5961538553237915,0.6771988868713379
26,1.4895115782564972e-05,269,0.6958904266357422,0.6631870269775391,0.6631870269775391,0.6631870269775391,,
27,,279,,,,,0.5973854064941406,0.6762972474098206
27,1.5711817468400113e-05,279,0.6940958499908447,0.6621956825256348,0.6621956825256348,0.6621956825256348,,
28,,289,,,,,0.5908488035202026,0.6747471690177917
28,1.6553813111386262e-05,289,0.7083268165588379,0.6586267948150635,0.6586267948150635,0.6586267948150635,,
29,,299,,,,,0.5994694828987122,0.67239910364151
29,1.7420510630472563e-05,299,0.7145181894302368,0.6570994853973389,0.6570994853973389,0.6570994853973389,,
30,,309,,,,,0.5989958047866821,0.6750046610832214
30,1.831130612117704e-05,309,0.7141233682632446,0.6553945541381836,0.6553945541381836,0.6553945541381836,,
31,,319,,,,,0.5994694828987122,0.6751161217689514
31,1.9225581127102487e-05,319,0.7106418609619141,0.6529155969619751,0.6529155969619751,0.6529155969619751,,
32,,329,,,,,0.6017431020736694,0.6719799637794495
32,2.0162699001957662e-05,329,0.7121373414993286,0.649981677532196,0.649981677532196,0.649981677532196,,
33,,339,,,,,0.6087533235549927,0.6678817272186279
33,2.112200490955729e-05,339,0.7205598950386047,0.6459873914718628,0.6459873914718628,0.6459873914718628,,
34,,349,,,,,0.6037324666976929,0.6672434210777283
34,2.2102824004832655e-05,349,0.7229167819023132,0.6428797245025635,0.6428797245025635,0.6428797245025635,,
35,,359,,,,,0.610458493232727,0.6646166443824768
35,2.310448144271504e-05,359,0.7265418767929077,0.6380739808082581,0.6380739808082581,0.6380739808082581,,
36,,369,,,,,0.6132057905197144,0.6629583239555359
36,2.4126278731273487e-05,369,0.727259635925293,0.6356344223022461,0.6356344223022461,0.6356344223022461,,
37,,379,,,,,0.6142477989196777,0.6645819544792175
37,2.516750646464061e-05,379,0.7309206128120422,0.6304884552955627,0.6304884552955627,0.6304884552955627,,
38,,389,,,,,0.6176581978797913,0.6655765771865845
38,2.6227422495139763e-05,389,0.7276185750961304,0.6281635761260986,0.6281635761260986,0.6281635761260986,,
39,,399,,,,,0.6154793500900269,0.6660322546958923
39,2.7305308321956545e-05,399,0.7272955179214478,0.6251901984214783,0.6251901984214783,0.6251901984214783,,
