epoch,learning_rate,step,training_auroc,training_inbatch_coral_loss,training_inbatch_coral_weight,training_inbatch_domain_count,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,9,,,,,,,,0.49971580505371094,0.6946267485618591
0,4.000507033197209e-06,9,0.525692343711853,6.185690290294588e-05,0.009999998845160007,2.0,0.6934474110603333,0.6934468150138855,0.6934474110603333,,
1,,19,,,,,,,,0.5060628652572632,0.693121612071991
1,4.0182458178605884e-06,19,0.530238687992096,6.322447006823495e-05,0.019999997690320015,2.0,0.6922739148139954,0.6922728419303894,0.6922739148139954,,
2,,29,,,,,,,,0.5201781392097473,0.6924720406532288
2,4.069424903718755e-06,29,0.5364239811897278,6.784959259675816e-05,0.029999999329447746,2.0,0.6913972496986389,0.6913952827453613,0.6913972496986389,,
3,,39,,,,,,,,0.5232095718383789,0.6927694082260132
3,4.154007001488935e-06,39,0.5645989179611206,6.294274498941377e-05,0.03999999538064003,2.0,0.6901562213897705,0.6901537179946899,0.6901562213897705,,
4,,49,,,,,,,,0.5272830724716187,0.6918189525604248
4,4.271933448762866e-06,49,0.5562481880187988,6.13119118497707e-05,0.05000000447034836,2.0,0.6900725364685059,0.6900693774223328,0.6900725364685059,,
5,,59,,,,,,,,0.5303145051002502,0.6909239292144775
5,4.4231233005120885e-06,59,0.5810014009475708,6.522046169266105e-05,0.05000000447034836,2.0,0.688387393951416,0.6883841156959534,0.688387393951416,,
6,,69,,,,,,,,0.528040885925293,0.6901358962059021
6,4.607469236361794e-06,69,0.5734521150588989,6.560952897416428e-05,0.05000000447034836,2.0,0.6886272430419922,0.6886239051818848,0.6886272430419922,,
7,,79,,,,,,,,0.5308829545974731,0.6890830993652344
7,4.8248443818010855e-06,79,0.566692590713501,6.391347415046766e-05,0.05000000447034836,2.0,0.6896237134933472,0.6896204352378845,0.6896237134933472,,
8,,89,,,,,,,,0.5383667945861816,0.6884132027626038
8,5.075095941720065e-06,89,0.5723634958267212,6.429989298339933e-05,0.05000000447034836,2.0,0.6881873607635498,0.6881840825080872,0.6881873607635498,,
9,,99,,,,,,,,0.5467033386230469,0.686901330947876
9,5.358051566872746e-06,99,0.5672190189361572,6.303640111582354e-05,0.05000000447034836,2.0,0.6881930828094482,0.6881898641586304,0.6881930828094482,,
10,,109,,,,,,,,0.5474611520767212,0.6862974762916565
10,5.673512532666791e-06,109,0.5848298072814941,6.927347567398101e-05,0.05000000447034836,2.0,0.6867288947105408,0.686725378036499,0.6867288947105408,,
11,,119,,,,,,,,0.5489768981933594,0.6850478649139404
11,6.0212573771423195e-06,119,0.6086738109588623,6.344512075884268e-05,0.05000000447034836,2.0,0.6839861273765564,0.6839829683303833,0.6839861273765564,,
12,,129,,,,,,,,0.5497347712516785,0.6845774054527283
12,6.401047357940115e-06,129,0.6090686321258545,6.668696005363017e-05,0.05000000447034836,2.0,0.683923065662384,0.6839197278022766,0.683923065662384,,
13,,139,,,,,,,,0.5553239583969116,0.6827250123023987
13,6.8126159931125585e-06,139,0.61329185962677,6.494543049484491e-05,0.05000000447034836,2.0,0.6825318336486816,0.682528555393219,0.6825318336486816,,
14,,149,,,,,,,,0.559302806854248,0.6814294457435608
14,7.255674518091837e-06,149,0.6011066436767578,6.762357952538878e-05,0.05000000447034836,2.0,0.6837363243103027,0.6837329864501953,0.6837363243103027,,
15,,159,,,,,,,,0.5652709007263184,0.6803088188171387
15,7.729918252152856e-06,159,0.632278561592102,6.787253369111568e-05,0.05000000447034836,2.0,0.6797482371330261,0.6797448396682739,0.6797482371330261,,
16,,169,,,,,,,,0.5685865879058838,0.6786297559738159
16,8.235014320234768e-06,169,0.6406770944595337,6.941056926734746e-05,0.05000000447034836,2.0,0.6792119145393372,0.6792084574699402,0.6792119145393372,,
17,,179,,,,,,,,0.5675445795059204,0.6770194172859192
17,8.770610293140635e-06,179,0.6283304691314697,6.480904994532466e-05,0.05000000447034836,2.0,0.6794561743736267,0.6794529557228088,0.6794561743736267,,
18,,189,,,,,,,,0.5674498081207275,0.6746021509170532
18,9.336334187537432e-06,189,0.6494227647781372,7.029411062831059e-05,0.05000000447034836,2.0,0.6785060167312622,0.6785024404525757,0.6785060167312622,,
19,,199,,,,,,,,0.5673550367355347,0.6720721125602722
19,9.931789463735186e-06,199,0.6566369533538818,7.006786472629756e-05,0.05000000447034836,2.0,0.6771197319030762,0.677116334438324,0.6771197319030762,,
20,,209,,,,,,,,0.5731337666511536,0.6694012880325317
20,1.0556563211139292e-05,209,0.6702758073806763,7.439609908033162e-05,0.05000000447034836,2.0,0.6752259731292725,0.6752223372459412,0.6752259731292725,,
21,,219,,,,,,,,0.575975775718689,0.6672348976135254
21,1.1210221600777004e-05,219,0.6690315008163452,7.143319817259908e-05,0.05000000447034836,2.0,0.6741652488708496,0.6741616725921631,0.6741652488708496,,
22,,229,,,,,,,,0.5752178430557251,0.6656904816627502
22,1.1892304428329226e-05,229,0.67335045337677,7.772677054163069e-05,0.05000000447034836,2.0,0.6723788380622864,0.6723749041557312,0.6723788380622864,,
23,,239,,,,,,,,0.5799545049667358,0.6629056930541992
23,1.2602339666045737e-05,239,0.6897768974304199,8.072343189269304e-05,0.05000000447034836,2.0,0.6703280806541443,0.6703240275382996,0.6703280806541443,,
24,,249,,,,,,,,0.5794808864593506,0.6602038741111755
24,1.333983163931407e-05,249,0.6966321468353271,8.166929910657927e-05,0.05000000447034836,2.0,0.6679347157478333,0.6679306030273438,0.6679347157478333,,
25,,259,,,,,,,,0.587059497833252,0.6602619290351868
25,1.4104270121606532e-05,259,0.6947418451309204,7.927162369014695e-05,0.05000000447034836,2.0,0.6673831939697266,0.6673792600631714,0.6673831939697266,,
26,,269,,,,,,,,0.5959643125534058,0.659676194190979
26,1.4895115782564972e-05,269,0.7094573974609375,8.434642950305715e-05,0.05000000447034836,2.0,0.6635681986808777,0.6635640263557434,0.6635681986808777,,
27,,279,,,,,,,,0.5997536778450012,0.6580895185470581
27,1.5711817468400113e-05,279,0.7177364826202393,8.727307431399822e-05,0.05000000447034836,2.0,0.6622130274772644,0.662208616733551,0.6622130274772644,,
28,,289,,,,,,,,0.5977643132209778,0.6549245119094849
28,1.6553813111386262e-05,289,0.7151881456375122,9.923920879373327e-05,0.05000000447034836,2.0,0.6604285836219788,0.6604236364364624,0.6604285836219788,,
29,,299,,,,,,,,0.5971012115478516,0.6506378650665283
29,1.7420510630472563e-05,299,0.7197942733764648,0.00010034898878075182,0.05000000447034836,2.0,0.6582752466201782,0.6582702994346619,0.6582752466201782,,
30,,309,,,,,,,,0.5963433384895325,0.648375928401947
30,1.831130612117704e-05,309,0.7172459363937378,0.00011167395859956741,0.05000000447034836,2.0,0.6559327244758606,0.6559271216392517,0.6559327244758606,,
31,,319,,,,,,,,0.609700620174408,0.646426796913147
31,1.9225581127102487e-05,319,0.7258838415145874,0.00011305403313599527,0.05000000447034836,2.0,0.6523335576057434,0.6523279547691345,0.6523335576057434,,
32,,329,,,,,,,,0.5991853475570679,0.6432347297668457
32,2.0162699001957662e-05,329,0.7322486042976379,0.00011681538308039308,0.05000000447034836,2.0,0.6494009494781494,0.6493951678276062,0.6494009494781494,,
33,,339,,,,,,,,0.610458493232727,0.6407774686813354
