epoch,learning_rate,step,training_auroc,training_inbatch_coral_loss,training_inbatch_coral_weight,training_inbatch_domain_count,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
33,2.112200490955729e-05,339,0.7356104850769043,0.0001260077115148306,0.05000000447034836,2.0,0.646210789680481,0.6462044715881348,0.646210789680481,,
34,,349,,,,,,,,0.6164267063140869,0.6374561190605164
34,2.2102824004832655e-05,349,0.735107958316803,0.00013469686382450163,0.05000000447034836,2.0,0.6441677808761597,0.6441610455513,0.6441677808761597,,
35,,359,,,,,,,,0.6177529096603394,0.6328672766685486
35,2.310448144271504e-05,359,0.7282885313034058,0.00014566731988452375,0.05000000447034836,2.0,0.6421743035316467,0.6421670317649841,0.6421743035316467,,
36,,369,,,,,,,,0.6211633682250977,0.6321184039115906
36,2.4126278731273487e-05,369,0.737249493598938,0.0001723594032227993,0.05000000447034836,2.0,0.6384739875793457,0.6384654641151428,0.6384739875793457,,
37,,379,,,,,,,,0.6190792322158813,0.626491904258728
37,2.516750646464061e-05,379,0.7395226359367371,0.00018322578398510814,0.05000000447034836,2.0,0.6347543597221375,0.6347452402114868,0.6347543597221375,,
38,,389,,,,,,,,0.6155741214752197,0.6250191330909729
38,2.6227422495139763e-05,389,0.7426332235336304,0.00020074679923709482,0.05000000447034836,2.0,0.6322628855705261,0.6322529315948486,0.6322628855705261,,
39,,399,,,,,,,,0.6205001473426819,0.6197932958602905
39,2.7305308321956545e-05,399,0.7467846870422363,0.000236221487284638,0.05000000447034836,2.0,0.6287464499473572,0.6287345886230469,0.6287464499473572,,
