epoch,learning_rate,step,training_auroc,training_coral_loss,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,,0.5806452035903931,0.6603014469146729
0,4.0030536183621734e-06,6,0.6222165822982788,4.9080845201388e-05,0.6942155361175537,0.6942130327224731,0.6942155361175537,,
1,,13,,,,,,0.5951613187789917,0.6608308553695679
1,4.063194410264259e-06,13,0.6345647573471069,4.507189805735834e-05,0.6910923719406128,0.6910901069641113,0.6910923719406128,,
2,,20,,,,,,0.6114919185638428,0.6617486476898193
2,4.2312722143833525e-06,20,0.6373988389968872,4.831862679566257e-05,0.6883663535118103,0.6883638501167297,0.6883663535118103,,
3,,27,,,,,,0.6141128540039062,0.6636151075363159
3,4.506909135670867e-06,27,0.6526315212249756,4.816285218112171e-05,0.6849885582923889,0.6849861741065979,0.6849885582923889,,
4,,34,,,,,,0.6304435729980469,0.6636297702789307
4,4.889483989245491e-06,34,0.6574645638465881,4.781113602803089e-05,0.6827608346939087,0.6827585101127625,0.6827608346939087,,
5,,41,,,,,,0.6443548798561096,0.6658061742782593
5,5.3781350288772956e-06,41,0.6479883790016174,4.937224730383605e-05,0.6807202100753784,0.6807177662849426,0.6807202100753784,,
6,,48,,,,,,0.6510080099105835,0.6676110029220581
6,5.971763130219188e-06,48,0.6768535375595093,4.5145883632358164e-05,0.6781122088432312,0.678109884262085,0.6781122088432312,,
7,,55,,,,,,0.6590725779533386,0.6671290397644043
7,6.66903088131221e-06,55,0.6806932687759399,4.47870661446359e-05,0.6763266921043396,0.6763244271278381,0.6763266921043396,,
8,,62,,,,,,0.6542338132858276,0.668096125125885
8,7.468368494301103e-06,62,0.6891701221466064,4.651372364605777e-05,0.6746855974197388,0.6746832728385925,0.6746855974197388,,
9,,69,,,,,,0.6584677696228027,0.668126106262207
9,8.367976079171058e-06,69,0.6938512325286865,5.561534999287687e-05,0.6726939678192139,0.6726911664009094,0.6726939678192139,,
10,,76,,,,,,0.65241938829422,0.6664553880691528
10,9.365828191221226e-06,76,0.6959007978439331,4.689598790719174e-05,0.6713414788246155,0.6713391542434692,0.6713414788246155,,
11,,83,,,,,,0.6479838490486145,0.6621421575546265
11,1.0459676559548825e-05,83,0.7008856534957886,4.699941200669855e-05,0.6684306263923645,0.6684282422065735,0.6684306263923645,,
12,,90,,,,,,0.6421371102333069,0.6574856042861938
12,1.1647061910480261e-05,90,0.7046558856964111,4.729264765046537e-05,0.6662813425064087,0.6662790179252625,0.6662813425064087,,
13,,97,,,,,,0.6538306474685669,0.6516353487968445
13,1.2925307601108216e-05,97,0.708046555519104,4.774965054821223e-05,0.6632446050643921,0.6632422208786011,0.6632446050643921,,
14,,104,,,,,,0.6520161628723145,0.6451192498207092
14,1.4291535080701578e-05,104,0.7146254777908325,4.97375731356442e-05,0.6597723364830017,0.6597698926925659,0.6597723364830017,,
15,,111,,,,,,0.6399193406105042,0.63985276222229
15,1.5742669347673655e-05,111,0.719610333442688,5.04974668729119e-05,0.6572244167327881,0.6572218537330627,0.6572244167327881,,
16,,118,,,,,,0.637499988079071,0.6371462345123291
16,1.7275442587560974e-05,118,0.7198632955551147,5.1890325266867876e-05,0.6538565754890442,0.6538540124893188,0.6538565754890442,,
17,,125,,,,,,0.6427419185638428,0.6364611387252808
17,1.8886405086959712e-05,125,0.7147520780563354,5.9404886997072026e-05,0.6512434482574463,0.6512405276298523,0.6512434482574463,,
18,,132,,,,,,0.6538306474685669,0.6321327090263367
18,2.0571924324030988e-05,132,0.7218877077102661,5.5089643865358084e-05,0.646670401096344,0.6466676592826843,0.646670401096344,,
19,,139,,,,,,0.6514112949371338,0.6250317692756653
19,2.2328211343847215e-05,139,0.7248988151550293,5.975050953566097e-05,0.6431986093521118,0.6431955099105835,0.6431986093521118,,
20,,146,,,,,,0.6592742204666138,0.6211918592453003
20,2.4151308025466278e-05,146,0.7293269634246826,6.194948946358636e-05,0.638180673122406,0.6381775140762329,0.638180673122406,,
21,,153,,,,,,0.676612913608551,0.6129053831100464
21,2.603711254778318e-05,153,0.7325657606124878,6.828916230006143e-05,0.6342110633850098,0.634207546710968,0.6342110633850098,,
22,,160,,,,,,0.702217698097229,0.61067134141922
22,2.7981373932561837e-05,160,0.7329959869384766,7.62551644584164e-05,0.6295470595359802,0.6295433044433594,0.6295470595359802,,
23,,167,,,,,,0.709274172782898,0.6020370125770569
23,2.9979719329276122e-05,167,0.7340334057807922,7.633674977114424e-05,0.6254201531410217,0.6254163980484009,0.6254201531410217,,
24,,174,,,,,,0.6981855034828186,0.5976969599723816
24,3.2027644920162857e-05,174,0.7326669692993164,8.4146493463777e-05,0.6211599111557007,0.6211557388305664,0.6211599111557007,,
25,,181,,,,,,0.6870967745780945,0.5921683311462402
25,3.412054866203107e-05,181,0.74101722240448,9.13232215680182e-05,0.6148709654808044,0.6148664355278015,0.6148709654808044,,
26,,188,,,,,,0.7046370506286621,0.5882493853569031
26,3.625369936344214e-05,188,0.7450910806655884,9.593339200364426e-05,0.609929621219635,0.609924852848053,0.609929621219635,,
27,,195,,,,,,0.693548321723938,0.5828194618225098
27,3.842230944428593e-05,195,0.7472418546676636,0.00011294530850136653,0.6052870154380798,0.6052813529968262,0.6052870154380798,,
28,,202,,,,,,0.7151209115982056,0.5871658325195312
28,4.0621500374982134e-05,202,0.7464321851730347,0.00011800713400589302,0.600527286529541,0.600521445274353,0.600527286529541,,
29,,209,,,,,,0.7219758033752441,0.5783289074897766
29,4.2846299038501456e-05,209,0.7496963739395142,0.00013393429981078953,0.5947012305259705,0.5946945548057556,0.5947012305259705,,
30,,216,,,,,,0.7366936206817627,0.5775706768035889
30,4.509171412792057e-05,216,0.752859354019165,0.00015808799071237445,0.5899583697319031,0.589950442314148,0.5899583697319031,,
31,,223,,,,,,0.7254031896591187,0.5669423341751099
31,4.735268157674e-05,223,0.7545040845870972,0.000158947630552575,0.5864449739456177,0.5864369869232178,0.5864449739456177,,
