epoch,learning_rate,step,training_loss,validation_auroc,validation_loss
0,,12,,0.60927414894104,0.3365345001220703
0,1.2000650713162031e-05,12,0.3402811586856842,,
1,,25,,0.6725805997848511,0.31743645668029785
1,1.2013448213110678e-05,25,0.3285483419895172,,
2,,38,,0.6721774339675903,0.31114304065704346
2,1.2049237739120144e-05,38,0.31506699323654175,,
3,,51,,0.6689516305923462,0.3079226315021515
3,1.2108017472201027e-05,51,0.30808690190315247,,
4,,64,,0.6681451797485352,0.30563658475875854
4,1.2189776498416904e-05,64,0.30173394083976746,,
5,,77,,0.6681451797485352,0.30011314153671265
5,1.229450117534725e-05,77,0.2967730164527893,,
6,,90,,0.664919376373291,0.29938173294067383
6,1.2422175132087432e-05,90,0.2880028486251831,,
7,,103,,0.6673387289047241,0.29915207624435425
7,1.2572776540764607e-05,103,0.28590744733810425,,
8,,116,,0.6689516305923462,0.29742375016212463
8,1.2746284483000636e-05,116,0.2800086438655853,,
9,,129,,0.665725827217102,0.2987343668937683
9,1.2942666216986254e-05,129,0.2738548219203949,,
10,,142,,0.6661289930343628,0.29576078057289124
10,1.316189536737511e-05,142,0.27130165696144104,,
11,,155,,0.6681451797485352,0.2976877987384796
11,1.3403935554379132e-05,155,0.2656581401824951,,
12,,168,,0.6705645322799683,0.29803740978240967
12,1.3668749488715548e-05,168,0.2647620439529419,,
13,,181,,0.6705645322799683,0.29978615045547485
13,1.3956288967165165e-05,181,0.2606007158756256,,
14,,194,,0.6737903356552124,0.29937127232551575
14,1.4266513971961103e-05,194,0.25905635952949524,,
15,,207,,0.676612913608551,0.29897695779800415
15,1.4599373571400065e-05,207,0.25611352920532227,,
16,,220,,0.6782257556915283,0.2992017865180969
16,1.4954813195799943e-05,220,0.24978378415107727,,
17,,233,,0.6814515590667725,0.3008735477924347
17,1.5332776456489228e-05,233,0.25011780858039856,,
18,,246,,0.6862903833389282,0.30045613646507263
18,1.5733203326817602e-05,246,0.24833422899246216,,
19,,259,,0.6862903237342834,0.3004555404186249
19,1.6156032870640047e-05,259,0.24295298755168915,,
20,,272,,0.6879032254219055,0.3028944730758667
20,1.6601194147369824e-05,272,0.24461275339126587,,
21,,285,,0.6846773624420166,0.3049159646034241
21,1.7068616216420196e-05,285,0.24164485931396484,,
22,,298,,0.6887096166610718,0.30402788519859314
22,1.755822631821502e-05,298,0.2407795935869217,,
23,,311,,0.6947580575942993,0.3034663200378418
23,1.8069940779241733e-05,311,0.2383190542459488,,
24,,324,,0.6963709592819214,0.2996261715888977
24,1.8603683201945387e-05,324,0.24367442727088928,,
25,,337,,0.7004032135009766,0.29860004782676697
25,1.915937173180282e-05,337,0.23340295255184174,,
26,,350,,0.7012096643447876,0.29750052094459534
26,1.973690996237565e-05,350,0.23376701772212982,,
27,,363,,0.698387086391449,0.3033171594142914
27,2.0336208763183095e-05,363,0.2256726771593094,,
28,,376,,0.699999988079071,0.3031722903251648
28,2.095716990879737e-05,376,0.22770516574382782,,
29,,389,,0.7080645561218262,0.3000580072402954
29,2.159970063075889e-05,389,0.21211719512939453,,
30,,402,,0.7141128778457642,0.3016568422317505
30,2.226368997071404e-05,402,0.21161995828151703,,
31,,415,,0.710080623626709,0.3067183494567871
31,2.2949041522224434e-05,415,0.19883893430233002,,
32,,428,,0.7137097120285034,0.3058151602745056
32,2.3655640688957646e-05,428,0.19430571794509888,,
33,,441,,0.7149193286895752,0.3139559030532837
33,2.4383367417613044e-05,441,0.19890956580638885,,
34,,454,,0.7209677696228027,0.312263160943985
34,2.513211984478403e-05,454,0.19544529914855957,,
