epoch,learning_rate,step,training_loss,validation_auroc,validation_loss
0,,6,,0.41088709235191345,0.33793899416923523
0,4.0030536183621734e-06,6,0.339449018239975,,
1,,13,,0.46612900495529175,0.33611860871315
1,4.063194410264259e-06,13,0.33770751953125,,
2,,20,,0.5193548202514648,0.33587583899497986
2,4.2312722143833525e-06,20,0.33388248085975647,,
3,,27,,0.561693549156189,0.33479177951812744
3,4.506909135670867e-06,27,0.3317616283893585,,
4,,34,,0.5931451320648193,0.3323379158973694
4,4.889483989245491e-06,34,0.32947462797164917,,
5,,41,,0.607661247253418,0.327886700630188
5,5.3781350288772956e-06,41,0.3258453607559204,,
6,,48,,0.625,0.32447466254234314
6,5.971763130219188e-06,48,0.32606127858161926,,
7,,55,,0.6358871459960938,0.3219064474105835
7,6.66903088131221e-06,55,0.3241892158985138,,
8,,62,,0.6439515948295593,0.3195332884788513
8,7.468368494301103e-06,62,0.317443311214447,,
9,,69,,0.6556451320648193,0.31754791736602783
9,8.367976079171058e-06,69,0.3168010711669922,,
10,,76,,0.6596773862838745,0.31475743651390076
10,9.365828191221226e-06,76,0.3121756315231323,,
11,,83,,0.6637096405029297,0.31141409277915955
11,1.0459676559548825e-05,83,0.31154826283454895,,
12,,90,,0.6677418947219849,0.31006771326065063
12,1.1647061910480261e-05,90,0.30544161796569824,,
13,,97,,0.6725805997848511,0.30749383568763733
13,1.2925307601108216e-05,97,0.3028559684753418,,
14,,104,,0.6693547964096069,0.3039565682411194
14,1.4291535080701578e-05,104,0.29666388034820557,,
15,,111,,0.6685483455657959,0.30113452672958374
15,1.5742669347673655e-05,111,0.2936689257621765,,
16,,118,,0.6713709831237793,0.2993954122066498
16,1.7275442587560974e-05,118,0.2897774577140808,,
17,,125,,0.6778225898742676,0.29871758818626404
17,1.8886405086959712e-05,125,0.2811247706413269,,
18,,132,,0.6745967864990234,0.29707491397857666
18,2.0571924324030988e-05,132,0.28217920660972595,,
19,,139,,0.675000011920929,0.30322328209877014
19,2.2328211343847215e-05,139,0.2764025330543518,,
20,,146,,0.67580646276474,0.2968844175338745
20,2.4151308025466278e-05,146,0.2679509222507477,,
21,,153,,0.6754032373428345,0.29615697264671326
21,2.603711254778318e-05,153,0.2670119106769562,,
22,,160,,0.6778225898742676,0.2973273992538452
22,2.7981373932561837e-05,160,0.2632088363170624,,
23,,167,,0.6794354915618896,0.2962896227836609
23,2.9979719329276122e-05,167,0.2596590518951416,,
24,,174,,0.6822580099105835,0.2993001937866211
24,3.2027644920162857e-05,174,0.2641376852989197,,
25,,181,,0.686693549156189,0.3042697608470917
25,3.412054866203107e-05,181,0.25395119190216064,,
26,,188,,0.6870967149734497,0.30519306659698486
26,3.625369936344214e-05,188,0.25475916266441345,,
27,,195,,0.6927419900894165,0.3167532682418823
27,3.842230944428593e-05,195,0.24954326450824738,,
28,,202,,0.6967742443084717,0.3193196952342987
28,4.0621500374982134e-05,202,0.2593756914138794,,
29,,209,,0.6995967626571655,0.3249722421169281
29,4.2846299038501456e-05,209,0.2486995905637741,,
30,,216,,0.6983871459960938,0.304515540599823
30,4.509171412792057e-05,216,0.2467854619026184,,
31,,223,,0.7012096643447876,0.29906249046325684
31,4.735268157674e-05,223,0.24073249101638794,,
