,roc_auc_score,roc_auc_score,roc_auc_score,average_precision_score,average_precision_score,average_precision_score,f1_score,f1_score,f1_score,count
,mean,95%_low,95%_high,mean,95%_low,95%_high,mean,95%_low,95%_high,sum
0,0.7205737704918033,0.660779542631219,0.7803679983523876,0.5761815870117275,0.508992204338047,0.643370969685408,0.6197023579017983,0.5374643985706824,0.7019403172329142,200.0
1,0.7205737704918034,0.6607795426312191,0.7803679983523877,0.828350308032555,0.7995913068875993,0.8571093091775108,0.6718838770842359,0.6216880156589095,0.7220797385095623,309.0
