epoch,learning_rate,step,training_auroc,training_coral_loss,training_coral_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,,,0.4651639461517334,0.6958028674125671
0,4.002022251370363e-06,6,0.4395161271095276,7.636931695742533e-05,0.02500000223517418,0.7025294303894043,0.7025275230407715,0.7025294303894043,,
1,,13,,,,,,,0.47745901346206665,0.6951106786727905
1,4.04044385504676e-06,13,0.4506048262119293,7.520972576458007e-05,0.05000000447034836,0.7011927962303162,0.7011889219284058,0.7011927962303162,,
2,,20,,,,,,,0.4797130823135376,0.69451504945755
2,4.147566869505681e-06,20,0.45394405722618103,7.668707985430956e-05,0.07499999552965164,0.6999421715736389,0.6999363899230957,0.6999421715736389,,
3,,27,,,,,,,0.49836063385009766,0.6937271952629089
3,4.3232384996372275e-06,27,0.4556073248386383,8.387007255805656e-05,0.10000000894069672,0.6981222033500671,0.6981138586997986,0.6981222033500671,,
4,,34,,,,,,,0.5118852853775024,0.6927947998046875
4,4.5672063606616575e-06,34,0.4760710597038269,7.841419574106112e-05,0.125,0.69633549451828,0.6963257193565369,0.69633549451828,,
5,,41,,,,,,,0.5241803526878357,0.6921839118003845
5,4.8791207518661395e-06,41,0.48121222853660583,7.190179894678295e-05,0.14999999105930328,0.6948691606521606,0.6948583722114563,0.6948691606521606,,
6,,48,,,,,,,0.5395491719245911,0.6915780901908875
6,5.258536020846805e-06,48,0.49492186307907104,7.772740354994312e-05,0.17499998211860657,0.6926904320716858,0.6926769018173218,0.6926904320716858,,
7,,55,,,,,,,0.5465163588523865,0.6908251047134399
7,5.704908289771993e-06,55,0.5076108574867249,7.416513108182698e-05,0.20000001788139343,0.6914224028587341,0.6914075016975403,0.6914224028587341,,
8,,62,,,,,,,0.5604507923126221,0.6886433362960815
8,6.217596819624305e-06,62,0.5141003131866455,7.665104931220412e-05,0.20000001788139343,0.6892549395561218,0.689239501953125,0.6892549395561218,,
9,,69,,,,,,,0.5719262361526489,0.6868402361869812
9,6.795869012421463e-06,69,0.5228956937789917,7.173557241912931e-05,0.20000001788139343,0.6869896650314331,0.6869752407073975,0.6869896650314331,,
10,,76,,,,,,,0.5811475515365601,0.6849814653396606
10,7.438894499500748e-06,76,0.549609363079071,7.907787221483886e-05,0.20000001788139343,0.6847654581069946,0.6847496032714844,0.6847654581069946,,
11,,83,,,,,,,0.5963114500045776,0.6829313635826111
11,8.14575469121337e-06,83,0.5801537036895752,7.758053834550083e-05,0.20000001788139343,0.6819432377815247,0.6819278001785278,0.6819432377815247,,
12,,90,,,,,,,0.5950819849967957,0.6801483631134033
12,8.91543550096685e-06,90,0.6404612064361572,8.172634989023209e-05,0.20000001788139343,0.6798964142799377,0.6798800230026245,0.6798964142799377,,
13,,97,,,,,,,0.5965163707733154,0.6773695349693298
13,9.746833711687941e-06,97,0.6131930351257324,7.646391895832494e-05,0.20000001788139343,0.6771491765975952,0.6771339774131775,0.6771491765975952,,
14,,104,,,,,,,0.6096311211585999,0.6733971834182739
14,1.0638760613801423e-05,104,0.6311743855476379,7.95540981926024e-05,0.20000001788139343,0.6737722754478455,0.6737563014030457,0.6737722754478455,,
15,,111,,,,,,,0.6280738115310669,0.6690472364425659
15,1.15899347292725e-05,111,0.6706527471542358,8.035612700041384e-05,0.20000001788139343,0.6711703538894653,0.671154260635376,0.6711703538894653,,
16,,118,,,,,,,0.6303278803825378,0.6650734543800354
16,1.2598998182511423e-05,118,0.6968498229980469,9.00488521438092e-05,0.20000001788139343,0.6673052310943604,0.6672871708869934,0.6673052310943604,,
17,,125,,,,,,,0.6309425830841064,0.6617147326469421
17,1.3664502148458268e-05,125,0.6994959712028503,8.609505312051624e-05,0.20000001788139343,0.6635754704475403,0.6635583639144897,0.6635754704475403,,
18,,132,,,,,,,0.623975396156311,0.6563879251480103
18,1.4784923223487567e-05,132,0.7043094635009766,8.464310667477548e-05,0.20000001788139343,0.6608496308326721,0.6608327031135559,0.6608496308326721,,
19,,139,,,,,,,0.6254098415374756,0.6523743271827698
19,1.5958652511471882e-05,139,0.7143648862838745,9.830725321080536e-05,0.20000001788139343,0.6557658314704895,0.6557462215423584,0.6557658314704895,,
20,,146,,,,,,,0.6293032765388489,0.6497189998626709
20,1.7184007447212934e-05,146,0.7138104438781738,9.891521040117368e-05,0.20000001788139343,0.6521368026733398,0.6521169543266296,0.6521368026733398,,
21,,153,,,,,,,0.6391394138336182,0.646500289440155
21,1.8459239072399214e-05,153,0.7153981924057007,9.457642590859905e-05,0.20000001788139343,0.6479192972183228,0.647900402545929,0.6479192972183228,,
22,,160,,,,,,,0.6151639223098755,0.643065869808197
22,1.9782519302680157e-05,160,0.7154737710952759,0.0001096714404411614,0.20000001788139343,0.6431527137756348,0.6431307196617126,0.6431527137756348,,
23,,167,,,,,,,0.6157786846160889,0.6389612555503845
23,2.1151950932107866e-05,167,0.7185987234115601,0.00011321580677758902,0.20000001788139343,0.6386724710464478,0.6386498808860779,0.6386724710464478,,
24,,174,,,,,,,0.6155737638473511,0.630984365940094
24,2.256556945212651e-05,174,0.7201613187789917,0.00012688248534686863,0.20000001788139343,0.634315013885498,0.6342896819114685,0.634315013885498,,
25,,181,,,,,,,0.6012294888496399,0.6270800232887268
25,2.402135396550875e-05,181,0.7253023982048035,0.00011343597725499421,0.20000001788139343,0.6294869184494019,0.6294642686843872,0.6294869184494019,,
26,,188,,,,,,,0.6321721076965332,0.6274992227554321
26,2.551721627241932e-05,188,0.7250756025314331,0.00016276363749057055,0.20000001788139343,0.6244972348213196,0.6244646310806274,0.6244972348213196,,
27,,195,,,,,,,0.6450819969177246,0.6267709732055664
27,2.705101724131964e-05,195,0.7231351137161255,0.0001608652964932844,0.20000001788139343,0.6210485100746155,0.6210163831710815,0.6210485100746155,,
28,,202,,,,,,,0.6508196592330933,0.6235640645027161
28,2.862055589503143e-05,202,0.728805422782898,0.00017904338892549276,0.20000001788139343,0.6145778894424438,0.6145420670509338,0.6145778894424438,,
29,,209,,,,,,,0.6487704515457153,0.617672324180603
29,3.0223585781641304e-05,209,0.7238911390304565,0.00020537333330139518,0.20000001788139343,0.6122241616249084,0.6121830940246582,0.6122241616249084,,
30,,216,,,,,,,0.6512295007705688,0.6119577884674072
30,3.1857813155511394e-05,216,0.7298638820648193,0.00019307085312902927,0.20000001788139343,0.6055805087089539,0.605542004108429,0.6055805087089539,,
31,,223,,,,,,,0.6506147384643555,0.6019911170005798
31,3.352088970132172e-05,223,0.731249988079071,0.00022905149671714753,0.20000001788139343,0.6017560362815857,0.6017102003097534,0.6017560362815857,,
32,,230,,,,,,,0.6528688669204712,0.6030755639076233
32,3.521043618093245e-05,230,0.7346270084381104,0.0002524331503082067,0.20000001788139343,0.5976929664611816,0.5976423621177673,0.5976929664611816,,
33,,237,,,,,,,0.6627049446105957,0.6067608594894409
33,3.6924036976415664e-05,237,0.7359627485275269,0.0002807200944516808,0.20000001788139343,0.5928938388824463,0.5928376317024231,0.5928938388824463,,
34,,244,,,,,,,0.6711065769195557,0.6015153527259827
34,3.865923281409778e-05,244,0.7410282492637634,0.0003085426869802177,0.20000001788139343,0.5885279178619385,0.588466227054596,0.5885279178619385,,
35,,251,,,,,,,0.6735656261444092,0.5908277034759521
35,4.041353895445354e-05,251,0.7368699312210083,0.0003640415670815855,0.20000001788139343,0.5886988043785095,0.5886260271072388,0.5886988043785095,,
36,,258,,,,,,,0.6823770403862,0.5981686115264893
36,4.218444155412726e-05,258,0.7454384565353394,0.00040627855923958123,0.20000001788139343,0.5819321274757385,0.5818508863449097,0.5819321274757385,,
37,,265,,,,,,,0.6883196830749512,0.6035642027854919
37,4.396940494189039e-05,265,0.7425907254219055,0.00047408961108885705,0.20000001788139343,0.5814569592475891,0.5813621878623962,0.5814569592475891,,
38,,272,,,,,,,0.6821721196174622,0.5848773717880249
38,4.576587161864154e-05,272,0.7512600421905518,0.00047285607433877885,0.20000001788139343,0.5742190480232239,0.5741245150566101,0.5742190480232239,,
39,,279,,,,,,,0.6911885142326355,0.5823677182197571
39,4.757127317134291e-05,279,0.7524697780609131,0.0005038685048930347,0.20000001788139343,0.5722734928131104,0.5721727609634399,0.5722734928131104,,
