epoch,learning_rate,step,training_auroc,training_coral_loss,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,,0.5540322661399841,0.672139048576355
0,4.0030536183621734e-06,6,0.5161943435668945,6.289881275733933e-05,0.6986895799636841,0.6986865401268005,0.6986895799636841,,
1,,13,,,,,,0.5657258033752441,0.6730581521987915
1,4.063194410264259e-06,13,0.5434210300445557,6.164676597109064e-05,0.6948978304862976,0.6948947310447693,0.6948978304862976,,
2,,20,,,,,,0.5798386931419373,0.6745802164077759
2,4.2312722143833525e-06,20,0.5711791515350342,6.950034730834886e-05,0.6915099024772644,0.6915063261985779,0.6915099024772644,,
3,,27,,,,,,0.561693549156189,0.6758238077163696
3,4.506909135670867e-06,27,0.5901821851730347,6.45333930151537e-05,0.6887882351875305,0.6887849569320679,0.6887882351875305,,
4,,34,,,,,,0.5544354915618896,0.6769691109657288
4,4.889483989245491e-06,34,0.6158400774002075,6.274027691688389e-05,0.6860932111740112,0.6860900521278381,0.6860932111740112,,
5,,41,,,,,,0.6002016067504883,0.67839115858078
5,5.3781350288772956e-06,41,0.627581000328064,5.927052552578971e-05,0.6840991973876953,0.6840961575508118,0.6840991973876953,,
6,,48,,,,,,0.5973790884017944,0.6802074313163757
6,5.971763130219188e-06,48,0.6405616998672485,6.645527901127934e-05,0.6822615265846252,0.6822581887245178,0.6822615265846252,,
7,,55,,,,,,0.6151210069656372,0.6801655292510986
7,6.66903088131221e-06,55,0.6568572521209717,6.35431133559905e-05,0.679928719997406,0.6799255013465881,0.679928719997406,,
8,,62,,,,,,0.6171371340751648,0.6798953413963318
8,7.468368494301103e-06,62,0.6727733016014099,6.34690368315205e-05,0.6778582334518433,0.6778550744056702,0.6778582334518433,,
9,,69,,,,,,0.6266129016876221,0.6783778071403503
9,8.367976079171058e-06,69,0.684691309928894,6.433121598092839e-05,0.6752400994300842,0.6752368211746216,0.6752400994300842,,
10,,76,,,,,,0.6391128897666931,0.6765972971916199
10,9.365828191221226e-06,76,0.690081000328064,6.610210402868688e-05,0.6734990477561951,0.6734957098960876,0.6734990477561951,,
11,,83,,,,,,0.6528225541114807,0.6741080284118652
11,1.0459676559548825e-05,83,0.698203444480896,6.401358405128121e-05,0.6707858443260193,0.6707825660705566,0.6707858443260193,,
12,,90,,,,,,0.6536290645599365,0.6703829169273376
12,1.1647061910480261e-05,90,0.7081477642059326,6.588638643734157e-05,0.6675447225570679,0.6675414443016052,0.6675447225570679,,
13,,97,,,,,,0.6693548560142517,0.6659490466117859
13,1.2925307601108216e-05,97,0.7108805179595947,6.519901216961443e-05,0.6649937033653259,0.6649904847145081,0.6649937033653259,,
14,,104,,,,,,0.6826612949371338,0.6615670919418335
14,1.4291535080701578e-05,104,0.7188512086868286,6.570154801011086e-05,0.6619629859924316,0.6619597673416138,0.6619629859924316,,
15,,111,,,,,,0.6840726137161255,0.6582165956497192
15,1.5742669347673655e-05,111,0.7225708961486816,6.734469207003713e-05,0.6584033370018005,0.6583999991416931,0.6584033370018005,,
16,,118,,,,,,0.6905242204666138,0.656064510345459
16,1.7275442587560974e-05,118,0.7246204614639282,7.160182576626539e-05,0.654569685459137,0.6545660495758057,0.654569685459137,,
17,,125,,,,,,0.7008064389228821,0.6529234051704407
17,1.8886405086959712e-05,125,0.7292762994766235,6.971703260205686e-05,0.6501424312591553,0.6501389741897583,0.6501424312591553,,
18,,132,,,,,,0.6919354796409607,0.6528123617172241
18,2.0571924324030988e-05,132,0.7313765287399292,7.395487773464993e-05,0.6451820731163025,0.6451784372329712,0.6451820731163025,,
19,,139,,,,,,0.6870968341827393,0.6494185328483582
19,2.2328211343847215e-05,139,0.7311993837356567,7.745647599222139e-05,0.6409562826156616,0.6409523487091064,0.6409562826156616,,
20,,146,,,,,,0.6919355392456055,0.6469106674194336
20,2.4151308025466278e-05,146,0.7316042184829712,8.875181811163202e-05,0.6373433470726013,0.6373389363288879,0.6373433470726013,,
21,,153,,,,,,0.6959677338600159,0.6407434344291687
21,2.603711254778318e-05,153,0.7353997826576233,8.760903438087553e-05,0.6315783262252808,0.6315739750862122,0.6315783262252808,,
22,,160,,,,,,0.6991935968399048,0.6365033388137817
22,2.7981373932561837e-05,160,0.7433957457542419,9.735206549521536e-05,0.6246979832649231,0.6246930956840515,0.6246979832649231,,
23,,167,,,,,,0.7040321826934814,0.626599907875061
23,2.9979719329276122e-05,167,0.7424848079681396,0.00010052641300717369,0.6216272711753845,0.6216222047805786,0.6216272711753845,,
24,,174,,,,,,0.7020161151885986,0.6267268657684326
24,3.2027644920162857e-05,174,0.7463057041168213,0.00010902796930167824,0.6154661774635315,0.6154607534408569,0.6154661774635315,,
25,,181,,,,,,0.7052419185638428,0.621895968914032
25,3.412054866203107e-05,181,0.7485829591751099,0.00012767763109877706,0.609284520149231,0.6092780828475952,0.609284520149231,,
26,,188,,,,,,0.7072580456733704,0.6207666397094727
26,3.625369936344214e-05,188,0.7509109377861023,0.00012371315096970648,0.6044807434082031,0.6044746041297913,0.6044807434082031,,
27,,195,,,,,,0.7048386931419373,0.6225670576095581
27,3.842230944428593e-05,195,0.7498734593391418,0.00014847125567030162,0.5995257496833801,0.5995182991027832,0.5995257496833801,,
28,,202,,,,,,0.7149193286895752,0.6020529270172119
28,4.0621500374982134e-05,202,0.7490891218185425,0.00015850838099140674,0.5960386991500854,0.5960307717323303,0.5960386991500854,,
29,,209,,,,,,0.7076612710952759,0.6055288910865784
29,4.2846299038501456e-05,209,0.7547065019607544,0.00016280030831694603,0.5902614593505859,0.5902533531188965,0.5902614593505859,,
30,,216,,,,,,0.7060483694076538,0.613766074180603
30,4.509171412792057e-05,216,0.7561740875244141,0.00018803670536726713,0.5844801068305969,0.5844706892967224,0.5844801068305969,,
31,,223,,,,,,0.7028225660324097,0.6137030124664307
31,4.735268157674e-05,223,0.7588815689086914,0.00020939366368111223,0.5785437822341919,0.5785332918167114,0.5785437822341919,,
