epoch,learning_rate,step,training_auroc,training_coral_loss,training_coral_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,,,0.5856854915618896,0.7120014429092407
0,4.000557510153158e-06,6,0.5033780336380005,0.0001625244040042162,0.02500000223517418,0.7145374417304993,0.7145334482192993,0.7145374417304993,,
1,,13,,,,,,,0.5764113068580627,0.6926736831665039
1,4.011530563730048e-06,13,0.5056806802749634,0.00019977276679128408,0.05000000447034836,0.6967188119888306,0.6967087388038635,0.6967188119888306,,
2,,20,,,,,,,0.5931451320648193,0.6777232885360718
2,4.042216914967867e-06,20,0.4930415153503418,0.00017553218640387058,0.07499999552965164,0.697023868560791,0.6970106959342957,0.697023868560791,,
3,,27,,,,,,,0.5689516067504883,0.6732609272003174
3,4.092603376193438e-06,27,0.5590333938598633,0.00017619489517528564,0.10000000894069672,0.6832676529884338,0.6832501292228699,0.6832676529884338,,
4,,34,,,,,,,0.5768145322799683,0.6738434433937073
4,4.162671302765375e-06,34,0.5780997276306152,0.0001784929190762341,0.125,0.6816381216049194,0.6816158294677734,0.6816381216049194,,
5,,41,,,,,,,0.5971773862838745,0.6723441481590271
5,4.252387952874415e-06,41,0.5878795981407166,0.00018478090350981802,0.14999999105930328,0.6780624985694885,0.6780348420143127,0.6780624985694885,,
6,,48,,,,,,,0.6411290168762207,0.672218918800354
6,4.3617214942059945e-06,48,0.5926872491836548,0.000192859981325455,0.17499998211860657,0.675778865814209,0.6757451891899109,0.675778865814209,,
7,,55,,,,,,,0.6118952035903931,0.6765570640563965
7,4.49062326879357e-06,55,0.6546937823295593,0.00018080564041156322,0.20000001788139343,0.6620921492576599,0.6620559096336365,0.6620921492576599,,
8,,62,,,,,,,0.6784274578094482,0.662885844707489
8,4.639040525944438e-06,62,0.6180731058120728,0.00017858241335488856,0.20000001788139343,0.6694435477256775,0.6694079041481018,0.6694435477256775,,
9,,69,,,,,,,0.6719757914543152,0.6655049920082092
9,4.806915057997685e-06,69,0.656136155128479,0.00019653273920994252,0.20000001788139343,0.6584097743034363,0.6583704352378845,0.6584097743034363,,
10,,76,,,,,,,0.6534274220466614,0.6613799929618835
10,4.99417456012452e-06,76,0.6950278282165527,0.00018027225451078266,0.20000001788139343,0.6499177813529968,0.6498817801475525,0.6499177813529968,,
11,,83,,,,,,,0.6663306951522827,0.6566025018692017
11,5.200744453759398e-06,83,0.6834893226623535,0.00020164763554930687,0.20000001788139343,0.6513689160346985,0.6513285636901855,0.6513689160346985,,
12,,90,,,,,,,0.7036290168762207,0.6487541198730469
12,5.4265392464003526e-06,90,0.6772646903991699,0.0002067082969006151,0.20000001788139343,0.6479132771492004,0.6478718519210815,0.6479132771492004,,
13,,97,,,,,,,0.6901209354400635,0.6488391757011414
13,5.671465714840451e-06,97,0.6937247514724731,0.00018753587210085243,0.20000001788139343,0.6438738107681274,0.643836259841919,0.6438738107681274,,
14,,104,,,,,,,0.7056451439857483,0.6396142840385437
14,5.9354233599151485e-06,104,0.6969888210296631,0.0001979219086933881,0.20000001788139343,0.6366443037986755,0.6366047859191895,0.6366443037986755,,
15,,111,,,,,,,0.7161290049552917,0.6329073309898376
15,6.218304861249635e-06,111,0.7253162860870361,0.00020312971901148558,0.20000001788139343,0.6275312900543213,0.6274906396865845,0.6275312900543213,,
16,,118,,,,,,,0.6743951439857483,0.6377549171447754
16,6.519993348774733e-06,118,0.7419787645339966,0.00019765672914218158,0.20000001788139343,0.623607337474823,0.6235678791999817,0.623607337474823,,
17,,125,,,,,,,0.7040322422981262,0.626308798789978
17,6.840362857474247e-06,125,0.7151315808296204,0.00021048101189080626,0.20000001788139343,0.6287238597869873,0.6286817789077759,0.6287238597869873,,
18,,132,,,,,,,0.6844757795333862,0.6323649287223816
18,7.179284239100525e-06,132,0.727656900882721,0.0002126615436282009,0.20000001788139343,0.6182530522346497,0.61821049451828,0.6182530522346497,,
19,,139,,,,,,,0.7054435014724731,0.6171753406524658
19,7.536617886216845e-06,139,0.7349696159362793,0.00022647573496215045,0.20000001788139343,0.6101759076118469,0.6101306676864624,0.6101759076118469,,
20,,146,,,,,,,0.6893144845962524,0.6181959509849548
20,7.912217370176222e-06,146,0.7336032390594482,0.00024538388242945075,0.20000001788139343,0.6086297035217285,0.6085806488990784,0.6086297035217285,,
21,,153,,,,,,,0.6965726017951965,0.6146678924560547
