epoch,learning_rate,step,training_auroc,training_coral_loss,training_coral_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,,,0.5548386573791504,0.6725507378578186
0,4.001942670583958e-06,6,0.5300607681274414,6.334470526780933e-05,0.05000000074505806,0.6979178786277771,0.6979146599769592,0.6979178786277771,,
1,,13,,,,,,,0.5683467984199524,0.6735313534736633
1,4.040205567434896e-06,13,0.5523025989532471,6.151804700493813e-05,0.10000000149011612,0.6941466331481934,0.6941404342651367,0.6941466331481934,,
2,,20,,,,,,,0.576411247253418,0.6749933362007141
2,4.147169875068357e-06,20,0.5800859928131104,7.004424696788192e-05,0.14999999105930328,0.690483570098877,0.6904730200767517,0.690483570098877,,
3,,27,,,,,,,0.5588710308074951,0.6764591336250305
3,4.322683253121795e-06,27,0.5946608781814575,6.384932930814102e-05,0.20000000298023224,0.6885270476341248,0.688514232635498,0.6885270476341248,,
4,,34,,,,,,,0.5421371459960938,0.6787502765655518
4,4.566494226310169e-06,34,0.6166244745254517,6.306958675850183e-05,0.25,0.6857683062553406,0.6857525706291199,0.6857683062553406,,
5,,41,,,,,,,0.6018145084381104,0.679204523563385
5,4.878252639173297e-06,41,0.6290233135223389,5.977762702968903e-05,0.29999998211860657,0.684364914894104,0.6843470931053162,0.684364914894104,,
6,,48,,,,,,,0.5983870625495911,0.6809046864509583
6,5.25751283930731e-06,48,0.6448886394500732,6.6409855207894e-05,0.3499999940395355,0.6819856762886047,0.6819624304771423,0.6819856762886047,,
7,,55,,,,,,,0.6042338609695435,0.6814129948616028
7,5.7037318583752494e-06,55,0.658831000328064,6.284590199356899e-05,0.4000000059604645,0.6803922653198242,0.6803670525550842,0.6803922653198242,,
8,,62,,,,,,,0.6193548440933228,0.6817718148231506
8,6.2162680478650145e-06,62,0.6685729026794434,6.446958286687732e-05,0.45000001788139343,0.6784602999687195,0.6784312725067139,0.6784602999687195,,
9,,69,,,,,,,0.6290322542190552,0.6815769672393799
9,6.794390628783731e-06,69,0.6745445728302002,6.429573841160163e-05,0.5,0.6771349906921387,0.67710280418396,0.6771349906921387,,
10,,76,,,,,,,0.6229838728904724,0.6811447143554688
10,7.437268777721329e-06,76,0.6842105388641357,6.61119629512541e-05,0.5,0.6751188635826111,0.6750857830047607,0.6751188635826111,,
11,,83,,,,,,,0.6338709592819214,0.6786184906959534
