epoch,learning_rate,step,training_auroc,training_coral_loss,training_coral_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
11,8.143982995534316e-06,83,0.6858299970626831,6.333318742690608e-05,0.5,0.6733575463294983,0.6733258962631226,0.6733575463294983,,
12,,90,,,,,,,0.6415322422981262,0.6762951612472534
12,8.913521014619619e-06,90,0.696255087852478,6.448042404372245e-05,0.5,0.6706995964050293,0.670667290687561,0.6706995964050293,,
13,,97,,,,,,,0.649193525314331,0.6717734932899475
13,9.744779163156636e-06,97,0.7053390741348267,6.51936061331071e-05,0.5,0.667758047580719,0.6677254438400269,0.667758047580719,,
14,,104,,,,,,,0.6588709354400635,0.6686845421791077
14,1.0636567822075449e-05,104,0.7080972194671631,6.65285624563694e-05,0.5,0.6653225421905518,0.6652892827987671,0.6653225421905518,,
15,,111,,,,,,,0.6693547964096069,0.6660617589950562
15,1.1587609151320066e-05,111,0.7112600803375244,6.612997822230682e-05,0.5,0.6628559231758118,0.6628228425979614,0.6628559231758118,,
16,,118,,,,,,,0.6754032373428345,0.663261890411377
16,1.2596541637321934e-05,118,0.7180415391921997,6.956471770536155e-05,0.5,0.6595665216445923,0.6595317125320435,0.6595665216445923,,
17,,125,,,,,,,0.67580646276474,0.6615586280822754
17,1.366191736451583e-05,125,0.7189018130302429,6.801820563850924e-05,0.5,0.6566097140312195,0.6565757393836975,0.6566097140312195,,
18,,132,,,,,,,0.6907258033752441,0.6574133038520813
18,1.4782214748265687e-05,132,0.7239625453948975,6.859383574919775e-05,0.5,0.652847409248352,0.6528130769729614,0.652847409248352,,
19,,139,,,,,,,0.6858870983123779,0.6566811203956604
19,1.5955825801938772e-05,139,0.7237094640731812,7.212060154415667e-05,0.5,0.6501450538635254,0.650109052658081,0.6501450538635254,,
20,,146,,,,,,,0.6891129016876221,0.6538382172584534
20,1.7181064322357997e-05,146,0.728365421295166,7.95048035797663e-05,0.5,0.6464091539382935,0.646369457244873,0.6464091539382935,,
21,,153,,,,,,,0.6935484409332275,0.6472341418266296
21,1.845618498919066e-05,153,0.7303390502929688,7.738885324215516e-05,0.5,0.6427972912788391,0.6427586078643799,0.6427972912788391,,
22,,160,,,,,,,0.7072581052780151,0.6402775049209595
22,1.9779357899096794e-05,160,0.73671555519104,8.287937816930935e-05,0.5,0.6377944946289062,0.6377530694007874,0.6377944946289062,,
23,,167,,,,,,,0.7020161151885986,0.6384868025779724
23,2.1148687665117905e-05,167,0.7353239059448242,8.462494588457048e-05,0.5,0.6349188685417175,0.6348766088485718,0.6349188685417175,,
24,,174,,,,,,,0.7028225660324097,0.6346376538276672
24,2.256220977869816e-05,174,0.7433198690414429,8.982863073470071e-05,0.5,0.6286565661430359,0.6286116242408752,0.6286565661430359,,
25,,181,,,,,,,0.7056452035903931,0.6320102214813232
25,2.401790152362082e-05,181,0.7404605150222778,0.00010196559014730155,0.5,0.6259123086929321,0.6258612871170044,0.6259123086929321,,
26,,188,,,,,,,0.7040322422981262,0.6321508288383484
26,2.551367288106121e-05,188,0.7413715124130249,9.583216888131574e-05,0.5,0.6207758784294128,0.6207280158996582,0.6207758784294128,,
27,,195,,,,,,,0.7096774578094482,0.6328474283218384
27,2.7047391995438375e-05,195,0.7428137063980103,0.00011121352872578427,0.5,0.6153699159622192,0.6153143644332886,0.6153699159622192,,
28,,202,,,,,,,0.7064515948295593,0.6376257538795471
28,2.8616854251595214e-05,202,0.7427125573158264,0.00011683550110319629,0.5,0.612619161605835,0.6125606894493103,0.612619161605835,,
29,,209,,,,,,,0.7064516544342041,0.6202817559242249
29,3.0219811378628947e-05,209,0.746330976486206,0.00011987326433882117,0.5,0.6084496974945068,0.6083898544311523,0.6084496974945068,,
30,,216,,,,,,,0.7064515948295593,0.6159330606460571
30,3.1853971449891105e-05,216,0.7493168115615845,0.00013246166054159403,0.5,0.6016465425491333,0.6015802621841431,0.6016465425491333,,
31,,223,,,,,,,0.7080645561218262,0.6124335527420044
31,3.351698615006171e-05,223,0.7513158321380615,0.00015179631009232253,0.5,0.5973199605941772,0.5972440838813782,0.5973199605941772,,
32,,230,,,,,,,0.7084677219390869,0.6180700659751892
32,3.5206474422011524e-05,230,0.7498481273651123,0.0001597048540133983,0.5,0.593725860118866,0.5936459898948669,0.593725860118866,,
33,,237,,,,,,,0.7161290645599365,0.6078881621360779
33,3.692002792377025e-05,237,0.7543522119522095,0.00017871639283839613,0.5,0.5891172289848328,0.5890278220176697,0.5891172289848328,,
34,,244,,,,,,,0.7173386812210083,0.6099822521209717
34,3.865517646772787e-05,244,0.7583502531051636,0.00018620275659486651,0.5,0.5830466747283936,0.5829535722732544,0.5830466747283936,,
35,,251,,,,,,,0.710080623626709,0.6033952236175537
35,4.0409446228295565e-05,251,0.7607540488243103,0.00019043766951654106,0.5,0.5774557590484619,0.5773606300354004,0.5774557590484619,,
36,,258,,,,,,,0.7165322303771973,0.59255450963974
36,4.2180319724138826e-05,258,0.7640941143035889,0.0002362031809752807,0.5,0.5734755992889404,0.5733575224876404,0.5734755992889404,,
37,,265,,,,,,,0.7124999761581421,0.6078580617904663
37,4.396525037009269e-05,265,0.7650050520896912,0.0002405759587418288,0.5,0.5711943507194519,0.5710740685462952,0.5711943507194519,,
38,,272,,,,,,,0.7157257795333862,0.6114226579666138
38,4.5761698856949806e-05,272,0.767307698726654,0.00028952094726264477,0.5,0.5656223893165588,0.5654776692390442,0.5656223893165588,,
39,,279,,,,,,,0.7088709473609924,0.6071684956550598
39,4.756708221975714e-05,279,0.7638157606124878,0.0003161774657201022,0.5,0.5657336115837097,0.5655754804611206,0.5657336115837097,,
