epoch,train_loss,val_loss,val_tile_auc,val_tile_f1,val_patient_auc,val_patient_f1,val_patient_acc,lr_head,lr_backbone
1,0.8276980221271515,0.7220950856020576,0.4623641304347827,0.6981981981981982,0.4355072463768116,0.7350427350427351,0.5921052631578947,0.0002,2e-05
