epoch,learning_rate,step,training_auroc,training_loss,validation_auroc,validation_loss
0,,6,,,0.4278225898742676,0.7041352391242981
0,4.0030536183621734e-06,6,0.48494434356689453,0.7015142440795898,,
1,,13,,,0.5370967388153076,0.7021569609642029
1,4.063194410264259e-06,13,0.5123481750488281,0.6950489282608032,,
2,,20,,,0.5556451082229614,0.6927558779716492
2,4.2312722143833525e-06,20,0.5586285591125488,0.6877892017364502,,
3,,27,,,0.6322580575942993,0.6883893013000488
3,4.506909135670867e-06,27,0.5623987913131714,0.6883288621902466,,
4,,34,,,0.649193525314331,0.6845941543579102
4,4.889483989245491e-06,34,0.6362094879150391,0.6766529083251953,,
5,,41,,,0.6919355392456055,0.6727182865142822
5,5.3781350288772956e-06,41,0.6509362459182739,0.6729801297187805,,
6,,48,,,0.6786290407180786,0.6691334247589111
6,5.971763130219188e-06,48,0.6823633909225464,0.6645522713661194,,
7,,55,,,0.7153226137161255,0.6601858735084534
7,6.66903088131221e-06,55,0.7249746918678284,0.6546544432640076,,
8,,62,,,0.7153226137161255,0.6517460942268372
8,7.468368494301103e-06,62,0.7085273265838623,0.6523358821868896,,
9,,69,,,0.7173386812210083,0.6395404934883118
9,8.367976079171058e-06,69,0.7393472194671631,0.6390018463134766,,
10,,76,,,0.7443548440933228,0.6257095336914062
10,9.365828191221226e-06,76,0.7437247037887573,0.6306224465370178,,
11,,83,,,0.7350805997848511,0.6192180514335632
11,1.0459676559548825e-05,83,0.7751265168190002,0.6105743050575256,,
12,,90,,,0.7205644845962524,0.6235763430595398
12,1.1647061910480261e-05,90,0.7610830068588257,0.6053066849708557,,
13,,97,,,0.7362903356552124,0.6085490584373474
13,1.2925307601108216e-05,97,0.7689018249511719,0.5899493098258972,,
14,,104,,,0.7584677934646606,0.5904896855354309
14,1.4291535080701578e-05,104,0.7791497707366943,0.574506402015686,,
15,,111,,,0.7479838728904724,0.5799157619476318
15,1.5742669347673655e-05,111,0.7931933403015137,0.5573224425315857,,
16,,118,,,0.7427419424057007,0.576580286026001
16,1.7275442587560974e-05,118,0.8030617237091064,0.5453776717185974,,
17,,125,,,0.7471774220466614,0.6035794615745544
17,1.8886405086959712e-05,125,0.8118168115615845,0.5241552591323853,,
18,,132,,,0.750806450843811,0.5774245262145996
18,2.0571924324030988e-05,132,0.819534420967102,0.5141662955284119,,
19,,139,,,0.7709677219390869,0.5452244877815247
19,2.2328211343847215e-05,139,0.8323127031326294,0.49382641911506653,,
20,,146,,,0.7774193286895752,0.5697399377822876
20,2.4151308025466278e-05,146,0.8411943316459656,0.48445940017700195,,
21,,153,,,0.7895160913467407,0.5408159494400024
21,2.603711254778318e-05,153,0.8439018726348877,0.47778230905532837,,
22,,160,,,0.7810484170913696,0.5520378351211548
22,2.7981373932561837e-05,160,0.8645496368408203,0.4530133008956909,,
23,,167,,,0.772580623626709,0.5410024523735046
23,2.9979719329276122e-05,167,0.8775050640106201,0.4363079369068146,,
24,,174,,,0.7870967388153076,0.5649962425231934
24,3.2027644920162857e-05,174,0.8801113367080688,0.4307865798473358,,
25,,181,,,0.8153226375579834,0.5546250939369202
25,3.412054866203107e-05,181,0.8943825960159302,0.4121417701244354,,
26,,188,,,0.7870967388153076,0.5350115299224854
26,3.625369936344214e-05,188,0.8989119529724121,0.40816983580589294,,
27,,195,,,0.7911289930343628,0.5976827144622803
27,3.842230944428593e-05,195,0.9168775677680969,0.37097179889678955,,
28,,202,,,0.7749999761581421,0.6256603598594666
28,4.0621500374982134e-05,202,0.9272520542144775,0.35522717237472534,,
29,,209,,,0.7637096643447876,0.6155988574028015
29,4.2846299038501456e-05,209,0.9226720333099365,0.35291099548339844,,
30,,216,,,0.7834677696228027,0.5447341799736023
30,4.509171412792057e-05,216,0.9520748853683472,0.2987920641899109,,
31,,223,,,0.7895162105560303,0.6291741132736206
31,4.735268157674e-05,223,0.9619685411453247,0.2790171802043915,,
