epoch,learning_rate,step,training_auroc,training_distillation_loss,training_distillation_weight,training_domain_acc,training_domain_loss,training_domain_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,,,,,,0.4594758152961731,0.681757390499115
0,4.001942670583958e-06,6,0.4915485978126526,0.457681804895401,0.02500000037252903,0.47028037905693054,0.7026422619819641,0.05000000074505806,1.4108392000198364,0.6967547535896301,1.4108392000198364,,
1,,13,,,,,,,,,,0.4989919066429138,0.681398332118988
1,4.040205567434896e-06,13,0.5276569128036499,0.441595196723938,0.05000000074505806,0.473696768283844,0.7024063467979431,0.10000000149011612,1.4191265106201172,0.6946402192115784,1.4191265106201172,,
2,,20,,,,,,,,,,0.5252016186714172,0.681538462638855
2,4.147169875068357e-06,20,0.5526189208030701,0.4260791540145874,0.07499999552965164,0.474194198846817,0.701221227645874,0.14999999105930328,1.425642490386963,0.6924654245376587,1.425642490386963,,
3,,27,,,,,,,,,,0.5425403118133545,0.6823229789733887
3,4.322683253121795e-06,27,0.5759361982345581,0.4153794050216675,0.10000000149011612,0.47457465529441833,0.7028599977493286,0.20000000298023224,1.4345284700393677,0.690130352973938,1.4345284700393677,,
4,,34,,,,,,,,,,0.5697580575942993,0.6816843748092651
4,4.566494226310169e-06,34,0.6024038791656494,0.39757922291755676,0.125,0.4706200957298279,0.703507125377655,0.25,1.4407497644424438,0.6875452995300293,1.4407497644424438,,
5,,41,,,,,,,,,,0.590725839138031,0.6805754899978638
5,4.878252639173297e-06,41,0.6238613128662109,0.3764397203922272,0.14999999105930328,0.46863067150115967,0.7052059769630432,0.29999998211860657,1.4473645687103271,0.6856927871704102,1.4473645687103271,,
6,,48,,,,,,,,,,0.6177419424057007,0.679058849811554
6,5.25751283930731e-06,48,0.6388664245605469,0.35081005096435547,0.17499999701976776,0.4568374454975128,0.7067112922668457,0.3499999940395355,1.4516276121139526,0.6835246086120605,1.4516276121139526,,
7,,55,,,,,,,,,,0.6151210069656372,0.6776831150054932
7,5.7037318583752494e-06,55,0.6613866090774536,0.3230954110622406,0.20000000298023224,0.4523853659629822,0.7093808054924011,0.4000000059604645,1.4548472166061401,0.6808472275733948,1.4548472166061401,,
8,,62,,,,,,,,,,0.6284273862838745,0.6752906441688538
8,6.2162680478650145e-06,62,0.6687753200531006,0.29544296860694885,0.20000000298023224,0.4428430199623108,0.7118251323699951,0.45000001788139343,1.4496744871139526,0.678760826587677,1.4496744871139526,,
9,,69,,,,,,,,,,0.6481854915618896,0.672114372253418
9,6.794390628783731e-06,69,0.6798582673072815,0.2630718946456909,0.20000000298023224,0.4238365590572357,0.714854896068573,0.5,1.4439043998718262,0.676435112953186,1.4439043998718262,,
10,,76,,,,,,,,,,0.6471774578094482,0.6704015731811523
10,7.437268777721329e-06,76,0.6891953349113464,0.23121803998947144,0.20000000298023224,0.3866769075393677,0.720233142375946,0.5,1.4405405521392822,0.6740638017654419,1.4405405521392822,,
11,,83,,,,,,,,,,0.6526209712028503,0.6671348214149475
11,8.143982995534316e-06,83,0.6904605627059937,0.2001010626554489,0.20000000298023224,0.3697413504123688,0.726743221282959,0.5,1.4384632110595703,0.6716998219490051,1.4384632110595703,,
12,,90,,,,,,,,,,0.6582661271095276,0.6655924916267395
12,8.913521014619619e-06,90,0.6966346502304077,0.1697596162557602,0.20000000298023224,0.29365578293800354,0.732214629650116,0.5,1.435746669769287,0.6695801019668579,1.435746669769287,,
13,,97,,,,,,,,,,0.663306474685669,0.6620304584503174
13,9.744779163156636e-06,97,0.699291467666626,0.14301109313964844,0.20000000298023224,0.28207194805145264,0.7366669774055481,0.5,1.4319969415664673,0.6667279005050659,1.4319969415664673,,
14,,104,,,,,,,,,,0.6667339205741882,0.6616058349609375
14,1.0636567822075449e-05,104,0.705010175704956,0.11751240491867065,0.20000000298023224,0.2172655612230301,0.7468962073326111,0.5,1.4338798522949219,0.6634812951087952,1.4338798522949219,,
15,,111,,,,,,,,,,0.6526209115982056,0.6605204939842224
15,1.1587609151320066e-05,111,0.7067813873291016,0.09594378620386124,0.20000000298023224,0.1579279601573944,0.7542405724525452,0.5,1.433746099472046,0.6603168845176697,1.433746099472046,,
16,,118,,,,,,,,,,0.6499999761581421,0.658061683177948
16,1.2596541637321934e-05,118,0.7098684310913086,0.0761844590306282,0.20000000298023224,0.12294533103704453,0.7632986307144165,0.5,1.4354538917541504,0.6569182872772217,1.4354538917541504,,
17,,125,,,,,,,,,,0.6471774578094482,0.6564856767654419
17,1.366191736451583e-05,125,0.7082237005233765,0.05870985984802246,0.20000000298023224,0.09021354466676712,0.7713766098022461,0.5,1.4374467134475708,0.6543282270431519,1.4374467134475708,,
18,,132,,,,,,,,,,0.6397177577018738,0.6587847471237183
18,1.4782214748265687e-05,132,0.7090080976486206,0.0450514517724514,0.20000000298023224,0.08000508695840836,0.7795572280883789,0.5,1.43942129611969,0.6508538126945496,1.43942129611969,,
19,,139,,,,,,,,,,0.6223790049552917,0.6568191647529602
19,1.5955825801938772e-05,139,0.7170799970626831,0.033285319805145264,0.20000000298023224,0.061501313000917435,0.7875325679779053,0.5,1.4401787519454956,0.6459891200065613,1.4401787519454956,,
20,,146,,,,,,,,,,0.6167338490486145,0.6555107235908508
20,1.7181064322357997e-05,146,0.7144737243652344,0.02336483635008335,0.20000000298023224,0.04629170149564743,0.7945762276649475,0.5,1.4430454969406128,0.6437963247299194,1.4430454969406128,,
21,,153,,,,,,,,,,0.6211693286895752,0.6516882181167603
21,1.845618498919066e-05,153,0.7152328491210938,0.015364724211394787,0.20000000298023224,0.047338247299194336,0.8010960221290588,0.5,1.4461168050765991,0.6419478058815002,1.4461168050765991,,
22,,160,,,,,,,,,,0.6038306355476379,0.6452255845069885
22,1.9779357899096794e-05,160,0.7191802263259888,0.009221870452165604,0.20000000298023224,0.03854024410247803,0.8043598532676697,0.5,1.4446872472763062,0.6384830474853516,1.4446872472763062,,
23,,167,,,,,,,,,,0.6050403118133545,0.6407521367073059
23,2.1148687665117905e-05,167,0.7222925424575806,0.0051412563771009445,0.20000000298023224,0.03949964419007301,0.8080630302429199,0.5,1.4452613592147827,0.636169970035553,1.4452613592147827,,
24,,174,,,,,,,,,,0.6068547964096069,0.6415267586708069
24,2.256220977869816e-05,174,0.7281376123428345,0.0034186411648988724,0.20000000298023224,0.047718700021505356,0.8094204068183899,0.5,1.4424188137054443,0.6323145627975464,1.4424188137054443,,
25,,181,,,,,,,,,,0.6074596643447876,0.6391569375991821
25,2.401790152362082e-05,181,0.727505087852478,0.002656163414940238,0.20000000298023224,0.03957024961709976,0.8057172894477844,0.5,1.43594491481781,0.6296961903572083,1.43594491481781,,
26,,188,,,,,,,,,,0.603225827217102,0.6398823261260986
26,2.551367288106121e-05,188,0.72773277759552,0.0021527791395783424,0.20000000298023224,0.04698200523853302,0.7996903657913208,0.5,1.4272276163101196,0.6271068453788757,1.4272276163101196,,
27,,195,,,,,,,,,,0.5913306474685669,0.6354324221611023
