epoch,learning_rate,step,training_auroc,training_loss,validation_auroc,validation_loss
0,,6,,,0.46572577953338623,0.6954793930053711
0,4.0030536183621734e-06,6,0.46123480796813965,0.82595294713974,,
1,,13,,,0.48669350147247314,0.6800172328948975
1,4.063194410264259e-06,13,0.5307186245918274,0.7560480237007141,,
2,,20,,,0.5322580337524414,0.6916755437850952
2,4.2312722143833525e-06,20,0.5008856058120728,0.7217312455177307,,
3,,27,,,0.5778225660324097,0.7216415405273438
3,4.506909135670867e-06,27,0.5653846263885498,0.6942844986915588,,
4,,34,,,0.607661247253418,0.7610028386116028
4,4.889483989245491e-06,34,0.6044028401374817,0.6851130127906799,,
5,,41,,,0.6237903237342834,0.7918750047683716
5,5.3781350288772956e-06,41,0.6162196397781372,0.6872721910476685,,
6,,48,,,0.6403225660324097,0.801728367805481
6,5.971763130219188e-06,48,0.6222672462463379,0.6922318935394287,,
7,,55,,,0.6552419662475586,0.7769200205802917
7,6.66903088131221e-06,55,0.6481022238731384,0.6864162087440491,,
8,,62,,,0.66411292552948,0.7380618453025818
8,7.468368494301103e-06,62,0.643598198890686,0.6795160174369812,,
9,,69,,,0.6745967864990234,0.7004438042640686
9,8.367976079171058e-06,69,0.6633286476135254,0.6699939370155334,,
10,,76,,,0.6794354915618896,0.6782428026199341
10,9.365828191221226e-06,76,0.6524038314819336,0.6703133583068848,,
11,,83,,,0.6822580695152283,0.671265721321106
11,1.0459676559548825e-05,83,0.694762110710144,0.6606425642967224,,
12,,90,,,0.6862903237342834,0.6832760572433472
12,1.1647061910480261e-05,90,0.690941333770752,0.6564830541610718,,
13,,97,,,0.6887096166610718,0.692889392375946
13,1.2925307601108216e-05,97,0.7135121822357178,0.6454098224639893,,
14,,104,,,0.6915322542190552,0.6830189228057861
14,1.4291535080701578e-05,104,0.7127277851104736,0.6402965784072876,,
15,,111,,,0.704838752746582,0.6640622615814209
15,1.5742669347673655e-05,111,0.7074140310287476,0.6355061531066895,,
16,,118,,,0.7036290168762207,0.6496528387069702
16,1.7275442587560974e-05,118,0.7301366329193115,0.623331606388092,,
17,,125,,,0.7076612710952759,0.6383355855941772
17,1.8886405086959712e-05,125,0.7259615659713745,0.6212856769561768,,
18,,132,,,0.7088710069656372,0.6533657908439636
18,2.0571924324030988e-05,132,0.741953432559967,0.6059461236000061,,
19,,139,,,0.7076612710952759,0.63603276014328
19,2.2328211343847215e-05,139,0.751518189907074,0.5958083271980286,,
20,,146,,,0.710080623626709,0.6234891414642334
20,2.4151308025466278e-05,146,0.7419787645339966,0.5944507122039795,,
21,,153,,,0.7201613187789917,0.6355424523353577
21,2.603711254778318e-05,153,0.7540991902351379,0.5855748057365417,,
22,,160,,,0.727419376373291,0.6353007555007935
22,2.7981373932561837e-05,160,0.768598198890686,0.5753178596496582,,
23,,167,,,0.7366935610771179,0.6332056522369385
23,2.9979719329276122e-05,167,0.7704706192016602,0.5705839991569519,,
24,,174,,,0.7399193048477173,0.6141847968101501
24,3.2027644920162857e-05,174,0.7682186365127563,0.5717505812644958,,
25,,181,,,0.7379032373428345,0.6644647717475891
25,3.412054866203107e-05,181,0.7668522596359253,0.5837936401367188,,
26,,188,,,0.7403225898742676,0.6212647557258606
26,3.625369936344214e-05,188,0.7935729026794434,0.5582596063613892,,
27,,195,,,0.7435483932495117,0.6334406733512878
27,3.842230944428593e-05,195,0.8022773265838623,0.5496492981910706,,
28,,202,,,0.7415322065353394,0.6081878542900085
28,4.0621500374982134e-05,202,0.8045293688774109,0.5493956804275513,,
29,,209,,,0.7443548440933228,0.6838827729225159
29,4.2846299038501456e-05,209,0.8036437034606934,0.5471153259277344,,
30,,216,,,0.7411290407180786,0.6077116131782532
30,4.509171412792057e-05,216,0.8072367906570435,0.5410783290863037,,
31,,223,,,0.7383064031600952,0.67728590965271
31,4.735268157674e-05,223,0.8230769038200378,0.5273367762565613,,
