epoch,learning_rate,step,training_auroc,training_loss,training_pseudolabel_loss,training_pseudolabel_weight,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,,,0.6352822780609131,0.6680620908737183
0,4.001942670583958e-06,6,0.5081477761268616,0.7424467206001282,0.6770938038825989,0.0625,0.7001283764839172,0.7424467206001282,,
1,,13,,,,,,,0.6379032135009766,0.6680702567100525
1,4.040205567434896e-06,13,0.5341346263885498,0.7793437838554382,0.6649393439292908,0.125,0.6962262988090515,0.7793437838554382,,
2,,20,,,,,,,0.6368951797485352,0.6682794690132141
2,4.147169875068357e-06,20,0.5618168115615845,0.8144610524177551,0.6464515924453735,0.1875,0.6932514309883118,0.8144610524177551,,
3,,27,,,,,,,0.6508064270019531,0.6680598258972168
3,4.322683253121795e-06,27,0.5860323905944824,0.8465323448181152,0.6233588457107544,0.25,0.6906925439834595,0.8465323448181152,,
4,,34,,,,,,,0.6449596881866455,0.667407751083374
4,4.566494226310169e-06,34,0.606401801109314,0.8765745162963867,0.6011373996734619,0.3125,0.6887190341949463,0.8765745162963867,,
5,,41,,,,,,,0.6520161628723145,0.6663665771484375
5,4.878252639173297e-06,41,0.6270242929458618,0.9006906747817993,0.572333574295044,0.375,0.686065673828125,0.9006906747817993,,
6,,48,,,,,,,0.6457661390304565,0.6650464534759521
6,5.25751283930731e-06,48,0.6538841128349304,0.9200402498245239,0.5410861372947693,0.4375,0.6833149790763855,0.9200402498245239,,
7,,55,,,,,,,0.6514112949371338,0.6626390218734741
7,5.7037318583752494e-06,55,0.6576416492462158,0.9342769980430603,0.5039969682693481,0.5,0.682278573513031,0.9342769980430603,,
8,,62,,,,,,,0.6407257914543152,0.6600210666656494
8,6.2162680478650145e-06,62,0.6699645519256592,0.9151372313499451,0.46844539046287537,0.5,0.6809145212173462,0.9151372313499451,,
9,,69,,,,,,,0.6459677219390869,0.6579349040985107
9,6.794390628783731e-06,69,0.6786437034606934,0.893183171749115,0.4274190366268158,0.5,0.6794735789299011,0.893183171749115,,
10,,76,,,,,,,0.6479839086532593,0.655185341835022
10,7.437268777721329e-06,76,0.6872469186782837,0.8714198470115662,0.3890153765678406,0.5,0.6769121289253235,0.8714198470115662,,
11,,83,,,,,,,0.6435483694076538,0.6538599133491516
11,8.143982995534316e-06,83,0.6986335515975952,0.8511806130409241,0.3532329499721527,0.5,0.6745641231536865,0.8511806130409241,,
12,,90,,,,,,,0.6381047964096069,0.6518736481666565
12,8.913521014619619e-06,90,0.699063777923584,0.8299534320831299,0.3160015642642975,0.5,0.6719526648521423,0.8299534320831299,,
13,,97,,,,,,,0.6366934776306152,0.6511878371238708
13,9.744779163156636e-06,97,0.7022773027420044,0.8108574748039246,0.28511175513267517,0.5,0.6683015823364258,0.8108574748039246,,
14,,104,,,,,,,0.6506048440933228,0.6482811570167542
14,1.0636567822075449e-05,104,0.7065789699554443,0.7917699217796326,0.25374913215637207,0.5,0.6648954153060913,0.7917699217796326,,
15,,111,,,,,,,0.6471774578094482,0.6489371657371521
15,1.1587609151320066e-05,111,0.713081955909729,0.7724794745445251,0.2240007519721985,0.5,0.660478949546814,0.7724794745445251,,
16,,118,,,,,,,0.6429435014724731,0.6488214135169983
16,1.2596541637321934e-05,118,0.709843099117279,0.7568533420562744,0.1995103508234024,0.5,0.657098114490509,0.7568533420562744,,
17,,125,,,,,,,0.6421370506286621,0.64901202917099
17,1.366191736451583e-05,125,0.7155110836029053,0.7391259074211121,0.1739879995584488,0.5,0.652131974697113,0.7391259074211121,,
18,,132,,,,,,,0.6463710069656372,0.6499999761581421
18,1.4782214748265687e-05,132,0.7148278951644897,0.7231614589691162,0.1505703628063202,0.5,0.6478763222694397,0.7231614589691162,,
19,,139,,,,,,,0.6435483694076538,0.6490111351013184
19,1.5955825801938772e-05,139,0.7202935218811035,0.7088046669960022,0.13092932105064392,0.5,0.643339991569519,0.7088046669960022,,
20,,146,,,,,,,0.6459677219390869,0.6496147513389587
20,1.7181064322357997e-05,146,0.7222418785095215,0.695690393447876,0.11171828210353851,0.5,0.6398311853408813,0.695690393447876,,
21,,153,,,,,,,0.6435483694076538,0.6479506492614746
21,1.845618498919066e-05,153,0.7207489609718323,0.6847106218338013,0.09566178917884827,0.5,0.6368797421455383,0.6847106218338013,,
22,,160,,,,,,,0.6395161151885986,0.6425488591194153
22,1.9779357899096794e-05,160,0.7245697975158691,0.6737557053565979,0.07922661304473877,0.5,0.6341423988342285,0.6737557053565979,,
23,,167,,,,,,,0.6395161151885986,0.6442851424217224
23,2.1148687665117905e-05,167,0.7290991544723511,0.663504958152771,0.06705433130264282,0.5,0.629977822303772,0.663504958152771,,
