epoch,learning_rate,step,training_auroc,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,9,,,,,0.4316976070404053,0.7039361000061035
0,4.000507033197209e-06,9,0.46803852915763855,0.6964832544326782,0.6964832544326782,0.6964832544326782,,
1,,19,,,,,0.43974989652633667,0.7024802565574646
1,4.0182458178605884e-06,19,0.5266016721725464,0.6927784085273743,0.6927784085273743,0.6927784085273743,,
2,,29,,,,,0.4504547119140625,0.7010683417320251
2,4.069424903718755e-06,29,0.5112161636352539,0.6932847499847412,0.6932847499847412,0.6932847499847412,,
3,,39,,,,,0.4583175480365753,0.7003914713859558
3,4.154007001488935e-06,39,0.5207034349441528,0.6929811239242554,0.6929811239242554,0.6929811239242554,,
4,,49,,,,,0.4677908420562744,0.6999872326850891
4,4.271933448762866e-06,49,0.51179039478302,0.69351726770401,0.69351726770401,0.69351726770401,,
5,,59,,,,,0.46978020668029785,0.6994564533233643
5,4.4231233005120885e-06,59,0.5210025906562805,0.6926864385604858,0.6926864385604858,0.6926864385604858,,
6,,69,,,,,0.479064017534256,0.6987260580062866
6,4.607469236361794e-06,69,0.562852144241333,0.6907095313072205,0.6907095313072205,0.6907095313072205,,
7,,79,,,,,0.48882150650024414,0.6981782913208008
7,4.8248443818010855e-06,79,0.5735000371932983,0.6890199184417725,0.6890199184417725,0.6890199184417725,,
8,,89,,,,,0.49905267357826233,0.6976750493049622
8,5.075095941720065e-06,89,0.5804630517959595,0.68900066614151,0.68900066614151,0.68900066614151,,
9,,99,,,,,0.4999052882194519,0.6966807842254639
9,5.358051566872746e-06,99,0.6011485457420349,0.6861482262611389,0.6861482262611389,0.6861482262611389,,
10,,109,,,,,0.5048314332962036,0.6954132914543152
10,5.673512532666791e-06,109,0.5864090323448181,0.6881139874458313,0.6881139874458313,0.6881139874458313,,
11,,119,,,,,0.5147783160209656,0.6944959759712219
11,6.0212573771423195e-06,119,0.6055752038955688,0.6859143972396851,0.6859143972396851,0.6859143972396851,,
12,,129,,,,,0.5249147415161133,0.6937906742095947
12,6.401047357940115e-06,129,0.6214990615844727,0.6832742094993591,0.6832742094993591,0.6832742094993591,,
13,,139,,,,,0.5312618613243103,0.6929508447647095
13,6.8126159931125585e-06,139,0.6284022331237793,0.6832486987113953,0.6832486987113953,0.6832486987113953,,
14,,149,,,,,0.5344827771186829,0.692261815071106
14,7.255674518091837e-06,149,0.6189148426055908,0.6827691793441772,0.6827691793441772,0.6827691793441772,,
15,,159,,,,,0.5380825996398926,0.691308319568634
15,7.729918252152856e-06,159,0.6281390190124512,0.6817945241928101,0.6817945241928101,0.6817945241928101,,
16,,169,,,,,0.541208803653717,0.6896858215332031
16,8.235014320234768e-06,169,0.6434049010276794,0.6793495416641235,0.6793495416641235,0.6793495416641235,,
17,,179,,,,,0.541398286819458,0.6897174119949341
17,8.770610293140635e-06,179,0.6482263803482056,0.677948534488678,0.677948534488678,0.677948534488678,,
18,,189,,,,,0.5444296598434448,0.6885575652122498
18,9.336334187537432e-06,189,0.656158447265625,0.6751014590263367,0.6751014590263367,0.6751014590263367,,
