epoch,learning_rate,step,training_auroc,training_domain_acc,training_domain_loss,training_domain_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,,,,0.6129032373428345,0.6961901783943176
0,4.001942670583958e-06,6,0.5055161714553833,0.49634993076324463,0.7221369743347168,0.05000000074505806,1.4170701503753662,0.6949331760406494,1.4170701503753662,,
1,,13,,,,,,,,0.6409274339675903,0.6923348903656006
1,4.040205567434896e-06,13,0.518168032169342,0.5117635726928711,0.7188786864280701,0.10000000149011612,1.4121686220169067,0.6932899355888367,1.4121686220169067,,
2,,20,,,,,,,,0.6403226256370544,0.6900840401649475
2,4.147169875068357e-06,20,0.5324392914772034,0.511694610118866,0.7177743315696716,0.14999999105930328,1.4097836017608643,0.6920092701911926,1.4097836017608643,,
3,,27,,,,,,,,0.64838707447052,0.6873074173927307
3,4.322683253121795e-06,27,0.5409919023513794,0.5014064311981201,0.7211138010025024,0.20000000298023224,1.4117299318313599,0.6906160712242126,1.4117299318313599,,
4,,34,,,,,,,,0.6580644845962524,0.6854071021080017
4,4.566494226310169e-06,34,0.5442813634872437,0.49743881821632385,0.722501814365387,0.25,1.412383794784546,0.6898820996284485,1.412383794784546,,
5,,41,,,,,,,,0.6782258152961731,0.6828349232673645
5,4.878252639173297e-06,41,0.5599949359893799,0.5141516327857971,0.7207729816436768,0.29999998211860657,1.408888339996338,0.6881152391433716,1.408888339996338,,
6,,48,,,,,,,,0.6842741966247559,0.6811959743499756
6,5.25751283930731e-06,48,0.563992977142334,0.5047871470451355,0.7244253754615784,0.3499999940395355,1.411818504333496,0.687393069267273,1.411818504333496,,
7,,55,,,,,,,,0.6947580575942993,0.6787294745445251
7,5.7037318583752494e-06,55,0.5766193866729736,0.495263934135437,0.7286844849586487,0.4000000059604645,1.4143253564834595,0.685640811920166,1.4143253564834595,,
8,,62,,,,,,,,0.7072581052780151,0.6773054599761963
8,6.2162680478650145e-06,62,0.5883097052574158,0.48554837703704834,0.733033299446106,0.45000001788139343,1.4172518253326416,0.6842186450958252,1.4172518253326416,,
9,,69,,,,,,,,0.7153226137161255,0.6759700179100037
9,6.794390628783731e-06,69,0.5950593948364258,0.4928261339664459,0.7352933883666992,0.5,1.4185470342636108,0.6832536458969116,1.4185470342636108,,
10,,76,,,,,,,,0.7254031896591187,0.673636257648468
10,7.437268777721329e-06,76,0.6002529859542847,0.4787304997444153,0.7407883405685425,0.5,1.4227834939956665,0.681995153427124,1.4227834939956665,,
11,,83,,,,,,,,0.7205644845962524,0.6706225872039795
11,8.143982995534316e-06,83,0.6140182018280029,0.45283374190330505,0.7494170069694519,0.5,1.4292696714401245,0.6798527836799622,1.4292696714401245,,
12,,90,,,,,,,,0.7318547964096069,0.6673364639282227
12,8.913521014619619e-06,90,0.6195850372314453,0.40242594480514526,0.7581164240837097,0.5,1.4365415573120117,0.6784252524375916,1.4365415573120117,,
