epoch,learning_rate,step,training_auroc,training_loss,validation_auroc,validation_loss
0,,6,,,0.5072580575942993,0.8592875003814697
0,4.0030536183621734e-06,6,0.5389169454574585,0.8142430186271667,,
1,,13,,,0.4907258152961731,0.7717478275299072
1,4.063194410264259e-06,13,0.48922064900398254,0.7508922815322876,,
2,,20,,,0.6112903356552124,0.7042248845100403
2,4.2312722143833525e-06,20,0.5203947424888611,0.708246648311615,,
3,,27,,,0.5068548917770386,0.6840918064117432
3,4.506909135670867e-06,27,0.5536184310913086,0.690188467502594,,
4,,34,,,0.49919354915618896,0.6744799017906189
4,4.889483989245491e-06,34,0.5339827537536621,0.6957403421401978,,
5,,41,,,0.5499999523162842,0.6705242395401001
5,5.3781350288772956e-06,41,0.5592358112335205,0.6976737380027771,,
6,,48,,,0.5415322780609131,0.672362744808197
6,5.971763130219188e-06,48,0.555743932723999,0.6993324756622314,,
7,,55,,,0.5576612949371338,0.6783156394958496
7,6.66903088131221e-06,55,0.5697115659713745,0.6919215321540833,,
8,,62,,,0.579032301902771,0.690539538860321
8,7.468368494301103e-06,62,0.5613107681274414,0.6872537136077881,,
9,,69,,,0.5649193525314331,0.7099747061729431
9,8.367976079171058e-06,69,0.5726214647293091,0.6879855990409851,,
10,,76,,,0.5911290049552917,0.7049680948257446
10,9.365828191221226e-06,76,0.6037195920944214,0.6846205592155457,,
11,,83,,,0.6044354438781738,0.7022337913513184
11,1.0459676559548825e-05,83,0.6175100803375244,0.6816284656524658,,
12,,90,,,0.5887097120285034,0.6846592426300049
12,1.1647061910480261e-05,90,0.6122216582298279,0.6800710558891296,,
13,,97,,,0.6189516186714172,0.674293041229248
13,1.2925307601108216e-05,97,0.5968876481056213,0.680109441280365,,
14,,104,,,0.6274193525314331,0.6738319396972656
14,1.4291535080701578e-05,104,0.6806173920631409,0.6698419451713562,,
15,,111,,,0.6338709592819214,0.6778497099876404
15,1.5742669347673655e-05,111,0.6440536379814148,0.672463059425354,,
16,,118,,,0.624193549156189,0.6845471262931824
16,1.7275442587560974e-05,118,0.6579200029373169,0.6677334308624268,,
17,,125,,,0.6225806474685669,0.6800552606582642
17,1.8886405086959712e-05,125,0.6519989967346191,0.6652594208717346,,
18,,132,,,0.5999999642372131,0.6682888269424438
18,2.0571924324030988e-05,132,0.6688005924224854,0.659173846244812,,
19,,139,,,0.647580623626709,0.6655068397521973
19,2.2328211343847215e-05,139,0.6491903066635132,0.6619631052017212,,
20,,146,,,0.6463710069656372,0.6890774369239807
20,2.4151308025466278e-05,146,0.6730515956878662,0.6517332196235657,,
21,,153,,,0.6447580456733704,0.6475308537483215
21,2.603711254778318e-05,153,0.6637651920318604,0.6528558731079102,,
22,,160,,,0.6395161151885986,0.691886842250824
22,2.7981373932561837e-05,160,0.6774544715881348,0.6450779438018799,,
23,,167,,,0.6604838371276855,0.6393157243728638
23,2.9979719329276122e-05,167,0.7027833461761475,0.6364952325820923,,
24,,174,,,0.6721774339675903,0.6502360701560974
24,3.2027644920162857e-05,174,0.6800860166549683,0.646685779094696,,
25,,181,,,0.6616935729980469,0.666583240032196
25,3.412054866203107e-05,181,0.7107540369033813,0.6245684027671814,,
26,,188,,,0.676612913608551,0.6482470631599426
26,3.625369936344214e-05,188,0.7209007740020752,0.6189091205596924,,
27,,195,,,0.6891129016876221,0.6257744431495667
27,3.842230944428593e-05,195,0.7337803840637207,0.6125224828720093,,
28,,202,,,0.70322585105896,0.6687715649604797
28,4.0621500374982134e-05,202,0.7238360643386841,0.6138453483581543,,
29,,209,,,0.7129032611846924,0.6175103187561035
29,4.2846299038501456e-05,209,0.7383350133895874,0.5952966213226318,,
30,,216,,,0.6979838609695435,0.626237690448761
30,4.509171412792057e-05,216,0.7632337808609009,0.580564022064209,,
31,,223,,,0.7088710069656372,0.5996086597442627
31,4.735268157674e-05,223,0.7691295742988586,0.5842387676239014,,
