epoch,learning_rate,step,training_loss,validation_auroc,validation_loss
0,,6,,0.5663306713104248,0.33665892481803894
0,1.2002256880805362e-05,6,0.3516825735569,,
1,,13,,0.600806474685669,0.3212822675704956
1,1.2046697520418093e-05,13,0.3370111286640167,,
2,,20,,0.5562499761581421,0.31106293201446533
2,1.2170974514447153e-05,20,0.3279606103897095,,
3,,27,,0.5844758152961731,0.30117884278297424
3,1.2375016012811102e-05,27,0.31368979811668396,,
4,,34,,0.6977822780609131,0.2928551435470581
4,1.2658710147661623e-05,34,0.32327762246131897,,
5,,41,,0.6885080933570862,0.2892763614654541
5,1.3021898666920606e-05,41,0.3059072196483612,,
6,,48,,0.7239919900894165,0.28055036067962646
6,1.346438057225896e-05,48,0.31443819403648376,,
7,,55,,0.7401210069656372,0.27654340863227844
7,1.3985911209601909e-05,55,0.2986180782318115,,
8,,62,,0.7423387169837952,0.2742618918418884
8,1.4586200450139586e-05,62,0.2906012237071991,,
9,,69,,0.7512096762657166,0.2725391983985901
9,1.5264915418811142e-05,69,0.29498904943466187,,
10,,76,,0.7338709831237793,0.2717817723751068
10,1.6021678675315343e-05,76,0.28178247809410095,,
11,,83,,0.727419376373291,0.2744411528110504
11,1.6856074580573477e-05,83,0.2824249863624573,,
12,,90,,0.7431451678276062,0.2736814320087433
12,1.7767637473298237e-05,90,0.28181999921798706,,
13,,97,,0.747782289981842,0.2821194529533386
13,1.875585803645663e-05,97,0.2790902554988861,,
14,,104,,0.7171370983123779,0.2866562008857727
14,1.9820196030195802e-05,104,0.27288374304771423,,
15,,111,,0.7213709354400635,0.28694114089012146
15,2.0960054825991392e-05,111,0.2665748596191406,,
16,,118,,0.7094758152961731,0.29182708263397217
16,2.217480869148858e-05,118,0.2595776915550232,,
17,,125,,0.7209677696228027,0.2952404022216797
17,2.3463775505661033e-05,125,0.26413819193840027,,
18,,132,,0.7106854915618896,0.30038830637931824
18,2.4826247681630775e-05,132,0.2631842792034149,,
19,,139,,0.70705646276474,0.30506014823913574
19,2.6261466700816527e-05,139,0.25596487522125244,,
20,,146,,0.7030242085456848,0.3114362359046936
20,2.776863402687013e-05,146,0.2508320212364197,,
21,,153,,0.699999988079071,0.3182888925075531
21,2.9346916562644765e-05,153,0.24927425384521484,,
22,,160,,0.6820564270019531,0.32550549507141113
22,3.0995441193226725e-05,160,0.24479863047599792,,
23,,167,,0.67580646276474,0.33257994055747986
23,3.2713291147956625e-05,167,0.24337166547775269,,
24,,174,,0.7028226256370544,0.33289557695388794
24,3.449951691436581e-05,174,0.24846160411834717,,
25,,181,,0.6981855034828186,0.3492560386657715
25,3.635312168626115e-05,181,0.23305444419384003,,
26,,188,,0.7012096643447876,0.3457789719104767
26,3.827307591564022e-05,188,0.23862822353839874,,
27,,195,,0.6852822303771973,0.3578517735004425
27,4.0258324588648975e-05,195,0.228225439786911,,
28,,202,,0.6929435729980469,0.3644047677516937
28,4.230776903568767e-05,202,0.22565531730651855,,
29,,209,,0.6959677338600159,0.375476211309433
29,4.442025601747446e-05,209,0.21617744863033295,,
30,,216,,0.7022177577018738,0.4680393934249878
30,4.659462138079107e-05,216,0.21784481406211853,,
31,,223,,0.6951612830162048,0.38974395394325256
31,4.882966823060997e-05,223,0.2240607589483261,,
32,,230,,0.688306450843811,0.4042257070541382
32,5.112414510222152e-05,230,0.21221567690372467,,
33,,237,,0.6868951320648193,0.4104081094264984
33,5.3476793254958466e-05,237,0.215772345662117,,
34,,244,,0.6889112591743469,0.43214765191078186
34,5.5886292102513835e-05,244,0.1996590942144394,,
