,,count,roc_auc_score,average_precision_score,f1_score,p_value
exp23_abmil_distill,0,87,0.6233481898506529,0.48867347825793844,0.0,0.0031533418354707378
exp23_abmil_distill,1,147,0.6233481898506529,0.7497836676758985,0.7716535433070866,0.003153343420887567
