epoch,learning_rate,step,training_auroc,training_loss,validation_auroc,validation_loss
0,,6,,,0.5201612710952759,0.678411602973938
0,4.0030536183621734e-06,6,0.4986082911491394,0.8291524052619934,,
1,,13,,,0.5223790407180786,0.6708158850669861
1,4.063194410264259e-06,13,0.5050101280212402,0.7681832909584045,,
2,,20,,,0.545161247253418,0.6903260946273804
2,4.2312722143833525e-06,20,0.5371963977813721,0.7289342284202576,,
3,,27,,,0.5651209354400635,0.7350278496742249
3,4.506909135670867e-06,27,0.539891242980957,0.7004632353782654,,
4,,34,,,0.5683467388153076,0.7870842218399048
4,4.889483989245491e-06,34,0.583793044090271,0.6817353367805481,,
5,,41,,,0.4350806772708893,0.8280016779899597
5,5.3781350288772956e-06,41,0.5605389475822449,0.6889562010765076,,
6,,48,,,0.41229838132858276,0.8437404036521912
6,5.971763130219188e-06,48,0.5997469425201416,0.6812407374382019,,
7,,55,,,0.38548386096954346,0.8301452994346619
7,6.66903088131221e-06,55,0.6079705953598022,0.6846923232078552,,
8,,62,,,0.4776209592819214,0.7999226450920105
8,7.468368494301103e-06,62,0.6280617713928223,0.6751888394355774,,
9,,69,,,0.6443548202514648,0.7601707577705383
9,8.367976079171058e-06,69,0.644800066947937,0.6683016419410706,,
10,,76,,,0.6546370983123779,0.7298340201377869
10,9.365828191221226e-06,76,0.6751265525817871,0.6621670126914978,,
11,,83,,,0.6752016544342041,0.7150456309318542
11,1.0459676559548825e-05,83,0.6922065019607544,0.6540150046348572,,
12,,90,,,0.66411292552948,0.7146428227424622
12,1.1647061910480261e-05,90,0.693168044090271,0.6515479683876038,,
13,,97,,,0.6647177338600159,0.7248923182487488
13,1.2925307601108216e-05,97,0.7097924947738647,0.645531177520752,,
14,,104,,,0.616330623626709,0.7258578538894653
14,1.4291535080701578e-05,104,0.7128669023513794,0.6389448642730713,,
15,,111,,,0.646774172782898,0.7256473302841187
15,1.5742669347673655e-05,111,0.706161379814148,0.638145923614502,,
16,,118,,,0.6699596643447876,0.6976664066314697
16,1.7275442587560974e-05,118,0.7379554510116577,0.620394229888916,,
17,,125,,,0.6905242204666138,0.6928672790527344
17,1.8886405086959712e-05,125,0.7425100803375244,0.6143004894256592,,
