epoch,learning_rate,step,training_auroc,training_distillation_loss,training_distillation_weight,training_domain_acc,training_domain_loss,training_domain_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
20,,146,,,,,,,,,,0.7580645084381104,0.6317632794380188
20,1.7181064322357997e-05,146,0.7012398838996887,0.010615554638206959,0.20000000298023224,0.005452205426990986,0.7969169616699219,0.5,1.4468178749084473,0.6477777361869812,1.4468178749084473,,
21,,153,,,,,,,,,,0.7576612830162048,0.6278598308563232
21,1.845618498919066e-05,153,0.7075657844543457,0.00652382243424654,0.20000000298023224,0.005183104891330004,0.802329421043396,0.5,1.4486361742019653,0.645002007484436,1.4486361742019653,,
22,,160,,,,,,,,,,0.7661290168762207,0.6234414577484131
22,1.9779357899096794e-05,160,0.7059463262557983,0.004220320377498865,0.20000000298023224,0.006792058702558279,0.8089073300361633,0.5,1.4528580904006958,0.6431065797805786,1.4528580904006958,,
23,,167,,,,,,,,,,0.7645161151885986,0.6212878227233887
23,2.1148687665117905e-05,167,0.7144989967346191,0.0028580045327544212,0.20000000298023224,0.009137708693742752,0.8122323751449585,0.5,1.4522910118103027,0.6394871473312378,1.4522910118103027,,
24,,174,,,,,,,,,,0.7600806951522827,0.6197659969329834
24,2.256220977869816e-05,174,0.7162702083587646,0.0020198803395032883,0.20000000298023224,0.006680706515908241,0.8140586614608765,0.5,1.452385425567627,0.6379227042198181,1.452385425567627,,
25,,181,,,,,,,,,,0.766532301902771,0.6172816157341003
25,2.401790152362082e-05,181,0.7202428579330444,0.0017654203111305833,0.20000000298023224,0.006142505910247564,0.8131033778190613,0.5,1.4483896493911743,0.6349330544471741,1.4483896493911743,,
26,,188,,,,,,,,,,0.7612903118133545,0.615155816078186
26,2.551367288106121e-05,188,0.7242156267166138,0.0015926194610074162,0.20000000298023224,0.006142505910247564,0.8104218244552612,0.5,1.443232536315918,0.6324920058250427,1.443232536315918,,
27,,195,,,,,,,,,,0.7633064389228821,0.611034631729126
27,2.7047391995438375e-05,195,0.7279605269432068,0.0014278697781264782,0.20000000298023224,0.004914004821330309,0.8074076771736145,0.5,1.4378384351730347,0.630145251750946,1.4378384351730347,,
28,,202,,,,,,,,,,0.7564516067504883,0.6097936630249023
28,2.8616854251595214e-05,202,0.7274038791656494,0.0014476950746029615,0.20000000298023224,0.013782613910734653,0.7966026663780212,0.5,1.4249995946884155,0.6281073689460754,1.4249995946884155,,
29,,209,,,,,,,,,,0.7514113187789917,0.6064122319221497
29,3.0219811378628947e-05,209,0.7335020303726196,0.0017525656148791313,0.20000000298023224,0.0219036303460598,0.7863541841506958,0.5,1.4115276336669922,0.6248232126235962,1.4115276336669922,,
30,,216,,,,,,,,,,0.7389112710952759,0.6036015152931213
30,3.1853971449891105e-05,216,0.7385627031326294,0.0021325391717255116,0.20000000298023224,0.047011855989694595,0.7717809081077576,0.5,1.3943192958831787,0.6221120357513428,1.3943192958831787,,
31,,223,,,,,,,,,,0.7393144965171814,0.6018199920654297
31,3.351698615006171e-05,223,0.7406123876571655,0.0029890607111155987,0.20000000298023224,0.1070861741900444,0.7593299746513367,0.5,1.3796664476394653,0.6197385191917419,1.3796664476394653,,
32,,230,,,,,,,,,,0.7292338609695435,0.6025279760360718
32,3.5206474422011524e-05,230,0.7396001815795898,0.004673547111451626,0.20000000298023224,0.2121530920267105,0.7375709414482117,0.5,1.3552099466323853,0.6167042255401611,1.3552099466323853,,
33,,237,,,,,,,,,,0.7290322780609131,0.600920557975769
33,3.692002792377025e-05,237,0.7441295385360718,0.00653551472350955,0.20000000298023224,0.4015270471572876,0.711125910282135,0.5,1.3253216743469238,0.612888753414154,1.3253216743469238,,
34,,244,,,,,,,,,,0.7433468103408813,0.5908670425415039
34,3.865517646772787e-05,244,0.7442054748535156,0.006644058041274548,0.20000000298023224,0.5837417840957642,0.68406081199646,0.5,1.2966281175613403,0.6112385392189026,1.2966281175613403,,
35,,251,,,,,,,,,,0.7417339086532593,0.5822408199310303
35,4.0409446228295565e-05,251,0.7483299374580383,0.005034719593822956,0.20000000298023224,0.7822668552398682,0.65242600440979,0.5,1.2629271745681763,0.6094942092895508,1.2629271745681763,,
36,,258,,,,,,,,,,0.7389112710952759,0.5825148224830627
36,4.2180319724138826e-05,258,0.7479757070541382,0.004907764960080385,0.20000000298023224,0.8655139803886414,0.6184720993041992,0.5,1.2287415266036987,0.6092878580093384,1.2287415266036987,,
37,,265,,,,,,,,,,0.7298386693000793,0.5882165431976318
37,4.396525037009269e-05,265,0.7464574575424194,0.009594154544174671,0.20000000298023224,0.8923647403717041,0.5829476118087769,0.5,1.189934253692627,0.6050677299499512,1.189934253692627,,
38,,272,,,,,,,,,,0.6891129016876221,0.5823661088943481
38,4.5761698856949806e-05,272,0.7492662668228149,0.010867851786315441,0.20000000298023224,0.903344988822937,0.5543152689933777,0.5,1.1569803953170776,0.6004917025566101,1.1569803953170776,,
39,,279,,,,,,,,,,0.6717742085456848,0.5812556147575378
39,4.756708221975714e-05,279,0.7541497945785522,0.010185574181377888,0.20000000298023224,0.8968816995620728,0.5235450267791748,0.5,1.1229671239852905,0.5973849892616272,1.1229671239852905,,
