epoch,learning_rate,step,training_auroc,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,0.551612913608551,0.7163000106811523
0,4.001942670583958e-06,6,0.5329453349113464,0.6972129344940186,0.6972129344940186,0.6972129344940186,,
1,,13,,,,,0.5606855154037476,0.7125070095062256
1,4.040205567434896e-06,13,0.5645242929458618,0.6945759654045105,0.6945759654045105,0.6945759654045105,,
2,,20,,,,,0.5564516186714172,0.7095105648040771
2,4.147169875068357e-06,20,0.5486589074134827,0.6945855021476746,0.6945855021476746,0.6945855021476746,,
3,,27,,,,,0.5665322542190552,0.7062081098556519
3,4.322683253121795e-06,27,0.5633350610733032,0.6927992105484009,0.6927992105484009,0.6927992105484009,,
4,,34,,,,,0.5786290168762207,0.7030240297317505
4,4.566494226310169e-06,34,0.547849178314209,0.6930983066558838,0.6930983066558838,0.6930983066558838,,
5,,41,,,,,0.5864919424057007,0.7002744674682617
5,4.878252639173297e-06,41,0.615587055683136,0.6880868673324585,0.6880868673324585,0.6880868673324585,,
6,,48,,,,,0.5860887169837952,0.6968733668327332
6,5.25751283930731e-06,48,0.5962550640106201,0.688919186592102,0.688919186592102,0.688919186592102,,
7,,55,,,,,0.5848790407180786,0.6939651370048523
7,5.7037318583752494e-06,55,0.6377784013748169,0.6854587197303772,0.6854587197303772,0.6854587197303772,,
8,,62,,,,,0.5941532254219055,0.6914464235305786
8,6.2162680478650145e-06,62,0.6376770734786987,0.6842758059501648,0.6842758059501648,0.6842758059501648,,
9,,69,,,,,0.59375,0.6893359422683716
9,6.794390628783731e-06,69,0.620192289352417,0.6849982142448425,0.6849982142448425,0.6849982142448425,,
10,,76,,,,,0.594556450843811,0.6865618824958801
10,7.437268777721329e-06,76,0.6285425424575806,0.6843284368515015,0.6843284368515015,0.6843284368515015,,
11,,83,,,,,0.625806450843811,0.6833540201187134
11,8.143982995534316e-06,83,0.632464587688446,0.6828779578208923,0.6828779578208923,0.6828779578208923,,
12,,90,,,,,0.6469758152961731,0.6811182498931885
12,8.913521014619619e-06,90,0.6690282821655273,0.6798099279403687,0.6798099279403687,0.6798099279403687,,
13,,97,,,,,0.6616935729980469,0.6780227422714233
13,9.744779163156636e-06,97,0.6552125811576843,0.6799202561378479,0.6799202561378479,0.6799202561378479,,
14,,104,,,,,0.6848790645599365,0.6756043434143066
14,1.0636567822075449e-05,104,0.6710020303726196,0.6795462965965271,0.6795462965965271,0.6795462965965271,,
15,,111,,,,,0.6915322542190552,0.6731219291687012
15,1.1587609151320066e-05,111,0.6781376600265503,0.6765149235725403,0.6765149235725403,0.6765149235725403,,
16,,118,,,,,0.7044354677200317,0.6698939800262451
16,1.2596541637321934e-05,118,0.69757080078125,0.6741984486579895,0.6741984486579895,0.6741984486579895,,
17,,125,,,,,0.7060483694076538,0.6669567227363586
17,1.366191736451583e-05,125,0.7050607204437256,0.6713863611221313,0.6713863611221313,0.6713863611221313,,
18,,132,,,,,0.715725839138031,0.6637688279151917
18,1.4782214748265687e-05,132,0.7112095355987549,0.6698405742645264,0.6698405742645264,0.6698405742645264,,
19,,139,,,,,0.7213709950447083,0.6601589918136597
19,1.5955825801938772e-05,139,0.7145369052886963,0.6678215861320496,0.6678215861320496,0.6678215861320496,,
20,,146,,,,,0.72661292552948,0.6572371125221252
20,1.7181064322357997e-05,146,0.7484564781188965,0.6605032086372375,0.6605032086372375,0.6605032086372375,,
21,,153,,,,,0.7320564389228821,0.6532046794891357
21,1.845618498919066e-05,153,0.7365890741348267,0.6605004668235779,0.6605004668235779,0.6605004668235779,,
22,,160,,,,,0.7354838848114014,0.6505399942398071
22,1.9779357899096794e-05,160,0.7300606966018677,0.6588793396949768,0.6588793396949768,0.6588793396949768,,
23,,167,,,,,0.7302419543266296,0.6466341018676758
23,2.1148687665117905e-05,167,0.7364625930786133,0.6559418439865112,0.6559418439865112,0.6559418439865112,,
24,,174,,,,,0.732661247253418,0.6414124965667725
24,2.256220977869816e-05,174,0.7371457815170288,0.6527223587036133,0.6527223587036133,0.6527223587036133,,
25,,181,,,,,0.7314516305923462,0.6375842094421387
25,2.401790152362082e-05,181,0.7460779547691345,0.6466829180717468,0.6466829180717468,0.6466829180717468,,
26,,188,,,,,0.7294355034828186,0.6330141425132751
26,2.551367288106121e-05,188,0.7459261417388916,0.6442471146583557,0.6442471146583557,0.6442471146583557,,
27,,195,,,,,0.7423387169837952,0.630276620388031
27,2.7047391995438375e-05,195,0.7454706430435181,0.6399032473564148,0.6399032473564148,0.6399032473564148,,
28,,202,,,,,0.7409273982048035,0.6238009929656982
28,2.8616854251595214e-05,202,0.7517143487930298,0.6348792910575867,0.6348792910575867,0.6348792910575867,,
29,,209,,,,,0.7540322542190552,0.6207770109176636
29,3.0219811378628947e-05,209,0.758122444152832,0.6299636960029602,0.6299636960029602,0.6299636960029602,,
30,,216,,,,,0.7653226256370544,0.6158105731010437
30,3.1853971449891105e-05,216,0.7540485858917236,0.6257355213165283,0.6257355213165283,0.6257355213165283,,
31,,223,,,,,0.7495967745780945,0.6077452301979065
