epoch,learning_rate,step,training_loss,validation_auroc,validation_loss
0,,12,,0.6322580575942993,0.3397018611431122
0,1.2000650713162031e-05,12,0.33894798159599304,,
1,,25,,0.6915322542190552,0.3167246878147125
1,1.2013448213110678e-05,25,0.32494667172431946,,
2,,38,,0.727419376373291,0.30836009979248047
2,1.2049237739120144e-05,38,0.3190540373325348,,
3,,51,,0.7387096881866455,0.30051761865615845
3,1.2108017472201027e-05,51,0.3088182806968689,,
4,,64,,0.7463709115982056,0.2923099100589752
4,1.2189776498416904e-05,64,0.3068017363548279,,
5,,77,,0.7451612949371338,0.28821057081222534
5,1.229450117534725e-05,77,0.3014828860759735,,
6,,90,,0.7431451082229614,0.28139692544937134
6,1.2422175132087432e-05,90,0.29537343978881836,,
7,,103,,0.7439516186714172,0.2769206464290619
7,1.2572776540764607e-05,103,0.2875041961669922,,
8,,116,,0.7411290407180786,0.27398866415023804
8,1.2746284483000636e-05,116,0.2845202684402466,,
9,,129,,0.7391128540039062,0.2718166410923004
9,1.2942666216986254e-05,129,0.2782879173755646,,
10,,142,,0.7366936206817627,0.27088260650634766
10,1.316189536737511e-05,142,0.27202108502388,,
11,,155,,0.7350805997848511,0.2705051302909851
11,1.3403935554379132e-05,155,0.2691163420677185,,
12,,168,,0.7322580814361572,0.2719091773033142
12,1.3668749488715548e-05,168,0.26320943236351013,,
13,,181,,0.7314516305923462,0.2728796601295471
13,1.3956288967165165e-05,181,0.26132598519325256,,
14,,194,,0.7306451797485352,0.27545061707496643
14,1.4266513971961103e-05,194,0.2596138119697571,,
15,,207,,0.7270160913467407,0.2787019610404968
15,1.4599373571400065e-05,207,0.2555786669254303,,
16,,220,,0.7201613187789917,0.2806689441204071
16,1.4954813195799943e-05,220,0.25220251083374023,,
17,,233,,0.7189515829086304,0.28485602140426636
17,1.5332776456489228e-05,233,0.2460879385471344,,
18,,246,,0.7137097120285034,0.2854475975036621
18,1.5733203326817602e-05,246,0.24881096184253693,,
19,,259,,0.7137097120285034,0.28811243176460266
19,1.6156032870640047e-05,259,0.243475079536438,,
20,,272,,0.7153226137161255,0.28943103551864624
20,1.6601194147369824e-05,272,0.23587167263031006,,
21,,285,,0.7137097120285034,0.2927178740501404
21,1.7068616216420196e-05,285,0.23568777740001678,,
22,,298,,0.7133064270019531,0.30377984046936035
22,1.755822631821502e-05,298,0.2370196431875229,,
23,,311,,0.7072581052780151,0.30139198899269104
23,1.8069940779241733e-05,311,0.23617257177829742,,
24,,324,,0.7072580456733704,0.3196173906326294
24,1.8603683201945387e-05,324,0.24072235822677612,,
25,,337,,0.70322585105896,0.3009273409843445
25,1.915937173180282e-05,337,0.23295091092586517,,
26,,350,,0.7044354677200317,0.3174339830875397
26,1.973690996237565e-05,350,0.22644425928592682,,
27,,363,,0.7068548202514648,0.3095858097076416
27,2.0336208763183095e-05,363,0.22162918746471405,,
28,,376,,0.7056452035903931,0.311933308839798
28,2.095716990879737e-05,376,0.21458026766777039,,
29,,389,,0.7020161151885986,0.3313162326812744
29,2.159970063075889e-05,389,0.21246401965618134,,
30,,402,,0.6923387050628662,0.31925609707832336
30,2.226368997071404e-05,402,0.21077196300029755,,
31,,415,,0.6923387050628662,0.3496147692203522
31,2.2949041522224434e-05,415,0.2032380849123001,,
32,,428,,0.6931451559066772,0.3631320893764496
32,2.3655640688957646e-05,428,0.19593627750873566,,
33,,441,,0.6935484409332275,0.37643465399742126
33,2.4383367417613044e-05,441,0.19040736556053162,,
34,,454,,0.6879032850265503,0.36705923080444336
34,2.513211984478403e-05,454,0.1790032684803009,,
35,,467,,0.688306450843811,0.4249551296234131
35,2.5901768822222948e-05,467,0.18630346655845642,,
