epoch,learning_rate,step,training_auroc,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,9,,,,,0.5755735635757446,0.6637056469917297
0,4.000838089268655e-06,9,0.495967835187912,0.7173529863357544,0.7173529863357544,0.7173529863357544,,
1,,19,,,,,0.5721997022628784,0.6641682982444763
1,4.028756848128978e-06,19,0.5026801824569702,0.710776150226593,0.710776150226593,0.710776150226593,,
2,,29,,,,,0.52033931016922,0.6658307313919067
2,4.109131168661406e-06,29,0.5122096538543701,0.7042150497436523,0.7042150497436523,0.7042150497436523,,
3,,39,,,,,0.5217852592468262,0.6675602197647095
3,4.241873739374569e-06,39,0.5311018228530884,0.6985597014427185,0.6985597014427185,0.6985597014427185,,
4,,49,,,,,0.5454983711242676,0.6701517105102539
4,4.4268399506108835e-06,49,0.5467182993888855,0.6948644518852234,0.6948644518852234,0.6948644518852234,,
5,,59,,,,,0.5919606685638428,0.6732066869735718
5,4.663825166062452e-06,59,0.5522453784942627,0.6919236183166504,0.6919236183166504,0.6919236183166504,,
6,,69,,,,,0.5827068090438843,0.6753986477851868
6,4.952572908223374e-06,69,0.5732936263084412,0.6891279220581055,0.6891279220581055,0.6891279220581055,,
7,,79,,,,,0.573067307472229,0.6766839623451233
7,5.2927657634427305e-06,79,0.5826801061630249,0.6871708631515503,0.6871708631515503,0.6871708631515503,,
8,,89,,,,,0.5794293284416199,0.6776167154312134
8,5.684032657882199e-06,89,0.5877188444137573,0.6860212683677673,0.6860212683677673,0.6860212683677673,,
9,,99,,,,,0.5870444774627686,0.6781179308891296
9,6.125945674284594e-06,99,0.597129225730896,0.6848219037055969,0.6848219037055969,0.6848219037055969,,
10,,109,,,,,0.5858877897262573,0.6764578223228455
10,6.618019597226521e-06,109,0.6111882328987122,0.6825549006462097,0.6825549006462097,0.6825549006462097,,
11,,119,,,,,0.570368230342865,0.6737900972366333
11,7.159720098570688e-06,119,0.6112924218177795,0.6814160346984863,0.6814160346984863,0.6814160346984863,,
12,,129,,,,,0.5706574320793152,0.6710063815116882
12,7.750452823529486e-06,129,0.6180107593536377,0.6799658536911011,0.6799658536911011,0.6799658536911011,,
13,,139,,,,,0.5547522902488708,0.668974757194519
13,8.38956930238055e-06,139,0.6252055168151855,0.6780233979225159,0.6780233979225159,0.6780233979225159,,
14,,149,,,,,0.5466551184654236,0.6674285531044006
14,9.076376045413781e-06,149,0.6285765171051025,0.6763485074043274,0.6763485074043274,0.6763485074043274,,
15,,159,,,,,0.5433776378631592,0.6661403179168701
15,9.810117262532003e-06,159,0.6323287487030029,0.6751917004585266,0.6751917004585266,0.6751917004585266,,
16,,169,,,,,0.5495469570159912,0.6678869128227234
16,1.0589992598397657e-05,169,0.6368195414543152,0.6730852723121643,0.6730852723121643,0.6730852723121643,,
17,,179,,,,,0.5588972568511963,0.6662411689758301
17,1.1415149856475182e-05,179,0.6433829665184021,0.6710246205329895,0.6710246205329895,0.6710246205329895,,
