epoch,learning_rate,step,training_auroc,training_domain_acc,training_domain_loss,training_domain_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,,,,0.5544354915618896,0.6724206805229187
0,4.001942670583958e-06,6,0.5225708484649658,0.6751071810722351,0.6794116497039795,0.05000000074505806,1.3777540922164917,0.6983423829078674,1.3777540922164917,,
1,,13,,,,,,,,0.5846774578094482,0.6722515821456909
1,4.040205567434896e-06,13,0.545470654964447,0.677661657333374,0.679273247718811,0.10000000149011612,1.3744604587554932,0.6951872110366821,1.3744604587554932,,
2,,20,,,,,,,,0.5818548798561096,0.6739675998687744
2,4.147169875068357e-06,20,0.5781376361846924,0.6962476968765259,0.6798616647720337,0.14999999105930328,1.37125825881958,0.6913966536521912,1.37125825881958,,
3,,27,,,,,,,,0.5768145322799683,0.6746741533279419
3,4.322683253121795e-06,27,0.5922317504882812,0.6743409037590027,0.6805676817893982,0.20000000298023224,1.369486927986145,0.6889192461967468,1.369486927986145,,
4,,34,,,,,,,,0.5762096643447876,0.6763227581977844
4,4.566494226310169e-06,34,0.6119939088821411,0.6605046987533569,0.6822882294654846,0.25,1.3690029382705688,0.6867144703865051,1.3690029382705688,,
5,,41,,,,,,,,0.6064516305923462,0.6777796745300293
5,4.878252639173297e-06,41,0.6312246918678284,0.6338943243026733,0.6844180822372437,0.29999998211860657,1.3684580326080322,0.6840399503707886,1.3684580326080322,,
6,,48,,,,,,,,0.6131048202514648,0.6793910264968872
6,5.25751283930731e-06,48,0.6342105865478516,0.5997481346130371,0.6875724196434021,0.3499999940395355,1.3712164163589478,0.6836442947387695,1.3712164163589478,,
7,,55,,,,,,,,0.617943525314331,0.6793093681335449
7,5.7037318583752494e-06,55,0.6505314111709595,0.5518805384635925,0.6909191012382507,0.4000000059604645,1.3722940683364868,0.6813749074935913,1.3722940683364868,,
8,,62,,,,,,,,0.6161290407180786,0.6797194480895996
8,6.2162680478650145e-06,62,0.6598178148269653,0.47371813654899597,0.6952217221260071,0.45000001788139343,1.3748606443405151,0.6796391606330872,1.3748606443405151,,
9,,69,,,,,,,,0.6318548321723938,0.6782893538475037
9,6.794390628783731e-06,69,0.6713562607765198,0.36451372504234314,0.7017319798469543,0.5,1.3793991804122925,0.6776672601699829,1.3793991804122925,,
10,,76,,,,,,,,0.6451612710952759,0.6768235564231873
10,7.437268777721329e-06,76,0.6863865852355957,0.25317248702049255,0.708477258682251,0.5,1.3840025663375854,0.675525426864624,1.3840025663375854,,
11,,83,,,,,,,,0.641532301902771,0.6764397621154785
11,8.143982995534316e-06,83,0.6859564781188965,0.20199771225452423,0.7155547142028809,0.5,1.389896273612976,0.67434161901474,1.389896273612976,,
12,,90,,,,,,,,0.6463710069656372,0.6761791706085205
12,8.913521014619619e-06,90,0.6879048347473145,0.11965510994195938,0.7249797582626343,0.5,1.3977725505828857,0.6727928519248962,1.3977725505828857,,
13,,97,,,,,,,,0.6479839086532593,0.6753706336021423
