epoch,learning_rate,step,training_auroc,training_loss,validation_auroc,validation_loss
0,,6,,,0.5699596405029297,0.6952491998672485
0,1.2000650713162031e-05,6,0.4805667996406555,0.8016970753669739,,
1,,13,,,0.6145161390304565,0.6596224904060364
1,1.2013448213110678e-05,13,0.507186233997345,0.7014169692993164,,
2,,20,,,0.6653225421905518,0.6502289772033691
2,1.2049237739120144e-05,20,0.5745192170143127,0.7078696489334106,,
3,,27,,,0.6683467626571655,0.6415420770645142
3,1.2108017472201027e-05,27,0.6649733781814575,0.6750206351280212,,
4,,34,,,0.6526209712028503,0.6549757122993469
4,1.2189776498416904e-05,34,0.6805161833763123,0.6604780554771423,,
5,,41,,,0.6618951559066772,0.6636863946914673
5,1.229450117534725e-05,41,0.7149797677993774,0.6516264081001282,,
6,,48,,,0.6530241966247559,0.6517930626869202
6,1.2422175132087432e-05,48,0.7041751146316528,0.6515607833862305,,
7,,55,,,0.6447580456733704,0.6308930516242981
7,1.2572776540764607e-05,55,0.7271002531051636,0.6322416067123413,,
8,,62,,,0.6608871221542358,0.6193739175796509
8,1.2746284483000636e-05,62,0.7267459630966187,0.6247337460517883,,
9,,69,,,0.655443549156189,0.6173771023750305
9,1.2942666216986254e-05,69,0.7460020780563354,0.6135669350624084,,
10,,76,,,0.6451612710952759,0.6225727796554565
10,1.316189536737511e-05,76,0.7393472194671631,0.6086028218269348,,
11,,83,,,0.6544354557991028,0.6317775249481201
11,1.3403935554379132e-05,83,0.7506072521209717,0.5968960523605347,,
12,,90,,,0.6550403237342834,0.6267834305763245
12,1.3668749488715548e-05,90,0.7503288984298706,0.5936875939369202,,
13,,97,,,0.6526209712028503,0.6261987686157227
13,1.3956288967165165e-05,97,0.7604250907897949,0.5816300511360168,,
14,,104,,,0.6447580456733704,0.6207161545753479
14,1.4266513971961103e-05,104,0.7604250907897949,0.5772461295127869,,
15,,111,,,0.6586693525314331,0.6278223395347595
15,1.4599373571400065e-05,111,0.7645496129989624,0.5676358342170715,,
16,,118,,,0.6592742204666138,0.640586256980896
16,1.4954813195799943e-05,118,0.7617661952972412,0.566559374332428,,
17,,125,,,0.6596773862838745,0.6466078162193298
17,1.5332776456489228e-05,125,0.7762904763221741,0.5566895008087158,,
18,,132,,,0.6546370983123779,0.6336230635643005
18,1.5733203326817602e-05,132,0.7670040726661682,0.5581331253051758,,
19,,139,,,0.6596773862838745,0.6406038999557495
19,1.6156032870640047e-05,139,0.783831000328064,0.5476934909820557,,
20,,146,,,0.6625000238418579,0.6596118211746216
20,1.6601194147369824e-05,146,0.7788714170455933,0.547880232334137,,
21,,153,,,0.6620967388153076,0.6406850814819336
21,1.7068616216420196e-05,153,0.7762905359268188,0.5460649132728577,,
22,,160,,,0.6629031896591187,0.6388182640075684
22,1.755822631821502e-05,160,0.7929402589797974,0.5360025763511658,,
23,,167,,,0.6653226017951965,0.6632234454154968
23,1.8069940779241733e-05,167,0.7905870676040649,0.5310789346694946,,
24,,174,,,0.6608871221542358,0.6485578417778015
24,1.8603683201945387e-05,174,0.7967357635498047,0.5265502333641052,,
25,,181,,,0.6661289930343628,0.6469599604606628
25,1.915937173180282e-05,181,0.7995951175689697,0.5210230946540833,,
26,,188,,,0.6673387289047241,0.6461149454116821
26,1.973690996237565e-05,188,0.8071609735488892,0.5204962491989136,,
27,,195,,,0.6685483455657959,0.6495488286018372
27,2.0336208763183095e-05,195,0.8132338523864746,0.5115711688995361,,
28,,202,,,0.6733870506286621,0.6472617387771606
28,2.095716990879737e-05,202,0.8198633193969727,0.505484402179718,,
29,,209,,,0.675000011920929,0.652753472328186
29,2.159970063075889e-05,209,0.821027398109436,0.5035365223884583,,
30,,216,,,0.6778225898742676,0.6581608653068542
30,2.226368997071404e-05,216,0.8202428817749023,0.5027832984924316,,
31,,223,,,0.6794354915618896,0.6524883508682251
31,2.2949041522224434e-05,223,0.8309210538864136,0.4924989640712738,,
32,,230,,,0.6810483932495117,0.6627554893493652
32,2.3655640688957646e-05,230,0.8380314111709595,0.4892960786819458,,
33,,237,,,0.680645227432251,0.6491439938545227
33,2.4383367417613044e-05,237,0.8368674516677856,0.4833093285560608,,
