epoch,learning_rate,step,training_auroc,training_distillation_loss,training_distillation_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,,,0.5129032135009766,0.6950357556343079
0,4.001942670583958e-06,6,0.47937750816345215,0.5249392986297607,0.04374999925494194,0.7173974514007568,0.6944313645362854,0.7173974514007568,,
1,,13,,,,,,,0.5350806713104248,0.6921922564506531
1,4.040205567434896e-06,13,0.4965081214904785,0.5025808811187744,0.08749999850988388,0.7368994355201721,0.6929236650466919,0.7368994355201721,,
2,,20,,,,,,,0.5360887050628662,0.6901550889015198
2,4.147169875068357e-06,20,0.5221406817436218,0.47625601291656494,0.13125000894069672,0.7538355588912964,0.691326916217804,0.7538355588912964,,
3,,27,,,,,,,0.5481854677200317,0.6867079734802246
3,4.322683253121795e-06,27,0.5496204495429993,0.44995567202568054,0.17499999701976776,0.7680625915527344,0.6893203258514404,0.7680625915527344,,
4,,34,,,,,,,0.5449596643447876,0.6844478845596313
4,4.566494226310169e-06,34,0.5820344090461731,0.4248036742210388,0.21875,0.7804210186004639,0.6874952912330627,0.7804210186004639,,
5,,41,,,,,,,0.55463707447052,0.6806953549385071
5,4.878252639173297e-06,41,0.599645733833313,0.39345255494117737,0.26250001788139343,0.7895900011062622,0.6863086819648743,0.7895900011062622,,
6,,48,,,,,,,0.5620967745780945,0.6771807074546814
6,5.25751283930731e-06,48,0.6250252723693848,0.35792264342308044,0.3062499761581421,0.7937622666358948,0.6841484904289246,0.7937622666358948,,
7,,55,,,,,,,0.5665322542190552,0.6737543940544128
7,5.7037318583752494e-06,55,0.6390182375907898,0.3209475874900818,0.3499999940395355,0.7951930165290833,0.6828615069389343,0.7951930165290833,,
8,,62,,,,,,,0.5631048679351807,0.6709961295127869
8,6.2162680478650145e-06,62,0.6503036618232727,0.2825096845626831,0.3499999940395355,0.7802245616912842,0.6813461780548096,0.7802245616912842,,
9,,69,,,,,,,0.5582661032676697,0.667707085609436
9,6.794390628783731e-06,69,0.663866400718689,0.24676501750946045,0.3499999940395355,0.766009509563446,0.6796416640281677,0.766009509563446,,
10,,76,,,,,,,0.5635080337524414,0.6646912693977356
10,7.437268777721329e-06,76,0.6709260940551758,0.20851624011993408,0.3499999940395355,0.7507859468460083,0.6778052449226379,0.7507859468460083,,
11,,83,,,,,,,0.5552419424057007,0.662420928478241
11,8.143982995534316e-06,83,0.6782388687133789,0.17258264124393463,0.3499999940395355,0.7353569865226746,0.6749529838562012,0.7353569865226746,,
12,,90,,,,,,,0.5447580814361572,0.6595802903175354
12,8.913521014619619e-06,90,0.688360333442688,0.1373613029718399,0.3499999940395355,0.7206363677978516,0.6725600361824036,0.7206363677978516,,
13,,97,,,,,,,0.5512096881866455,0.6558836102485657
13,9.744779163156636e-06,97,0.6950404644012451,0.10674034804105759,0.3499999940395355,0.7066211700439453,0.6692620515823364,0.7066211700439453,,
14,,104,,,,,,,0.5681451559066772,0.655194103717804
14,1.0636567822075449e-05,104,0.6992409229278564,0.08015689998865128,0.3499999940395355,0.6940127611160278,0.6659578680992126,0.6940127611160278,,
15,,111,,,,,,,0.5651209950447083,0.6535327434539795
15,1.1587609151320066e-05,111,0.6991397142410278,0.05691830441355705,0.3499999940395355,0.6828775405883789,0.6629560589790344,0.6828775405883789,,
16,,118,,,,,,,0.5764113068580627,0.6515863537788391
16,1.2596541637321934e-05,118,0.7100202441215515,0.03816085308790207,0.3499999940395355,0.6716954708099365,0.6583391427993774,0.6716954708099365,,
17,,125,,,,,,,0.5891128778457642,0.6513400077819824
17,1.366191736451583e-05,125,0.7116903066635132,0.02407953515648842,0.3499999940395355,0.6630666851997375,0.6546387672424316,0.6630666851997375,,
18,,132,,,,,,,0.6290322542190552,0.6533527970314026
18,1.4782214748265687e-05,132,0.7036943435668945,0.01448622066527605,0.3499999940395355,0.6560558080673218,0.650985598564148,0.6560558080673218,,
19,,139,,,,,,,0.6381048560142517,0.6524543166160583
19,1.5955825801938772e-05,139,0.709994912147522,0.007709828205406666,0.3499999940395355,0.64935302734375,0.6466546654701233,0.64935302734375,,
20,,146,,,,,,,0.6459677815437317,0.6528295874595642
20,1.7181064322357997e-05,146,0.7121710777282715,0.004335508216172457,0.3499999940395355,0.6436968445777893,0.6421793699264526,0.6436968445777893,,
21,,153,,,,,,,0.6391128897666931,0.6509420275688171
21,1.845618498919066e-05,153,0.7132843732833862,0.003308499464765191,0.3499999940395355,0.6407274007797241,0.6395694017410278,0.6407274007797241,,
22,,160,,,,,,,0.6441532373428345,0.6514469385147095
22,1.9779357899096794e-05,160,0.7080212831497192,0.0034111898858100176,0.3499999940395355,0.6391626596450806,0.6379687190055847,0.6391626596450806,,
23,,167,,,,,,,0.6508064270019531,0.6444100737571716
23,2.1148687665117905e-05,167,0.7188259363174438,0.004088879097253084,0.3499999940395355,0.6338875889778137,0.6324564218521118,0.6338875889778137,,
24,,174,,,,,,,0.6508064270019531,0.6423962712287903
24,2.256220977869816e-05,174,0.720749020576477,0.005606492981314659,0.3499999940395355,0.6312970519065857,0.6293347477912903,0.6312970519065857,,
25,,181,,,,,,,0.6544355154037476,0.6398180723190308
25,2.401790152362082e-05,181,0.722267210483551,0.006147328298538923,0.3499999940395355,0.6284992694854736,0.6263476610183716,0.6284992694854736,,
26,,188,,,,,,,0.6552419662475586,0.6416099667549133
26,2.551367288106121e-05,188,0.7232288122177124,0.0055330307222902775,0.3499999940395355,0.6260688900947571,0.6241323351860046,0.6260688900947571,,
27,,195,,,,,,,0.6540322303771973,0.6406087875366211
27,2.7047391995438375e-05,195,0.7236335873603821,0.004707755520939827,0.3499999940395355,0.6240187883377075,0.6223710179328918,0.6240187883377075,,
28,,202,,,,,,,0.6461693644523621,0.6298243999481201
28,2.8616854251595214e-05,202,0.7277581095695496,0.004228267353028059,0.3499999940395355,0.6193784475326538,0.6178985834121704,0.6193784475326538,,
29,,209,,,,,,,0.6451612710952759,0.6226096153259277
29,3.0219811378628947e-05,209,0.7299342155456543,0.004299761727452278,0.3499999940395355,0.6171284914016724,0.6156235337257385,0.6171284914016724,,
30,,216,,,,,,,0.6463710069656372,0.6216319799423218
30,3.1853971449891105e-05,216,0.7348177433013916,0.0038553113117814064,0.3499999940395355,0.6133320331573486,0.6119826436042786,0.6133320331573486,,
31,,223,,,,,,,0.6606854796409607,0.6275399327278137
31,3.351698615006171e-05,223,0.7373987436294556,0.002962320577353239,0.3499999940395355,0.6078616976737976,0.6068249344825745,0.6078616976737976,,
32,,230,,,,,,,0.6653225421905518,0.6284370422363281
32,3.5206474422011524e-05,230,0.7394230365753174,0.002327284775674343,0.3499999940395355,0.6055953502655029,0.6047808527946472,0.6055953502655029,,
33,,237,,,,,,,0.6635080575942993,0.6212062239646912
33,3.692002792377025e-05,237,0.7394230365753174,0.0022117162588983774,0.3499999940395355,0.6024545431137085,0.6016804575920105,0.6024545431137085,,
34,,244,,,,,,,0.6552419066429138,0.6114742159843445
34,3.865517646772787e-05,244,0.7396001815795898,0.003087184624746442,0.3499999940395355,0.5974265933036804,0.5963461399078369,0.5974265933036804,,
35,,251,,,,,,,0.6536290645599365,0.6130613088607788
35,4.0409446228295565e-05,251,0.7401062846183777,0.002926984103396535,0.3499999940395355,0.5953418016433716,0.5943173170089722,0.5953418016433716,,
36,,258,,,,,,,0.6588709354400635,0.6075879335403442
36,4.2180319724138826e-05,258,0.7436487674713135,0.0025031494442373514,0.3499999940395355,0.5899335741996765,0.5890575051307678,0.5899335741996765,,
37,,265,,,,,,,0.6635080575942993,0.6021215319633484
37,4.396525037009269e-05,265,0.7462044954299927,0.0024777932558208704,0.3499999940395355,0.5861310958862305,0.5852639079093933,0.5861310958862305,,
38,,272,,,,,,,0.67197585105896,0.5976163744926453
38,4.5761698856949806e-05,272,0.7478997707366943,0.0024308119900524616,0.3499999940395355,0.5828421115875244,0.5819913148880005,0.5828421115875244,,
39,,279,,,,,,,0.6772177219390869,0.5974382162094116
39,4.756708221975714e-05,279,0.751366376876831,0.0023020778317004442,0.3499999940395355,0.5801976323127747,0.5793918967247009,0.5801976323127747,,
