epoch,learning_rate,step,training_loss,validation_auroc,validation_loss
0,,6,,0.6153225898742676,0.32691994309425354
0,4.0030536183621734e-06,6,0.3393550217151642,,
1,,13,,0.6713709235191345,0.32197555899620056
1,4.063194410264259e-06,13,0.33319130539894104,,
2,,20,,0.7193548679351807,0.3170069754123688
2,4.2312722143833525e-06,20,0.3295648992061615,,
3,,27,,0.7479838132858276,0.312020868062973
3,4.506909135670867e-06,27,0.3252118229866028,,
4,,34,,0.7665322422981262,0.30703988671302795
4,4.889483989245491e-06,34,0.32290026545524597,,
5,,41,,0.7802419662475586,0.30195513367652893
5,5.3781350288772956e-06,41,0.32120072841644287,,
6,,48,,0.7919355034828186,0.2968365252017975
6,5.971763130219188e-06,48,0.3165348172187805,,
7,,55,,0.7983871102333069,0.29161518812179565
7,6.66903088131221e-06,55,0.3102019727230072,,
8,,62,,0.8040322661399841,0.28616389632225037
8,7.468368494301103e-06,62,0.30809086561203003,,
9,,69,,0.8020161390304565,0.2808176577091217
9,8.367976079171058e-06,69,0.30438727140426636,,
10,,76,,0.8024193048477173,0.27542632818222046
10,9.365828191221226e-06,76,0.2975558340549469,,
11,,83,,0.8028225898742676,0.2702904939651489
11,1.0459676559548825e-05,83,0.2915214002132416,,
12,,90,,0.7995967864990234,0.2655337452888489
12,1.1647061910480261e-05,90,0.2872169017791748,,
13,,97,,0.7971774339675903,0.261396586894989
13,1.2925307601108216e-05,97,0.28433507680892944,,
14,,104,,0.7951613068580627,0.25730788707733154
14,1.4291535080701578e-05,104,0.27984875440597534,,
15,,111,,0.7967742085456848,0.2544419467449188
15,1.5742669347673655e-05,111,0.2745822072029114,,
16,,118,,0.7939516305923462,0.2520390748977661
16,1.7275442587560974e-05,118,0.2693537771701813,,
17,,125,,0.7923387289047241,0.2507237493991852
17,1.8886405086959712e-05,125,0.26634129881858826,,
18,,132,,0.7895161509513855,0.2502477169036865
18,2.0571924324030988e-05,132,0.2589602470397949,,
19,,139,,0.789919376373291,0.2507670819759369
19,2.2328211343847215e-05,139,0.2566033899784088,,
20,,146,,0.789919376373291,0.2503095269203186
20,2.4151308025466278e-05,146,0.2589559853076935,,
21,,153,,0.7879032492637634,0.25160855054855347
21,2.603711254778318e-05,153,0.2522878348827362,,
22,,160,,0.7830644845962524,0.25316837430000305
22,2.7981373932561837e-05,160,0.2464783936738968,,
23,,167,,0.774193525314331,0.25538790225982666
23,2.9979719329276122e-05,167,0.24563241004943848,,
24,,174,,0.7631048560142517,0.25961336493492126
24,3.2027644920162857e-05,174,0.2424841672182083,,
25,,181,,0.7649194002151489,0.2603825330734253
25,3.412054866203107e-05,181,0.2358526587486267,,
26,,188,,0.7645161151885986,0.26301276683807373
26,3.625369936344214e-05,188,0.23108717799186707,,
27,,195,,0.7600806951522827,0.2623288035392761
27,3.842230944428593e-05,195,0.22758586704730988,,
28,,202,,0.7564516067504883,0.26764070987701416
28,4.0621500374982134e-05,202,0.2227134108543396,,
29,,209,,0.7487902641296387,0.2820609509944916
29,4.2846299038501456e-05,209,0.21792982518672943,,
30,,216,,0.7548387050628662,0.27111363410949707
30,4.509171412792057e-05,216,0.2179274559020996,,
31,,223,,0.7540322542190552,0.27443599700927734
31,4.735268157674e-05,223,0.20455406606197357,,
