epoch,learning_rate,step,training_loss,validation_auroc,validation_loss
0,,6,,0.545967698097229,0.08985525369644165
0,4.0030536183621734e-06,6,0.12776005268096924,,
1,,13,,0.5659273862838745,0.08122485876083374
1,4.063194410264259e-06,13,0.10310788452625275,,
2,,20,,0.63669353723526,0.08937910199165344
2,4.2312722143833525e-06,20,0.0862259715795517,,
3,,27,,0.6354838609695435,0.10382021218538284
3,4.506909135670867e-06,27,0.08409886062145233,,
4,,34,,0.6294354796409607,0.1133386641740799
4,4.889483989245491e-06,34,0.08666740357875824,,
5,,41,,0.6438508033752441,0.11106131225824356
5,5.3781350288772956e-06,41,0.08565115183591843,,
6,,48,,0.6629031896591187,0.09910997003316879
6,5.971763130219188e-06,48,0.08485590666532516,,
7,,55,,0.6842741966247559,0.08771409839391708
7,6.66903088131221e-06,55,0.08079615980386734,,
8,,62,,0.6913306713104248,0.08215809613466263
8,7.468368494301103e-06,62,0.08007163554430008,,
9,,69,,0.6967742443084717,0.08064739406108856
9,8.367976079171058e-06,69,0.08004090934991837,,
10,,76,,0.7024193406105042,0.08288757503032684
10,9.365828191221226e-06,76,0.07903402298688889,,
11,,83,,0.724395215511322,0.08795718848705292
11,1.0459676559548825e-05,83,0.0776459202170372,,
12,,90,,0.728225827217102,0.09144215285778046
12,1.1647061910480261e-05,90,0.07659522444009781,,
13,,97,,0.739112913608551,0.08398181945085526
13,1.2925307601108216e-05,97,0.07610379904508591,,
14,,104,,0.7284274101257324,0.07889682799577713
14,1.4291535080701578e-05,104,0.0748315304517746,,
15,,111,,0.7332661151885986,0.08012088388204575
15,1.5742669347673655e-05,111,0.07445447146892548,,
16,,118,,0.7370967864990234,0.08340010046958923
16,1.7275442587560974e-05,118,0.0719321072101593,,
17,,125,,0.725604772567749,0.08106984198093414
17,1.8886405086959712e-05,125,0.07168251276016235,,
18,,132,,0.725604772567749,0.07733844220638275
18,2.0571924324030988e-05,132,0.0703844279050827,,
19,,139,,0.7256048917770386,0.08001000434160233
19,2.2328211343847215e-05,139,0.07152127474546432,,
20,,146,,0.7280241847038269,0.08564595878124237
20,2.4151308025466278e-05,146,0.06933167576789856,,
21,,153,,0.7235887050628662,0.07957880944013596
21,2.603711254778318e-05,153,0.0682968720793724,,
22,,160,,0.7209677696228027,0.08450885862112045
22,2.7981373932561837e-05,160,0.06798800826072693,,
23,,167,,0.7197580337524414,0.083575040102005
23,2.9979719329276122e-05,167,0.06758732348680496,,
24,,174,,0.7286291122436523,0.08630452305078506
24,3.2027644920162857e-05,174,0.06772887706756592,,
25,,181,,0.7268145084381104,0.08269695192575455
25,3.412054866203107e-05,181,0.06551141291856766,,
26,,188,,0.7278226017951965,0.0985364243388176
26,3.625369936344214e-05,188,0.06661050766706467,,
27,,195,,0.7356854677200317,0.08564116060733795
27,3.842230944428593e-05,195,0.06787491589784622,,
28,,202,,0.7348790168762207,0.08174669742584229
28,4.0621500374982134e-05,202,0.06490211933851242,,
29,,209,,0.7338709831237793,0.1118989959359169
29,4.2846299038501456e-05,209,0.06418536603450775,,
30,,216,,0.7239919900894165,0.07310054451227188
30,4.509171412792057e-05,216,0.06627491116523743,,
31,,223,,0.7326613068580627,0.08189985156059265
31,4.735268157674e-05,223,0.06566711515188217,,
