epoch,learning_rate,step,training_auroc,training_domain_acc,training_domain_loss,training_domain_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,,,,0.5034273862838745,0.6983934044837952
0,4.000752142019337e-06,6,0.5199266076087952,0.4950505793094635,0.7101448774337769,0.012500000186264515,1.4070098400115967,0.696864902973175,1.4070098400115967,,
1,,13,,,,,,,,0.5189516544342041,0.6953887343406677
1,4.015565536974464e-06,13,0.5325404405593872,0.4766683280467987,0.7121155261993408,0.02500000037252903,1.407072901725769,0.6949572563171387,1.407072901725769,,
2,,20,,,,,,,,0.5191531777381897,0.6938362717628479
2,4.056991201650817e-06,20,0.5514422655105591,0.48060882091522217,0.7091036438941956,0.03749999776482582,1.4014230966567993,0.6923195123672485,1.4014230966567993,,
3,,27,,,,,,,,0.538306474685669,0.691241443157196
3,4.1250050344388e-06,27,0.5663967132568359,0.4882556200027466,0.7073962092399597,0.05000000074505806,1.39834463596344,0.6909485459327698,1.39834463596344,,
4,,34,,,,,,,,0.5479838252067566,0.6887046098709106
4,4.21956974605564e-06,34,0.5735070705413818,0.4959535002708435,0.7043473720550537,0.0625,1.3936518430709839,0.6893043518066406,1.3936518430709839,,
5,,41,,,,,,,,0.5449596643447876,0.6870815753936768
5,4.340632585808635e-06,41,0.5772520303726196,0.4810740053653717,0.7102271914482117,0.07499999552965164,1.398988127708435,0.6887608170509338,1.398988127708435,,
6,,48,,,,,,,,0.5691532492637634,0.6849913597106934
6,4.488127160584554e-06,48,0.5955718755722046,0.4754398465156555,0.7096208333969116,0.08749999850988388,1.3962796926498413,0.6866586804389954,1.3962796926498413,,
7,,55,,,,,,,,0.5697580575942993,0.6826309561729431
7,4.661970706365537e-06,55,0.6058704853057861,0.4926592707633972,0.7061057686805725,0.10000000149011612,1.3911666870117188,0.6850609183311462,1.3911666870117188,,
8,,62,,,,,,,,0.5854839086532593,0.6815807819366455
8,4.862066361965844e-06,62,0.6172317862510681,0.49240756034851074,0.7068344950675964,0.11250000447034836,1.3905261754989624,0.6836917400360107,1.3905261754989624,,
9,,69,,,,,,,,0.5985887050628662,0.679305374622345
9,5.088305442768615e-06,69,0.6290485858917236,0.4742819368839264,0.7122973203659058,0.125,1.3940988779067993,0.681801438331604,1.3940988779067993,,
10,,76,,,,,,,,0.6137096881866455,0.6773710250854492
10,5.340560164768249e-06,76,0.6369938850402832,0.47615838050842285,0.7152295112609863,0.13749998807907104,1.3959624767303467,0.6807329654693604,1.3959624767303467,,
11,,83,,,,,,,,0.6112903356552124,0.6766224503517151
11,5.618691375275375e-06,83,0.648987889289856,0.4886147081851959,0.7143306732177734,0.14999999105930328,1.393000602722168,0.6786699295043945,1.393000602722168,,
12,,90,,,,,,,,0.6342741847038269,0.6749061346054077
12,5.922544914938044e-06,90,0.6657135486602783,0.49266254901885986,0.7172196507453918,0.16250000894069672,1.3936303853988647,0.6764106750488281,1.3936303853988647,,
13,,97,,,,,,,,0.6385080218315125,0.6735484004020691
13,6.251952981983777e-06,97,0.673557698726654,0.4663303792476654,0.7235698103904724,0.17499999701976776,1.398587942123413,0.6750181317329407,1.398587942123413,,
14,,104,,,,,,,,0.6431451439857483,0.6722041368484497
14,6.606731403735466e-06,104,0.6783906817436218,0.46987786889076233,0.7265232801437378,0.1875,1.3997622728347778,0.6732390522956848,1.3997622728347778,,
15,,111,,,,,,,,0.6530241966247559,0.6713359355926514
15,6.986685093579581e-06,111,0.6898279190063477,0.4736173748970032,0.7297014594078064,0.20000000298023224,1.40107262134552,0.6713711023330688,1.40107262134552,,
16,,118,,,,,,,,0.6703629493713379,0.670265257358551
16,7.39160304874531e-06,118,0.6983299255371094,0.44662582874298096,0.734703779220581,0.20000000298023224,1.4041979312896729,0.6694939732551575,1.4041979312896729,,
17,,125,,,,,,,,0.6616935729980469,0.6713132858276367
17,7.821258805051912e-06,125,0.706047534942627,0.4098835289478302,0.7422002553939819,0.20000000298023224,1.409037709236145,0.6668373346328735,1.409037709236145,,
18,,132,,,,,,,,0.6814516186714172,0.6712103486061096
18,8.275414984382223e-06,132,0.7110071182250977,0.37840449810028076,0.7489659190177917,0.20000000298023224,1.4137626886367798,0.6647969484329224,1.4137626886367798,,
19,,139,,,,,,,,0.6842741966247559,0.6725753545761108
19,8.753821020945907e-06,139,0.7147267460823059,0.3178844153881073,0.7513425350189209,0.20000000298023224,1.4144229888916016,0.663080632686615,1.4144229888916016,,
20,,146,,,,,,,,0.6818548440933228,0.6721795201301575
20,9.256210432795342e-06,146,0.7141447067260742,0.25324738025665283,0.7587766051292419,0.20000000298023224,1.420400857925415,0.6616242527961731,1.420400857925415,,
21,,153,,,,,,,,0.6786290407180786,0.6720524430274963
21,9.782305824046489e-06,153,0.7225202322006226,0.17800372838974,0.7662565112113953,0.20000000298023224,1.4251800775527954,0.6589236855506897,1.4251800775527954,,
22,,160,,,,,,,,0.6915322542190552,0.669213593006134
