epoch,learning_rate,step,training_loss,validation_auroc,validation_loss
0,,6,,0.3838709890842438,0.37217947840690613
0,4.0030536183621734e-06,6,0.4208959639072418,,
1,,13,,0.4584677517414093,0.3407558500766754
1,4.063194410264259e-06,13,0.3707299828529358,,
2,,20,,0.48830646276474,0.3474961519241333
2,4.2312722143833525e-06,20,0.3433072566986084,,
3,,27,,0.521774172782898,0.3637680113315582
3,4.506909135670867e-06,27,0.3448730707168579,,
4,,34,,0.555443525314331,0.3690794110298157
4,4.889483989245491e-06,34,0.3287462890148163,,
5,,41,,0.5691531896591187,0.3609112799167633
5,5.3781350288772956e-06,41,0.3359503149986267,,
6,,48,,0.5643144845962524,0.3373596668243408
6,5.971763130219188e-06,48,0.3240104019641876,,
7,,55,,0.5877015590667725,0.3189556896686554
7,6.66903088131221e-06,55,0.3104062080383301,,
8,,62,,0.6044355034828186,0.3089693784713745
8,7.468368494301103e-06,62,0.3101085126399994,,
9,,69,,0.61330646276474,0.30393528938293457
9,8.367976079171058e-06,69,0.30628228187561035,,
10,,76,,0.6143144965171814,0.30464544892311096
10,9.365828191221226e-06,76,0.29763707518577576,,
11,,83,,0.6667338609695435,0.3137846291065216
11,1.0459676559548825e-05,83,0.28631967306137085,,
12,,90,,0.6683467626571655,0.3106696307659149
12,1.1647061910480261e-05,90,0.28415414690971375,,
13,,97,,0.6663306951522827,0.30136948823928833
13,1.2925307601108216e-05,97,0.2724616825580597,,
14,,104,,0.6713709831237793,0.293837308883667
14,1.4291535080701578e-05,104,0.26381751894950867,,
15,,111,,0.6691532135009766,0.30702006816864014
15,1.5742669347673655e-05,111,0.25304070115089417,,
16,,118,,0.6852822303771973,0.31950643658638
16,1.7275442587560974e-05,118,0.24959534406661987,,
17,,125,,0.6889113187789917,0.32549357414245605
17,1.8886405086959712e-05,125,0.24371156096458435,,
18,,132,,0.6778225898742676,0.318207710981369
18,2.0571924324030988e-05,132,0.23977263271808624,,
19,,139,,0.6868951916694641,0.34728357195854187
19,2.2328211343847215e-05,139,0.22822968661785126,,
20,,146,,0.6991935968399048,0.32326579093933105
20,2.4151308025466278e-05,146,0.22357331216335297,,
21,,153,,0.6909273862838745,0.3444819748401642
21,2.603711254778318e-05,153,0.21549411118030548,,
22,,160,,0.7237902879714966,0.33319103717803955
22,2.7981373932561837e-05,160,0.20342162251472473,,
23,,167,,0.6939516663551331,0.34691688418388367
23,2.9979719329276122e-05,167,0.20206746459007263,,
24,,174,,0.7169354557991028,0.4005575478076935
24,3.2027644920162857e-05,174,0.1823877990245819,,
25,,181,,0.7245967984199524,0.38487526774406433
25,3.412054866203107e-05,181,0.18273425102233887,,
26,,188,,0.7193548679351807,0.42722088098526
26,3.625369936344214e-05,188,0.16240249574184418,,
27,,195,,0.7278226017951965,0.43116751313209534
27,3.842230944428593e-05,195,0.14611637592315674,,
28,,202,,0.7241935729980469,0.4496155083179474
28,4.0621500374982134e-05,202,0.13434769213199615,,
29,,209,,0.7237902879714966,0.6096798777580261
29,4.2846299038501456e-05,209,0.14063669741153717,,
30,,216,,0.7249999642372131,0.6063945889472961
30,4.509171412792057e-05,216,0.12756654620170593,,
