epoch,learning_rate,step,training_auroc,training_domain_acc,training_domain_loss,training_domain_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,,,,0.5560483932495117,0.6729154586791992
0,4.001942670583958e-06,6,0.5184210538864136,0.6521617770195007,0.6793059706687927,0.02500000037252903,1.3778505325317383,0.6985445022583008,1.3778505325317383,,
1,,13,,,,,,,,0.5832660794258118,0.6739957928657532
1,4.040205567434896e-06,13,0.5502530336380005,0.6925417184829712,0.6787809133529663,0.05000000074505806,1.3727459907531738,0.6939651370048523,1.3727459907531738,,
2,,20,,,,,,,,0.582862913608551,0.675743043422699
2,4.147169875068357e-06,20,0.5668079853057861,0.7114322185516357,0.6779174208641052,0.07499999552965164,1.368972659111023,0.6910550594329834,1.368972659111023,,
3,,27,,,,,,,,0.5475806593894958,0.6773406267166138
3,4.322683253121795e-06,27,0.5952175855636597,0.6966618895530701,0.6782703399658203,0.10000000149011612,1.3666322231292725,0.6883618235588074,1.3666322231292725,,
4,,34,,,,,,,,0.5989919304847717,0.678127110004425
4,4.566494226310169e-06,34,0.6088815927505493,0.6958104372024536,0.6785839200019836,0.125,1.3647621870040894,0.6861782073974609,1.3647621870040894,,
5,,41,,,,,,,,0.5881048440933228,0.6809635758399963
5,4.878252639173297e-06,41,0.6329959630966187,0.7102484703063965,0.6794345378875732,0.14999999105930328,1.363165020942688,0.6837306022644043,1.363165020942688,,
6,,48,,,,,,,,0.5995967984199524,0.6816502809524536
6,5.25751283930731e-06,48,0.6430414915084839,0.6955307126045227,0.6813260912895203,0.17499999701976776,1.3631353378295898,0.6818091869354248,1.3631353378295898,,
7,,55,,,,,,,,0.608467698097229,0.6832574009895325
7,5.7037318583752494e-06,55,0.6630313396453857,0.6737938523292542,0.6832659244537354,0.20000000298023224,1.3628571033477783,0.6795913577079773,1.3628571033477783,,
8,,62,,,,,,,,0.6185483932495117,0.6833885312080383
8,6.2162680478650145e-06,62,0.6622976064682007,0.6312740445137024,0.6855752468109131,0.20000000298023224,1.3646273612976074,0.6790521144866943,1.3646273612976074,,
9,,69,,,,,,,,0.6314516067504883,0.6831305027008057
9,6.794390628783731e-06,69,0.6776821613311768,0.5769839882850647,0.6894416809082031,0.20000000298023224,1.3659777641296387,0.6765360236167908,1.3659777641296387,,
10,,76,,,,,,,,0.625806450843811,0.6824058890342712
10,7.437268777721329e-06,76,0.6812499761581421,0.5219968557357788,0.6930228471755981,0.20000000298023224,1.3681641817092896,0.6751415133476257,1.3681641817092896,,
11,,83,,,,,,,,0.6483871340751648,0.6787421107292175
11,8.143982995534316e-06,83,0.6871710419654846,0.4553852379322052,0.6973240375518799,0.20000000298023224,1.3703782558441162,0.6730541586875916,1.3703782558441162,,
12,,90,,,,,,,,0.6499999761581421,0.6755297780036926
12,8.913521014619619e-06,90,0.6981528997421265,0.35813137888908386,0.7027794122695923,0.20000000298023224,1.3730043172836304,0.6702249050140381,1.3730043172836304,,
13,,97,,,,,,,,0.6580645442008972,0.6727336049079895
13,9.744779163156636e-06,97,0.7028340101242065,0.30648696422576904,0.7077381610870361,0.20000000298023224,1.3761732578277588,0.6684350371360779,1.3761732578277588,,
14,,104,,,,,,,,0.6749999523162842,0.6692788600921631
14,1.0636567822075449e-05,104,0.706325888633728,0.24501071870326996,0.7128464579582214,0.20000000298023224,1.3788477182388306,0.6660013794898987,1.3788477182388306,,
15,,111,,,,,,,,0.6745967864990234,0.6681501865386963
