epoch,learning_rate,step,training_auroc,training_coral_loss,training_coral_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,,,0.49467211961746216,0.6748618483543396
0,4.002022251370363e-06,6,0.4903981685638428,8.467079169349745e-05,0.05000000447034836,0.7023646831512451,0.7023605108261108,0.7023646831512451,,
1,,13,,,,,,,0.5311474800109863,0.6748074293136597
1,4.04044385504676e-06,13,0.5325353145599365,8.876992069417611e-05,0.10000000894069672,0.698377251625061,0.6983683109283447,0.698377251625061,,
2,,20,,,,,,,0.5637295246124268,0.6756625771522522
2,4.147566869505681e-06,20,0.535912275314331,0.00010518673661863431,0.14999999105930328,0.6954855918884277,0.6954697370529175,0.6954855918884277,,
3,,27,,,,,,,0.5633196830749512,0.6763153076171875
3,4.3232384996372275e-06,27,0.563356876373291,9.143513307208195e-05,0.20000001788139343,0.6926360130310059,0.692617654800415,0.6926360130310059,,
4,,34,,,,,,,0.5795081853866577,0.6772311925888062
4,4.5672063606616575e-06,34,0.5856350660324097,8.616652485216036e-05,0.25,0.6903366446495056,0.6903150677680969,0.6903366446495056,,
5,,41,,,,,,,0.576229453086853,0.6776856780052185
5,4.8791207518661395e-06,41,0.598563551902771,9.544565546093509e-05,0.29999998211860657,0.6880847811698914,0.6880561113357544,0.6880847811698914,,
6,,48,,,,,,,0.5764344334602356,0.6787857413291931
6,5.258536020846805e-06,48,0.6302167177200317,8.927560702431947e-05,0.34999996423721313,0.6854627728462219,0.6854315996170044,0.6854627728462219,,
7,,55,,,,,,,0.5448770523071289,0.6795570254325867
7,5.704908289771993e-06,55,0.6468750238418579,9.188658441416919e-05,0.40000003576278687,0.6834684014320374,0.6834316849708557,0.6834684014320374,,
8,,62,,,,,,,0.5309426188468933,0.6801919341087341
8,6.217596819624305e-06,62,0.6642640829086304,8.944296860136092e-05,0.45000001788139343,0.6816606521606445,0.6816203594207764,0.6816606521606445,,
9,,69,,,,,,,0.5506147146224976,0.6812849640846252
9,6.795869012421463e-06,69,0.6779738068580627,9.162533388007432e-05,0.5,0.6796828508377075,0.6796370148658752,0.6796828508377075,,
10,,76,,,,,,,0.5602458715438843,0.6802392601966858
10,7.438894499500748e-06,76,0.6819556951522827,8.968959446065128e-05,0.5,0.6782991886138916,0.6782543659210205,0.6782991886138916,,
11,,83,,,,,,,0.5752049684524536,0.6800728440284729
11,8.14575469121337e-06,83,0.6951864957809448,9.323001722805202e-05,0.5,0.6762823462486267,0.6762357354164124,0.6762823462486267,,
12,,90,,,,,,,0.5850409865379333,0.677552342414856
12,8.91543550096685e-06,90,0.7018649578094482,9.437742846785113e-05,0.5,0.673852801322937,0.6738055944442749,0.673852801322937,,
13,,97,,,,,,,0.5870901346206665,0.6754918098449707
13,9.746833711687941e-06,97,0.7052671909332275,9.776905062608421e-05,0.5,0.6721193790435791,0.6720705032348633,0.6721193790435791,,
14,,104,,,,,,,0.5924180150032043,0.6734710335731506
14,1.0638760613801423e-05,104,0.7136088609695435,9.275260526919737e-05,0.5,0.6690747141838074,0.6690284013748169,0.6690747141838074,,
15,,111,,,,,,,0.6100409626960754,0.6715114116668701
15,1.15899347292725e-05,111,0.7107106447219849,9.315870556747541e-05,0.5,0.6668569445610046,0.6668103337287903,0.6668569445610046,,
16,,118,,,,,,,0.6071721315383911,0.6695945858955383
16,1.2598998182511423e-05,118,0.7128779888153076,9.56719450186938e-05,0.5,0.6643813848495483,0.6643335223197937,0.6643813848495483,,
17,,125,,,,,,,0.6084016561508179,0.6672295928001404
17,1.3664502148458268e-05,125,0.7143648862838745,9.625581151340157e-05,0.5,0.6614738702774048,0.6614257097244263,0.6614738702774048,,
18,,132,,,,,,,0.6161885261535645,0.663401186466217
18,1.4784923223487567e-05,132,0.7181955575942993,0.00010233803186565638,0.5,0.6584717035293579,0.6584205031394958,0.6584717035293579,,
19,,139,,,,,,,0.609221339225769,0.658805251121521
19,1.5958652511471882e-05,139,0.7188507914543152,0.0001069232021109201,0.5,0.6551615595817566,0.6551081538200378,0.6551615595817566,,
20,,146,,,,,,,0.612500011920929,0.6555438041687012
20,1.7184007447212934e-05,146,0.7200604677200317,0.00010316535917809233,0.5,0.6520317792892456,0.6519802212715149,0.6520317792892456,,
21,,153,,,,,,,0.6163934469223022,0.6528173685073853
21,1.8459239072399214e-05,153,0.7228326797485352,0.00010313883103663102,0.5,0.6485773921012878,0.6485257744789124,0.6485773921012878,,
22,,160,,,,,,,0.6180328130722046,0.6476708650588989
22,1.9782519302680157e-05,160,0.7250000238418579,0.00011564626765903085,0.5,0.6440618634223938,0.6440040469169617,0.6440618634223938,,
23,,167,,,,,,,0.6204918026924133,0.6444830298423767
23,2.1151950932107866e-05,167,0.7230846881866455,0.00011938418901991099,0.5,0.6408646702766418,0.6408049464225769,0.6408646702766418,,
24,,174,,,,,,,0.6295081973075867,0.6409671902656555
24,2.256556945212651e-05,174,0.7275705337524414,0.00011371813889127225,0.5,0.635862410068512,0.6358054876327515,0.635862410068512,,
25,,181,,,,,,,0.6243852376937866,0.6354514956474304
25,2.402135396550875e-05,181,0.7267893552780151,0.00013497610052581877,0.5,0.6321592926979065,0.632091760635376,0.6321592926979065,,
26,,188,,,,,,,0.6309425830841064,0.6324213147163391
26,2.551721627241932e-05,188,0.7280998229980469,0.00014903659757692367,0.5,0.6271989345550537,0.6271244287490845,0.6271989345550537,,
27,,195,,,,,,,0.6338114738464355,0.6277043223381042
27,2.705101724131964e-05,195,0.7299647331237793,0.00014806896797381341,0.5,0.6228117346763611,0.62273770570755,0.6228117346763611,,
28,,202,,,,,,,0.6463114619255066,0.626677393913269
28,2.862055589503143e-05,202,0.7272933721542358,0.0001664853625698015,0.5,0.619515061378479,0.6194318532943726,0.619515061378479,,
29,,209,,,,,,,0.6571720838546753,0.6235957145690918
29,3.0223585781641304e-05,209,0.7337890863418579,0.00016611730097793043,0.5,0.6133996844291687,0.613316535949707,0.6133996844291687,,
30,,216,,,,,,,0.6620901823043823,0.6194837689399719
30,3.1857813155511394e-05,216,0.7352822422981262,0.0001876365568023175,0.5,0.6084659695625305,0.608372151851654,0.6084659695625305,,
31,,223,,,,,,,0.664344310760498,0.6115037798881531
31,3.352088970132172e-05,223,0.7367187738418579,0.00020598256378434598,0.5,0.603731632232666,0.6036286354064941,0.603731632232666,,
32,,230,,,,,,,0.6657786965370178,0.6111317873001099
32,3.521043618093245e-05,230,0.7396169304847717,0.0002269981923745945,0.5,0.5983681082725525,0.5982546210289001,0.5983681082725525,,
33,,237,,,,,,,0.6739753484725952,0.6058101654052734
33,3.6924036976415664e-05,237,0.7403477430343628,0.00024701206712052226,0.5,0.5943688154220581,0.5942452549934387,0.5943688154220581,,
34,,244,,,,,,,0.6774590015411377,0.6005329489707947
34,3.865923281409778e-05,244,0.7423386573791504,0.0002645692729856819,0.5,0.5893412828445435,0.5892089605331421,0.5893412828445435,,
35,,251,,,,,,,0.6831967234611511,0.5972482562065125
35,4.041353895445354e-05,251,0.7462953329086304,0.000292875396553427,0.5,0.5850381851196289,0.584891676902771,0.5850381851196289,,
36,,258,,,,,,,0.6913934350013733,0.6057956218719482
36,4.218444155412726e-05,258,0.7471773624420166,0.00034020881867036223,0.5,0.5822121500968933,0.5820420980453491,0.5822121500968933,,
37,,265,,,,,,,0.6862704753875732,0.5955525636672974
37,4.396940494189039e-05,265,0.7484879493713379,0.00039158924482762814,0.5,0.5788233280181885,0.5786275267601013,0.5788233280181885,,
38,,272,,,,,,,0.702049195766449,0.5961937308311462
38,4.576587161864154e-05,272,0.754662275314331,0.00041577519732527435,0.5,0.5751205086708069,0.5749125480651855,0.5751205086708069,,
39,,279,,,,,,,0.6997950673103333,0.5932227373123169
39,4.757127317134291e-05,279,0.7518396973609924,0.0004729750216938555,0.5,0.5743054151535034,0.5740689635276794,0.5743054151535034,,
